sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2029,2020Q3,9.52,9.86,26.93,87.01
2029,2020Q2,8.74,9.2,26.7,86.23
2029,2020Q1,8.42,8.87,26.8,86.52
2029,2019Q4,8.83,9.21,26.97,87.08
2029,2019Q3,9.48,9.86,26.83,86.64
2029,2019Q2,10.3,10.6,26.92,86.95
2029,2019Q1,9.18,9.53,26.96,87.07
2029,2018Q4,9,9.36,26.98,87.18
2029,2018Q3,10.69,11,26.77,86.53
2029,2018Q2,16.26,15.8,26.76,86.55
2029,2018Q1,12.03,11.6,28.35,91.73
2029,2017Q4,13.59,13,28.23,91.32
2029,2017Q3,14.83,14.2,27.67,89.5
2029,2017Q2,22.24,20,27.44,88.76
2029,2017Q1,16.59,14.9,29.34,94.72
2029,2016Q4,17.74,16.3,28.24,91.15
2029,2016Q3,14.23,13.9,27.4,88.42
2029,2016Q2,16.44,16.2,26.38,85.1
2029,2016Q1,12.74,13.8,24.63,79.46
2029,2015Q4,19.31,20,23.95,77.21
2029,2015Q3,18.77,19.7,23.81,76.73
2029,2015Q2,22.94,22.1,25.11,80.87
2029,2015Q1,19.73,19.2,25.71,82.85
2029,2014Q4,20.38,20,25.33,81.65
2029,2014Q3,19.47,19.5,24.93,80.47
2029,2014Q2,23.83,23,24.65,79.73
2029,2014Q1,20.52,19.8,25.72,83.19
2029,2013Q4,19.76,19.5,25.21,81.52
2029,2013Q3,21.62,21.2,24.83,80.24
2029,2013Q2,20.6,20.6,24.55,79.38
2029,2013Q1,18.81,19.3,24.38,78.85
2029,2012Q4,19.67,20.5,24.04,76.42
2029,2012Q3,19.85,20.8,23.84,75.72
2029,2012Q2,23.93,23.8,24.08,76.48
2029,2012Q1,19.96,20.1,24.92,79.14
2029,2011Q4,18.24,18.6,24.71,79.91
2029,2011Q3,17.44,18,24.58,79.47
2029,2011Q2,17.53,18.4,24.11,77.94
2029,2011Q1,16.94,18.1,23.78,76.88
2029,2010Q4,18.27,19.4,23.52,76.05
2029,2010Q3,19.26,20,23.88,77.22
2029,2010Q2,20.75,20.9,24.23,78.4
2029,2010Q1,17.98,18.9,23.81,77.03
2029,2009Q4,18.01,19.2,23.41,75.79
2029,2009Q3,17.19,19.3,22.27,71.66
2029,2009Q2,22.27,24.1,21.81,70.22
2029,2009Q1,16.66,17.6,24.16,77.77
2029,2008Q4,17.43,17.9,24.81,79.91
2029,2008Q3,25.88,23.4,26.32,84.73
2029,2008Q2,24.54,23.7,24.52,78.98
2029,2008Q1,14.73,15.5,24.99,80.5
2029,2007Q4,19.96,20.1,24.65,79.4
2029,2007Q2,26.89,26.1,23.69,76.23
2029,2006Q4,22.76,21.9,25.22,81.19
2029,2006Q2,23.39,23.9,23.11,74.42
2029,2005Q4,14.79,16.5,23.19,74.65
2029,2005Q2,31.61,30.2,22.65,72.91
2029,2004Q4,21.52,21.4,24.64,79.28
2029,2003Q4,23.13,24.9,21.76,69.92
2029,2002Q4,29.01,31,20.26,64.44
2029,2001Q4,30.37,34.5,18.15,57.74
