sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1220,2020Q3,4.59,15.6,13.09,24.93
1220,2020Q2,5.74,19.1,12.78,24.35
1220,2020Q1,5.99,19.4,13.08,24.97
1220,2019Q4,6.71,21.3,12.98,24.78
1220,2019Q3,5.58,18.8,12.65,24.16
1220,2019Q2,6.4,21.3,12.38,23.67
1220,2019Q1,5.92,19.5,12.7,24.38
1220,2018Q4,6.86,22.1,12.64,24.2
1220,2018Q3,6.35,21,12.55,23.97
1220,2018Q2,7.64,24.3,12.45,23.76
1220,2018Q1,5.73,19.2,12.71,24.2
1220,2017Q4,6.41,21.2,12.52,23.86
1220,2017Q3,5.61,19.2,12.41,23.64
1220,2017Q2,6.16,20.9,12.25,23.34
1220,2017Q1,5.07,17.3,12.76,24.25
1220,2016Q4,6.12,20.3,12.62,24.03
1220,2016Q3,6.07,20.5,12.43,23.49
1220,2016Q2,6.63,22.3,12.11,23.06
1220,2016Q1,6.2,21,12.29,23.34
1220,2015Q4,7.88,25.5,12.15,23.06
1220,2015Q3,7.34,24.4,11.97,22.8
1220,2015Q2,8.47,28,11.69,21.73
1220,2015Q1,7.94,26.3,11.88,22.21
1220,2014Q4,10.49,32.1,11.84,22.16
1220,2014Q3,8.16,26.8,11.87,22.25
1220,2014Q2,7.85,26.1,11.82,22.23
1220,2014Q1,8.36,26.8,12.11,22.8
1220,2013Q4,8.35,27,11.98,22.55
1220,2013Q3,6.16,21.4,11.9,22.61
1220,2013Q2,7.12,24.5,11.61,22
1220,2013Q1,6.99,23.4,12.01,22.88
1220,2012Q4,7.16,24.1,12.1,22.6
1220,2012Q3,7.08,24,11.98,22.45
1220,2012Q2,8.1,27.1,11.59,21.75
1220,2012Q1,8.25,27.7,11.45,21.55
1220,2011Q4,12.47,36.7,11.29,21.49
1220,2011Q3,11.54,35.2,11.18,21.25
1220,2011Q2,7.16,25.3,11.12,21.13
1220,2011Q1,8.57,29.3,10.88,20.68
1220,2010Q4,10.6,34.3,10.65,20.29
1220,2010Q3,7.57,30.3,9.01,17.4
1220,2010Q2,10.62,38.7,8.66,16.81
1220,2010Q1,7.39,30.7,8.59,16.65
1220,2009Q4,6.37,27.7,8.53,16.6
1220,2009Q3,6.16,27,8.51,16.65
1220,2009Q2,6.35,27.6,8.5,16.69
1220,2009Q1,5.39,24.4,8.48,16.68
1220,2008Q4,5.05,22.8,8.58,17.09
1220,2008Q3,9.32,33.7,9.19,18.34
1220,2008Q2,9.69,33.5,9.69,19.25
1220,2008Q1,7.92,28.8,9.82,19.63
1220,2007Q4,8.11,29.4,9.7,19.45
1220,2007Q2,9.28,32.3,9.66,19.47
1220,2006Q4,8.33,29.6,9.9,19.83
1220,2006Q2,7.57,27.8,9.78,19.65
1220,2005Q4,7.77,29,9.4,19.03
1220,2005Q2,8.23,29.9,9.58,19.28
