sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2462,2020Q3,22.63,46.9,18.06,25.64
2462,2020Q2,20.68,45.4,17.54,24.9
2462,2020Q1,17.82,41.4,17.74,25.26
2462,2019Q4,21.66,45.7,18.04,25.7
2462,2019Q3,23.32,47.6,17.98,25.62
2462,2019Q2,23.13,47.7,17.77,25.32
2462,2019Q1,22.9,46.9,18.17,25.89
2462,2018Q4,23.55,48,17.93,25.55
2462,2018Q3,24.75,49.9,17.44,24.86
2462,2018Q2,23.69,48.8,17.47,24.89
2462,2018Q1,24.86,49.9,17.55,25
2462,2017Q4,27.18,51.2,18.22,25.96
2462,2017Q3,23.8,47.8,18.23,25.98
2462,2017Q2,19.93,43.9,17.86,25.45
2462,2017Q1,19.75,43.3,18.12,25.82
2462,2016Q4,22.74,45.7,18.93,26.97
2462,2016Q3,19.96,43.3,18.33,26.11
2462,2016Q2,19.24,47.4,20.28,21.37
2462,2016Q1,19,46.9,20.43,21.52
2462,2015Q4,20.42,48.4,20.63,21.73
2462,2015Q3,20.19,48.5,20.39,21.48
2462,2015Q2,18.66,48.1,19.1,20.12
2462,2015Q1,18.95,46.9,20.33,21.42
2462,2014Q4,20.07,48.6,20.17,21.24
2462,2014Q3,19.96,49.3,20.42,20.49
2462,2014Q2,19.01,49.1,19.65,19.68
2462,2014Q1,19.3,48.6,21.06,20.44
2462,2013Q4,21.93,56,19.75,17.24
2462,2013Q3,20.23,55.2,18.84,16.44
2462,2013Q2,19.31,54.8,18.23,15.91
2462,2013Q1,18.56,51.1,20.36,17.77
2462,2012Q4,19.18,53.1,19.07,16.95
2462,2012Q3,19.92,54.7,18.61,16.5
2462,2012Q2,20.36,56.2,18.81,15.89
2462,2012Q1,18.26,52.1,19.91,16.81
2462,2011Q4,19.26,54.7,19.19,15.93
2462,2011Q3,20.08,57.2,18.13,15.05
2462,2011Q2,20.2,60.4,16.46,13.26
2462,2011Q1,15.54,52,17.79,14.33
2462,2010Q4,15.73,53,17.33,13.96
2462,2010Q3,17.76,55.4,17.73,14.28
2462,2010Q2,17.86,56.8,16.85,13.58
2462,2010Q1,13.7,47.9,18.49,14.9
2462,2009Q4,14.71,50.3,18.07,14.56
2462,2009Q3,14.03,50.1,17.34,13.97
2462,2009Q2,10.94,45.9,16.71,12.91
2462,2009Q1,9.39,44.1,16.96,11.9
2462,2008Q4,13.53,55.4,15.53,10.9
2462,2008Q3,15.8,60.5,14.68,10.31
2462,2008Q2,12.67,58.3,13.41,9.05
2462,2008Q1,11.61,54.3,14.48,9.77
2462,2007Q4,12.93,56.3,14.85,10.02
2462,2007Q2,10.35,52.9,14.3,9.21
2462,2006Q4,12.1,58.3,13.96,8.67
2462,2006Q2,8.72,52.1,13.42,8.01
2462,2005Q4,8.11,49.2,14,8.36
2462,2005Q2,6.12,44.9,12.59,7.52
2462,2004Q4,5.84,42.7,13.12,7.83
2462,2003Q4,6.23,43.8,14.04,7.99
2462,2002Q4,5.57,44,12.68,7.07
2462,2001Q4,4.94,41.2,12.65,7.06
2462,2000Q4,5.43,44.1,13.06,6.88
2462,1999Q4,4.56,41.9,13.3,6.33
