ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,1614,2020,2019全年,20'06/17,20'07/16,37.15,20'08/27,31,20'08/07,,,,,0.83,0,0.83,0,0,0,0.83
1,1614,2019,2018全年,19'06/13,19'07/15,27.7,19'09/19,47,19'08/12,,,,,0.91,0,0.91,0,0,0,0.91
2,1614,2018,2017全年,18'06/12,18'07/13,23.55,18'07/13,1,18'08/10,,,,,0.7,0,0.7,0,0,0,0.7
3,1614,2017,2016全年,17'06/14,17'07/20,23.95,18'06/13,222,17'08/11,,,,,1.05,0,1.05,0,0,0,1.05
4,1614,2016,2015全年,16'06/14,16'07/20,24.35,16'09/21,45,16'08/12,,,,,0.81,0,0.81,0,0,0,0.81
5,1614,2015,2014全年,15'06/18,15'07/20,26.7,17'02/16,387,15'08/14,,,,,0.76,0,0.76,0,0,0,0.76
6,1614,2014,2013全年,14'06/19,14'07/17,33.25,14'07/21,3,14'08/06,,,,,0.9,0,0.9,0,0,0,0.9
7,1614,2013,2012全年,13'06/13,13'07/11,33.65,13'07/12,2,,,,,,0.86,0,0.86,0,0,0,0.86
8,1614,2012,2011全年,12'06/18,12'07/17,25.55,12'08/07,15,,,,,,1.19,0,1.19,0,0,0,1.19
9,1614,2011,2010全年,11'06/15,11'07/21,32.2,11'07/21,1,,,,,,0.92,0,0.92,0,0,0,0.92
10,1614,2010,2009全年,10'06/15,10'07/13,30.35,10'08/04,17,,,,,,1.16,0,1.16,0,0,0,1.16
11,1614,2009,2008全年,09'06/19,09'07/16,29.8,09'07/16,1,,,,,,0.32,0,0.32,0,0,0,0.32
12,1614,2008,2007全年,08'06/13,08'07/10,25.45,08'07/14,3,,,,,,1.12,0,1.12,0,0,0,1.12
13,1614,2007,2006全年,07'06/13,07'07/12,36.8,07'07/12,1,,,,,,1.18,0,1.18,0,0,0,1.18
14,1614,2006,2005全年,06'05/03,06'05/25,24.9,06'05/25,1,,,,,,1.5,0,1.5,0,0,0,1.5
15,1614,2005,2004全年,05'06/13,05'07/06,16.2,05'08/31,39,,,,,,1.43,0,1.43,0,0,0,1.43
16,1614,2004,2003全年,04'05/18,04'06/10,19.5,06'04/03,448,,,,,,1.31,0,1.31,0,0,0,1.31
17,1614,2003,2002全年,03'05/28,03'06/19,12.7,03'07/23,25,,,,,,0.9,0,0.9,0,0,0,0.9
18,1614,2002,2001全年,02'06/14,02'07/05,,02'07/12,6,,,,,,0.6,0,0.6,0,0,0,0.6
19,1614,2001,2000全年,01'05/22,,,,,,,,,,0.5,0,0.5,0.13,0.07,0.2,0.7
20,1614,2000,1999全年,00'05/19,00'06/09,13.25,00'06/09,1,,00'08/15,11.53,00'10/05,40,0.4,0,0.4,0.17,0.23,0.4,0.8
21,1614,1999,1998全年,99'05/12,99'05/29,15.5,00'02/11,187,,,,,,0.8,0,0.8,0,0,0,0.8
22,1614,1998,1997全年,98'05/27,,,,,,98'07/09,24.9,98'07/23,12,0,0,0,0,1,1,1
23,1614,1997,1996全年,97'02/24,,,,,,,,,,1.5,0,1.5,0,0,0,1.5
24,1614,1996,1995全年,96'05/16,96'06/01,,,,,,,,,1.5,0,1.5,0,0,0,1.5
25,1614,1995,1994全年,95'04/17,95'05/02,,,,,95'07/25,,,,1.5,0,1.5,0,0.5,0.5,2
26,1614,1994,1993全年,94'04/08,94'04/18,,,,,94'07/25,,,,1,0,1,0,0.5,0.5,1.5
27,1614,1993,1992全年,93'04/30,93'05/10,,,,,,,,,0.8,0,0.8,0,0,0,0.8
