ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2704,2020,2019全年,20'06/09,,,,,,,,,,0,0,0,0,0,0,0
1,2704,2019,2018全年,19'06/13,19'08/08,21.05,19'08/13,3,19'09/06,,,,,0.4,0,0.4,0,0,0,0.4
2,2704,2018,2017全年,18'06/06,18'08/08,22.25,18'11/12,67,18'09/06,,,,,0.4,0,0.4,0,0,0,0.4
3,2704,2017,2016全年,17'06/13,17'08/08,22.6,17'08/29,16,17'09/06,,,,,0.7,0,0.7,0,0,0,0.7
4,2704,2016,2015全年,16'06/07,16'09/05,24.8,18'11/27,550,16'10/07,,,,,0.7,0,0.7,0,0,0,0.7
5,2704,2015,2014全年,15'06/03,15'09/03,26.7,15'09/03,1,15'10/07,,,,,0.7,0,0.7,0,0,0,0.7
6,2704,2014,2013全年,14'06/24,14'09/04,27.6,14'12/29,82,14'10/07,,,,,0.5,0,0.5,0,0,0,0.5
7,2704,2013,2012全年,13'06/04,13'09/05,28.6,13'09/30,17,,,,,,0.4,0,0.4,0,0,0,0.4
8,2704,2012,2011全年,12'05/30,12'09/05,30.75,12'09/06,2,,,,,,0.5,0,0.5,0,0,0,0.5
9,2704,2011,2010全年,11'05/31,11'09/05,34.65,11'09/05,1,,,,,,0.4,0,0.4,0,0,0,0.4
10,2704,2010,2009全年,10'05/26,10'09/03,44.75,10'09/03,1,,,,,,0.2,0,0.2,0,0,0,0.2
11,2704,2009,2008全年,09'05/26,09'09/03,29.5,09'09/03,1,,,,,,0.5,0,0.5,0,0,0,0.5
12,2704,2008,2007全年,08'05/27,08'09/04,37.3,08'09/09,4,,,,,,0.68,0,0.68,0,0,0,0.68
13,2704,2007,2006全年,07'05/30,07'09/05,26.45,07'09/07,3,,,,,,0.8,0,0.8,0,0,0,0.8
14,2704,2006,2005全年,06'05/26,06'09/05,31,06'09/05,1,,,,,,0.7,0,0.7,0,0,0,0.7
15,2704,2005,2004全年,05'05/31,05'09/05,28.5,05'09/05,1,,,,,,0.3,0,0.3,0,0,0,0.3
16,2704,2004,2003全年,04'05/28,,,,,,,,,,0,0,0,0,0,0,0
17,2704,2003,2002全年,03'05/30,,,,,,,,,,0,0,0,0,0,0,0
18,2704,2002,2001全年,02'05/30,,,,,,,,,,0,0,0,0,0,0,0
19,2704,2001,2000全年,01'04/27,,,,,,,,,,0,0,0,0,0,0,0
20,2704,2000,1999全年,00'04/26,,,,,,,,,,0,0,0,0,0,0,0
21,2704,1999,1998全年,99'04/30,,,,,,,,,,0,0,0,0,0.5,0.5,0.5
22,2704,1998,1997全年,98'04/20,,,,,,98'09/05,,98'09/05,1,0,0,0,0,0.5,0.5,0.5
23,2704,1997,1996全年,97'04/30,,,,,,97'08/14,,97'12/27,105,0,0,0,0,1,1,1
24,2704,1996,1995全年,96'04/23,96'05/15,,96'05/15,1,,,,,,0.5,0,0.5,0,0,0,0.5
25,2704,1995,1994全年,95'04/25,95'05/26,,95'05/26,1,,,,,,0.5,0,0.5,0,0,0,0.5
26,2704,1994,1993全年,94'04/29,94'05/24,51.5,94'05/24,1,,,,,,0.5,0,0.5,0,0,0,0.5
27,2704,1993,1992全年,93'04/26,93'05/19,47.3,93'06/05,16,,,,,,0.8,0,0.8,0,0,0,0.8
28,2704,1992,1991全年,92'04/21,92'05/15,53.5,92'05/15,1,,,,,,1,0,1,0,0,0,1
29,2704,1991,1990全年,91'04/30,91'05/31,56.81,91'05/31,1,,,,,,1,0,1,0,0,0,1
30,2704,1990,1989全年,,,,,,,,,,,1,0,1,0,1,1,2
31,2704,1989,1988全年,,,,,,,,,,,1.8,0,1.8,0,0,0,1.8
32,2704,1988,1987全年,,,,,,,,,,,0.5,0,0.5,1,0,1,1.5
33,2704,1987,1986全年,,,,,,,,,,,0.6,0,0.6,0,0,0,0.6
