ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2357,21Q1,25,250.5,295,250,288.5,+38,+15.2,18,109,4.3,305,12.2,+18.5,+0.32,+0.62,+19.4,,-0.16,1.87,+0.02,0.06,3.2
1,2357,20Q4,63,253.5,265,236,250.5,-3,-1.18,11.4,179,2.8,445,7.1,-19.9,-4.52,+0.15,-24.2,62.3,+0.66,2.03,0,0.04,1.8
2,2357,20Q3,66,216.5,260,212.5,253.5,+37.5,+17.4,22,210,3.2,498,7.5,+30.2,+5.22,-1.05,+34.4,65,+0.54,1.37,+0.03,0.04,2.9
3,2357,20Q2,60,202,249,190.5,216,+11.5,+5.62,28.6,172,2.9,369,6.1,-18.3,+6.19,+0.4,-11.7,60.6,+0.24,0.83,-0.02,0.01,1.3
4,2357,20Q1,56,233,239,167,204.5,-27,-11.7,31.1,117,2.1,236,4.2,-31.1,+0.77,+3.68,-26.7,60,-0.07,0.59,+0.02,0.03,5.8
5,2357,19Q4,64,200.5,243,196.5,231.5,+25,+12.1,22.5,104,1.6,231,3.6,+5.72,+0.23,+1,+6.94,64.3,-0.1,0.66,-0.02,0.02,2.3
6,2357,19Q3,63,225.5,232,196.5,206.5,-16.5,-7.4,15.9,79.7,1.3,169,2.7,-9.59,+0.09,-0.64,-10.1,63.6,+0.35,0.76,+0.03,0.03,4
7,2357,19Q2,61,223.5,241,212,223,0,0,13,59.9,0.98,134,2.2,-9.36,+0.5,+0.99,-7.86,64.3,-0.07,0.41,-0.04,0,0.2
8,2357,19Q1,54,203.5,241,199.5,223,+21.5,+10.7,20.6,64.7,1.2,145,2.7,+6.56,-0.18,-0.25,+6.13,65.8,-0.05,0.48,-0.06,0.04,8.9
9,2357,18Q4,65,267,269,195.5,201.5,-62.5,-23.7,27.8,99.6,1.5,222,3.4,-5.92,+0.78,+0.71,-4.43,65.1,+0.21,0.54,+0.08,0.11,19.7
10,2357,18Q3,64,276,277.5,239.5,264,-14.5,-5.21,13.6,95.2,1.5,246,3.8,+10.4,+0.07,-1.06,+9.4,66,-0.03,0.33,+0.02,0.02,7.1
11,2357,18Q2,60,277,283,271.5,278.5,+2.5,+0.91,4.17,80.5,1.3,223,3.7,-3.42,-0.63,+1.9,-2.16,63.9,-0.17,0.36,-0.01,0,0
12,2357,18Q1,58,279,284,258.5,276,-3.5,-1.25,9.12,101,1.7,275,4.7,-1.38,-1.03,-0.04,-2.45,65.2,-0.15,0.52,-0.08,0.01,1.9
13,2357,17Q4,62,248,281.5,243,279.5,+31.5,+12.7,15.5,75.2,1.2,199,3.2,+12.8,+1.91,+0.19,+14.9,65.4,-0.43,0.67,-0.03,0.08,12.7
14,2357,17Q3,66,287.5,296,241,248,-39.5,-13.7,19.1,104,1.6,275,4.2,-5.93,-0.47,-0.16,-6.55,63.6,+0.46,1.1,+0.07,0.12,10.7
15,2357,17Q2,61,300,308,279,287.5,-12.5,-4.17,9.67,81.7,1.3,236,3.9,+0.05,+0.08,+0.12,+0.25,63.8,+0.19,0.64,+0.05,0.05,7.2
16,2357,17Q1,57,265.5,300,262,300,+35,+13.2,14.3,78.1,1.4,218,3.8,+22.7,-0.13,-0.1,+22.5,63.9,-0.32,0.45,-0.05,0,0
17,2357,16Q4,64,282.5,284.5,261,265,-14.5,-5.19,8.41,64.4,1,174,2.7,-9.52,-0.13,-0.01,-9.67,60.8,+0.1,0.77,-0.09,0.05,6.1
18,2357,16Q3,62,265.5,286.5,263,279.5,+14,+5.27,8.85,82.4,1.3,226,3.7,+13.3,+0.09,-0.46,+13,62.1,-0.65,0.67,+0.02,0.13,20.1
19,2357,16Q2,61,286,290,252,265.5,-23.5,-8.13,13.1,87,1.4,239,3.9,-4.29,-0.66,+0.14,-4.8,60.1,+0.13,1.32,+0.11,0.11,8.3
20,2357,16Q1,57,272,291.5,260.5,289,+17,+6.25,11.4,79.9,1.4,220,3.9,+3.88,-0.69,+0.28,+3.47,60.7,-0.68,1.19,-0.21,0,0
21,2357,15Q4,65,282.5,309.5,261.5,272,-10.5,-3.72,17,99,1.5,281,4.3,-0.43,-0.88,+0.37,-0.94,60,-0.02,1.87,-0.56,0.21,11.4
22,2357,15Q3,63,303.5,306,243.5,282.5,-18,-5.99,20.8,143,2.3,403,6.4,+11.2,+0.61,+0.4,+12.2,60.1,-0.72,1.89,+0.58,0.77,40.9
23,2357,15Q2,61,315,343,284.5,300.5,-14.5,-4.6,18.6,134,2.2,413,6.8,-17.8,-0.27,+0.04,-18,58.1,-0.08,2.6,-0.03,0.19,7.3
24,2357,15Q1,55,341.5,359,310,315,-31.5,-9.09,14.1,155,2.8,506,9.2,-22.6,-1.57,-0.15,-24.4,61,+1.18,2.68,-0.54,0.22,8.1
