ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2417,2020,2019全年,20'06/16,20'07/06,28.85,20'07/06,1,20'08/07,,,,,0.02,0.09,0.1,0,0,0,0.1
1,2417,2019,2018全年,19'06/20,19'07/18,11.1,19'07/18,1,19'08/08,,,,,0,0.1,0.1,0,0,0,0.1
2,2417,2018,2017全年,18'06/14,18'07/09,12.3,18'07/09,1,18'08/10,,,,,0,0.1,0.1,0,0,0,0.1
3,2417,2017,2016全年,17'06/14,17'07/10,10.5,17'07/10,1,17'08/11,,,,,0,0.1,0.1,0,0,0,0.1
4,2417,2016,2015全年,16'06/14,16'07/12,9.52,16'07/15,4,16'08/12,,,,,0,0.1,0.1,0,0,0,0.1
5,2417,2015,2014全年,15'06/17,15'07/13,11.7,15'07/13,1,15'08/07,,,,,0,0.1,0.1,0,0,0,0.1
6,2417,2014,2013全年,14'06/19,14'07/10,12.85,14'07/10,1,,,,,,0,0.1,0.1,0,0,0,0.1
7,2417,2013,2012全年,13'06/18,13'07/09,12.6,13'07/24,12,,,,,,0.4,0,0.4,0,0,0,0.4
8,2417,2012,2011全年,12'06/13,12'07/04,21.6,20'06/15,1951,,,,,,2,0,2,0,0,0,2
9,2417,2011,2010全年,11'06/15,11'07/01,33.55,20'07/08,2218,,,,,,3.17,0,3.17,0,0,0,3.17
10,2417,2010,2009全年,10'06/15,10'07/08,40.9,10'08/19,31,,,,,,2.7,0,2.7,0,0,0,2.7
11,2417,2009,2008全年,09'06/10,09'07/09,33.3,09'07/15,5,,09'07/09,33.3,09'07/15,5,2.4,0,2.4,0.1,0,0.1,2.5
12,2417,2008,2007全年,08'06/13,08'07/14,37.9,08'07/18,5,,08'07/14,37.9,08'07/18,5,2.2,0,2.2,0.8,0,0.8,3
13,2417,2007,2006全年,07'06/15,07'07/20,55.7,07'07/23,2,,07'07/20,55.7,07'07/23,2,2,0,2,0.36,0,0.36,2.37
14,2417,2006,2005全年,06'06/09,06'07/13,34.05,06'11/02,79,,06'07/13,34.05,06'11/02,79,1.37,0,1.37,1,0,1,2.37
15,2417,2005,2004全年,05'05/17,05'06/29,27.1,05'11/07,90,,05'06/29,27.1,05'11/07,90,1.57,0,1.57,1.22,0.03,1.26,2.83
16,2417,2004,2003全年,04'05/18,04'06/29,28,05'02/24,163,,04'06/29,28,05'02/24,163,1.52,0,1.52,0.86,0.15,1.02,2.54
17,2417,2003,2002全年,03'05/28,03'07/07,34.8,04'02/02,142,,03'07/07,34.8,04'02/02,142,0.79,0,0.79,0.79,0.2,0.99,1.78
18,2417,2002,2001全年,02'05/21,02'07/11,,02'07/15,3,,02'07/11,,02'07/15,3,0.51,0,0.51,0.51,0,0.51,1.02
19,2417,2001,2000全年,01'05/22,,,,,,01'07/05,17.7,01'11/07,84,0,0,0,1.5,0,1.5,1.5
20,2417,2000,1999全年,00'05/24,,,,,,00'06/30,,04'02/13,907,0,0,0,2,0,2,2
21,2417,1999,1998全年,99'05/12,,,,,,99'07/07,,99'11/16,99,0,0,0,0.6,1.5,2.1,2.1
22,2417,1998,1997全年,98'05/15,,,,,,98'06/26,,,,0,0,0,2,2,4,4
23,2417,1997,1996全年,97'04/25,,,,,,97'06/12,,,,0.3,0,0.3,3.4,0.6,4,4.3
24,2417,1996,1995全年,96'05/03,,,,,,,,,,0.3,0,0.3,3.7,0,3.7,4
25,2417,1995,1994全年,95'06/13,,,,,,,,,,0.3,0,0.3,4.3,5.4,9.7,10
26,2417,1994,1993全年,94'05/15,,,,,,,,,,0.3,0,0.3,5.7,0.3,6,6.3
27,2417,1993,1992全年,,,,,,,,,,,0,0,0,9.28,0.71,9.99,9.99
