sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2476,2020Q3,28.98,36.3,24.41,50.9
2476,2020Q2,28.65,37,23.45,48.87
2476,2020Q1,25.53,33.8,24.09,50.09
2476,2019Q4,25.7,33,25.06,52.14
2476,2019Q3,25.11,32.7,24.91,51.77
2476,2019Q2,24.9,32.6,24.68,51.44
2476,2019Q1,21.99,29.2,25.63,53.34
2476,2018Q4,23.12,31.1,24.63,51.33
2476,2018Q3,22.11,30.4,24.26,50.72
2476,2018Q2,24.54,32.6,24.24,50.65
2476,2018Q1,22.52,29.9,25.26,52.91
2476,2017Q4,22.33,30.3,24.84,51.31
2476,2017Q3,23.39,31.8,24.23,50.06
2476,2017Q2,22.46,32,23.13,47.77
2476,2017Q1,17.89,26.6,23.96,49.43
2476,2016Q4,19.66,27.9,24.64,50.78
2476,2016Q3,19.98,28.8,23.98,49.48
2476,2016Q2,18.47,27.2,23.91,49.36
2476,2016Q1,14.96,22.3,25.22,52.18
2476,2015Q4,16.24,24.1,24.81,51.15
2476,2015Q3,16.3,24.1,24.92,51.35
2476,2015Q2,17.88,26.7,23.67,49.14
2476,2015Q1,15.55,23.1,25.03,51.91
2476,2014Q4,16.37,24.1,25.02,51.69
2476,2014Q3,21.52,30.2,23.98,49.83
2476,2014Q2,17.4,24.1,19.48,54.82
2476,2014Q1,14.76,20.4,20.62,57.54
2476,2013Q4,15.38,21.2,20.26,57.2
2476,2013Q3,14.55,20.8,19.6,55.34
2476,2013Q2,16.89,23.3,19.5,55.49
2476,2013Q1,13.49,19.4,19.85,56.11
2476,2012Q4,13.5,20,19.23,54.12
2476,2012Q3,14.22,21.2,18.84,52.98
2476,2012Q2,15.45,23,18.35,51.79
2476,2012Q1,12.82,19.7,18.63,52.27
2476,2011Q4,13.03,19.8,18.66,52.67
2476,2011Q3,16.06,23.6,18.35,52.07
2476,2011Q2,15.57,24.4,17.02,48.17
2476,2011Q1,12.67,20,18.1,50.64
2476,2010Q4,12.53,20.1,17.78,49.73
2476,2010Q3,13.14,20.5,18.19,50.86
2476,2010Q2,15.11,23.3,17.79,49.73
2476,2010Q1,11.57,19,17.7,49.45
2476,2009Q4,10.43,17.8,17.26,48.25
2476,2009Q3,10.16,17.7,17.01,47.37
2476,2009Q2,11.73,20.1,17.22,46.56
2476,2009Q1,8.85,15.5,18.01,48.4
2476,2008Q4,10.97,18.8,17.55,47.37
2476,2008Q3,13.38,22.4,17.15,46.36
2476,2008Q2,14.59,25.6,17.82,42.31
2476,2008Q1,12.53,22.3,18.58,43.59
2476,2007Q4,16.5,27.5,18.79,43.56
2476,2007Q2,13.6,25.8,19.01,39.05
2476,2006Q4,13.94,28,17.73,35.78
2476,2006Q2,14.22,31.8,17.18,30.51
2476,2005Q4,16.22,36,16.36,28.86
2476,2005Q2,20.17,44.1,15.78,25.52
2476,2004Q4,21.94,47.3,15.06,24.4
2476,2003Q4,21.98,50.7,15.13,21.34
2476,2002Q4,17.32,45.3,15.73,20.95
2476,2001Q4,14.46,41.6,18.1,20.31
2476,2000Q4,4.88,23.8,20.07,15.63
2476,1999Q4,4.33,28.5,19.6,10.88
2476,1998Q4,3.44,25.9,19.82,9.82
2476,1997Q4,3.56,45.7,12.9,4.23
2476,1996Q4,3.23,47.4,14.34,3.59
