ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2545,2020,2019全年,20'06/09,20'08/03,36.3,20'08/25,17,20'08/26,,,,,1.2,0,1.2,0,0,0,1.2
1,2545,2019,2018全年,19'06/20,19'08/08,28.95,19'08/19,7,19'08/30,,,,,1.8,0,1.8,0,0,0,1.8
2,2545,2018,2017全年,18'06/12,18'08/01,26.45,18'10/03,45,18'08/31,,,,,0.5,1,1.5,0,0,0,1.5
3,2545,2017,2016全年,17'06/13,17'07/26,38.15,,,17'08/24,,,,,4.5,0,4.5,0,0,0,4.5
4,2545,2016,2015全年,16'06/03,16'07/20,36.25,16'08/11,17,16'08/11,,,,,0.2,1,1.2,0,0,0,1.2
5,2545,2015,2014全年,15'06/12,15'07/29,32.9,16'06/14,215,15'08/20,,,,,4,0,4,0,0,0,4
6,2545,2014,2013全年,14'06/06,14'07/09,40,14'12/03,103,,,,,,4,0,4,0,0,0,4
7,2545,2013,2012全年,13'05/24,13'06/27,71.6,,,,,,,,7.5,0,7.5,0,0,0,7.5
8,2545,2012,2011全年,12'05/29,12'06/29,59.8,12'08/17,35,,,,,,3,0,3,0,0,0,3
9,2545,2011,2010全年,11'06/23,11'07/11,78.6,11'07/11,1,,,,,,1.5,0,1.5,0,0,0,1.5
10,2545,2010,2009全年,10'06/09,10'07/26,48.1,10'07/28,3,,,,,,2.5,0,2.5,0,0,0,2.5
11,2545,2009,2008全年,09'06/10,,,,,,09'08/07,57.8,09'09/08,22,0,0,0,1.5,0,1.5,1.5
12,2545,2008,2007全年,08'06/13,08'09/15,23.85,09'04/16,145,,08'09/15,23.85,09'04/16,145,1,0,1,3,0,3,4
13,2545,2007,2006全年,07'06/21,07'07/12,81,07'07/13,2,,,,,,7,0,7,0,0,0,7
14,2545,2006,2005全年,06'06/09,06'08/21,62.3,06'11/21,65,,06'08/21,62.3,06'11/21,65,3,0,3,1,0,1,4
15,2545,2005,2004全年,05'06/10,05'08/02,21.65,05'09/06,24,,05'08/02,21.65,05'09/06,24,1,0,1,1.5,0.5,2,3
16,2545,2004,2003全年,04'05/05,,,,,,04'07/14,26.2,04'08/30,32,0,0,0,0.85,0.35,1.2,1.2
17,2545,2003,2002全年,03'05/23,03'08/25,10.75,03'08/26,2,,03'08/25,10.75,03'08/26,2,0.6,0,0.6,0,0.4,0.4,1
18,2545,2002,2001全年,02'06/20,,,,,,,,,,0,0,0,0,0,0,0
19,2545,2001,2000全年,01'05/18,01'06/26,,02'03/19,176,,01'06/26,,02'03/19,176,0.6,0,0.6,0,0.3,0.3,0.9
20,2545,2000,1999全年,00'04/19,00'06/22,,00'06/22,1,,00'06/22,,00'06/22,1,0.5,0,0.5,0.8,0.7,1.5,2
21,2545,1999,1998全年,99'03/03,,,,,,,,,,0,0,0,2,0,2,2
