ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2006,2020,2019全年,20'05/19,20'06/12,22.95,20'08/03,35,20'07/17,,,,,1.35,0,1.35,0,0,0,1.35
1,2006,2019,2018全年,19'06/18,19'07/16,22.45,20'03/04,153,19'08/16,,,,,1.2,0,1.2,0,0,0,1.2
2,2006,2018,2017全年,18'06/11,18'06/29,22.6,20'03/05,410,18'08/03,,,,,1.4,0,1.4,0,0,0,1.4
3,2006,2017,2016全年,17'06/16,17'08/04,23.9,17'12/27,102,17'09/08,,,,,1.3,0,1.3,0,0,0,1.3
4,2006,2016,2015全年,16'06/21,16'07/19,18.9,16'10/26,68,16'08/19,,,,,1.1,0,1.1,0,0,0,1.1
5,2006,2015,2014全年,15'06/25,15'07/22,21,16'11/15,325,15'08/27,,,,,1.3,0,1.3,0,0,0,1.3
6,2006,2014,2013全年,14'06/18,14'08/06,25,18'01/09,845,14'09/02,,,,,1.6,0,1.6,0,0,0,1.6
7,2006,2013,2012全年,13'06/25,13'07/23,26.55,18'01/15,1105,,,,,,1.3,0,1.3,0,0,0,1.3
8,2006,2012,2011全年,12'06/22,12'07/20,27.8,12'09/19,43,,,,,,1.6,0,1.6,0,0,0,1.6
9,2006,2011,2010全年,11'06/24,11'08/08,29.7,11'08/11,4,,,,,,1.2,0,1.2,0,0,0,1.2
10,2006,2010,2009全年,10'06/25,10'07/23,26.55,10'07/26,2,,,,,,1.02,0,1.02,0,0,0,1.02
11,2006,2009,2008全年,09'06/19,09'08/12,35.25,10'01/12,109,,09'08/12,35.25,10'01/12,109,1.5,0,1.5,0.3,0,0.3,1.8
12,2006,2008,2007全年,08'06/13,08'07/09,49.4,08'07/14,4,,,,,,3.2,0,3.2,0,0,0,3.2
13,2006,2007,2006全年,07'06/25,07'07/25,44.2,07'09/04,30,,,,,,3.1,0,3.1,0,0,0,3.1
14,2006,2006,2005全年,06'06/14,06'07/13,27.05,06'11/08,83,,,,,,2.59,0,2.59,0,0,0,2.59
15,2006,2005,2004全年,05'04/18,05'06/22,20.55,06'03/27,188,,05'06/22,20.55,06'03/27,188,1.5,0,1.5,1,0,1,2.5
16,2006,2004,2003全年,04'06/24,04'07/28,25,04'07/28,1,,04'09/01,27.8,04'09/01,1,0.7,0,0.7,0,0.3,0.3,1
17,2006,2003,2002全年,03'06/16,,,,,,03'08/07,11.5,03'08/19,9,0,0,0,0,0.5,0.5,0.5
18,2006,2002,2001全年,02'06/27,,,,,,02'08/19,,02'08/21,3,0,0,0,0,0.5,0.5,0.5
19,2006,2001,2000全年,,,,,,,,,,,0.19,0,0.19,0,0,0,0.19
20,2006,2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
21,2006,1999,1998全年,99'04/08,,,,,,,,,,0,0,0,0,0.5,0.5,0.5
22,2006,1998,1997全年,98'05/13,98'06/25,,00'02/18,441,,98'06/25,,00'02/18,441,0.5,0,0.5,0.5,0,0.5,1
23,2006,1997,1996全年,97'05/20,,,,,,97'06/21,29,97'07/02,9,0,0,0,0,0.5,0.5,0.5
24,2006,1996,1995全年,96'05/23,,,,,,96'07/08,28.2,96'12/03,119,0,0,0,0,1,1,1
25,2006,1995,1994全年,95'04/06,,,,,,95'06/17,,95'06/22,5,0,0,0,0.5,0.5,1,1
26,2006,1994,1993全年,94'04/08,,,,,,,,,,0.7,0,0.7,0,0.8,0.8,1.5
27,2006,1993,1992全年,93'04/27,93'05/11,47,93'05/11,1,,,,,,1,0,1,0,1.2,1.2,2.2
28,2006,1992,1991全年,92'05/14,92'05/29,52,92'05/29,1,,,,,,1,0,1,0,1.5,1.5,2.5
29,2006,1991,1990全年,91'08/27,,,,,,91'11/26,53,,,0,0,0,1.4,2.1,3.5,3.5
30,2006,1990,1989全年,90'05/17,,,,,,90'09/19,33,,,0,0,0,2,1.14,3.14,3.14
31,2006,1989,1988全年,89'04/24,,,,,,89'06/12,120,,,0,0,0,2,0.8,2.8,2.8
32,2006,1988,1987全年,,,,,,,,,,,0,0,0,2,0.4,2.4,2.4
33,2006,1987,1986全年,,,,,,,,,,,0,0,0,0,0.2,0.2,0.2
34,2006,1986,1985全年,,,,,,,,,,,0,0,0,0,0.5,0.5,0.5
35,2006,1985,1984全年,,,,,,,,,,,0,0,0,0,0.5,0.5,0.5
