ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2849,21Q1,32,15.8,16.35,13.6,15.65,-0.45,-2.8,17.1,5.93,0.19,0.87,0.03,-0.94,+0.02,+0.05,-0.87,59.1,-0.03,0.28,0,0,0
1,2849,20Q4,63,14.2,16.45,14,16.1,+1.8,+12.6,17.1,7.75,0.12,1.18,0.02,+3.85,+0.01,-0.14,+3.72,59.2,0,0.3,0,0,0
2,2849,20Q3,66,14.25,15.95,13.6,14.3,+0.05,+0.35,16.5,9.78,0.15,1.42,0.02,+0.9,+0.37,-0.14,+1.12,59,-0.04,0.31,0,0,0
3,2849,20Q2,60,13,15.1,12.85,14.25,+1.2,+9.2,17.2,7.81,0.13,1.11,0.02,-0.73,-0.02,-0.11,-0.86,58.9,+0.19,0.34,0,0,0
4,2849,20Q1,56,16,16.1,11.6,13.05,-2.85,-17.9,28.3,41,0.73,5.11,0.09,-0.91,+0.01,-0.37,-1.27,58.9,-0.31,0.15,0,0,2
5,2849,19Q4,64,14.8,16.7,14.8,15.9,+1.1,+7.43,12.8,6.83,0.11,1.07,0.02,,,,,59,+0.11,0.46,0,0,0
6,2849,19Q3,63,15.9,16.25,13.7,14.8,-0.9,-5.73,16.2,22.8,0.36,3.47,0.06,-8.61,0,-0.46,-9.08,58.9,+0.22,0.35,0,0,0
7,2849,19Q2,61,13.55,15.8,13.45,15.7,+2.2,+16.3,17.4,12.7,0.21,1.88,0.03,+1.33,0,+0.5,+1.83,59.4,-0.04,0.14,0,0,0
8,2849,19Q1,54,13,13.75,12.75,13.5,+0.55,+4.25,7.72,3.86,0.07,0.51,0.009,-0.57,0,-0.11,-0.68,59.3,-0.32,0.18,0,0,0
9,2849,18Q4,65,15.15,15.25,12.3,12.95,-2.2,-14.5,19.5,9.39,0.14,1.27,0.02,-0.98,0,-0.04,-1.02,59.3,-0.09,0.53,0,0,0
10,2849,18Q3,64,15.25,16.25,14.2,15.15,+1.25,+8.99,14.7,16.1,0.25,2.44,0.04,+0.3,+0.01,-0.01,+0.31,59.4,+0.29,0.62,0,0,0.8
11,2849,18Q2,60,13.75,14.2,13.3,13.9,+0.2,+1.46,6.57,14.2,0.24,1.93,0.03,+0.09,-0.01,+0.02,+0.1,59.4,+0.1,0.32,0,0,0
12,2849,18Q1,58,13.3,14,12.55,13.7,+0.4,+3.01,10.9,6.7,0.12,0.9,0.02,,,,,59.4,-0.34,0.22,0,0,0
13,2849,17Q4,62,12.55,13.7,12.5,13.3,+0.7,+5.56,9.52,5.15,0.08,0.68,0.01,-0.35,0,-0.01,-0.36,59.4,+0.07,0.56,0,0,0
14,2849,17Q3,66,13.3,13.5,12.35,12.6,-0.75,-5.62,8.61,4.22,0.06,0.54,0.008,,,,,59.4,-0.24,0.5,0,0,0
15,2849,17Q2,61,13.5,13.65,12.3,13.35,-0.15,-1.11,10,3.48,0.06,0.46,0.007,+0.34,0,+0.02,+0.36,59.4,-0.46,0.73,0,0,0
16,2849,17Q1,57,14.4,14.5,13.2,13.5,-1.05,-7.22,8.93,4.81,0.08,0.67,0.01,,,,,59.4,-3.73,1.19,-0.25,0,0
17,2849,16Q4,64,12.85,14.95,11.85,14.55,+1.7,+13.2,24.1,10.6,0.16,1.4,0.02,-1.5,-0.08,-0.04,-1.62,59.4,-0.51,4.92,+0.25,0.25,5.1
