ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2069,21Q1,25,18.25,18.65,15,15.15,-3,-16.5,20.1,2.76,0.11,0.47,0.02,-0.18,0,0,-0.18,0.4,-0.12,0.98,0,0,0
1,2069,20Q4,63,14.55,19.6,14.35,18.15,+3.15,+21,35,10.6,0.17,1.85,0.03,+0.41,0,+0.01,+0.43,0.5,-0.29,1.09,0,0,0
2,2069,20Q3,66,15.2,15.55,14,15,-0.45,-2.91,10,2.88,0.04,0.43,0.006,+0.14,0,0,+0.14,0.3,-0.42,1.38,0,0,0
3,2069,20Q2,60,13.8,16.8,13.4,15.45,+1.35,+9.57,24.1,5.24,0.09,0.8,0.01,+0.02,0,0,+0.02,0.4,+0.14,1.8,0,0,0.2
4,2069,20Q1,56,18.95,19.15,10.35,14.1,-4.65,-24.8,46.9,11.4,0.2,1.7,0.03,0,0,-0.01,-0.02,0.4,-1.53,1.65,-0.02,0,0.06
5,2069,19Q4,64,20.8,20.8,18.5,18.75,-2.05,-9.86,11.1,8.38,0.13,1.64,0.03,+0.32,0,+0.02,+0.34,0.4,-0.67,3.18,-0.15,0.02,0.6
6,2069,19Q3,63,24.7,25.2,19.8,20.8,-3.7,-15.1,22,17.2,0.27,3.87,0.06,+0.39,0,0,+0.4,0.6,-0.44,3.86,+0.14,0.16,4.3
7,2069,19Q2,61,27.1,27.1,23.2,24.5,-2.25,-8.41,14.6,27.5,0.45,6.91,0.11,-0.78,0,+0.1,-0.68,0.4,-0.39,4.29,-0.62,0.02,0.5
8,2069,19Q1,54,24.25,28.8,23.3,26.75,+2.6,+10.8,22.8,48.4,0.9,12.8,0.24,-0.14,0,-0.15,-0.29,0.6,+2.02,4.68,+0.37,0.65,13.8
9,2069,18Q4,65,23.7,25.2,21.95,24.15,+0.45,+1.9,13.7,27,0.42,6.45,0.1,+0.19,0,-0.08,+0.11,0.4,-0.5,2.66,+0.04,0.27,10.3
10,2069,18Q3,64,24.55,25.5,21.7,23.7,-1,-4.05,15.4,20,0.31,4.74,0.07,+0.01,0,0,+0.01,0.2,+0.26,3.17,+0.17,0.24,7.5
11,2069,18Q2,60,24.45,26.2,23.6,24.7,+0.45,+1.86,10.7,8.62,0.14,2.13,0.04,+0.04,0,0,+0.05,0.1,-0.66,2.9,-0.1,0.07,2.3
12,2069,18Q1,58,24.7,26,22.8,24.25,-0.3,-1.22,13,9.84,0.17,2.42,0.04,,,,,0.09,-0.24,3.56,+0.07,0.16,4.6
13,2069,17Q4,62,26,26.9,23.85,24.55,-1.45,-5.58,11.7,14.6,0.23,3.67,0.06,-0.05,0,-0.22,-0.26,0.2,-0.36,3.81,+0.07,0.1,2.5
14,2069,17Q3,66,27.3,29.1,23.15,26,-1.05,-3.88,22,49.3,0.75,13,0.2,,,,,0.2,-0.22,4.17,-0.18,0.03,0.7
15,2069,17Q2,61,28.8,31.3,24.85,27.05,-1.6,-5.58,22.5,22.1,0.36,6.01,0.1,-1,0,-0.42,-1.43,0.4,-0.37,4.38,+0.09,0.21,4.9
16,2069,17Q1,57,22.4,31.75,22.2,28.65,+6.35,+28.5,42.8,71.1,1.2,19.6,0.34,+1.48,0,-0.79,+0.69,1.2,+1.28,4.76,0,0.12,2.5
17,2069,16Q4,64,19,25.15,18.05,22.3,+3.65,+19.6,38.1,52.7,0.82,12.1,0.19,+0.03,0,+0.4,+0.42,0.04,+3.48,3.48,+0.15,0.15,4.3
18,2069,16Q3,62,17.5,20.2,17.2,18.65,+1.2,+6.88,17.2,10.5,0.17,1.95,0.03,0,-0.64,0,-0.64,0.2,0,0,0,0,0
19,2069,16Q2,61,18.1,20.45,17.4,17.45,-0.65,-3.59,16.9,8.28,0.14,1.56,0.03,-0.18,+0.64,0,+0.46,0.2,,,,,
20,2069,16Q1,8,21,21.6,17.9,18.1,+0.6,+3.43,21.1,9.43,1.2,1.89,0.24,,,,,0.2,,,,,
