ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2405,21Q1,25,13.45,13.5,10.9,11.35,-1.85,-14,19.7,68.9,2.8,8.32,0.33,,,,,,0,0,0,0,0
1,2405,20Q4,63,9,13.8,8.66,13.2,+4.21,+46.8,57.2,208,3.3,23.6,0.37,+1.96,0,0,+1.96,7.1,-0.15,0,0,0,0
2,2405,20Q3,66,9.92,10.6,8.86,8.99,-0.91,-9.19,17.6,83.4,1.3,7.97,0.12,-0.34,0,0,-0.34,6.5,-0.85,0.15,0,0,0
3,2405,20Q2,60,7.29,10.55,7.2,9.9,+2.7,+37.5,46.5,80.1,1.3,7.69,0.13,-0.44,0,0,-0.44,6.6,-0.66,1,0,0,0
4,2405,20Q1,56,12.2,12.9,6.08,7.2,-5,-41,55.9,81.6,1.5,8.22,0.15,+1.64,0,-0.01,+1.63,6.7,-3.94,1.67,0,0,0
5,2405,19Q4,64,11.65,13.15,11.45,12.2,+0.5,+4.27,14.5,104,1.6,12.9,0.2,-1.26,0,+0.01,-1.25,6.2,-3.06,5.61,0,0,0
6,2405,19Q3,63,12,13.9,11.1,11.7,-0.2,-1.68,23.5,96.2,1.5,12,0.19,+5.2,0,0,+5.2,6.6,-4.37,8.68,0,0,0
7,2405,19Q2,61,13.4,13.85,10.6,11.9,-1.4,-10.5,24.4,84.8,1.4,10.6,0.17,+9.19,0,+0.08,+9.26,6.1,-7.35,13,-1.12,0,0
8,2405,19Q1,54,11.3,14.6,10.95,13.3,+2.1,+18.8,32.6,277,5.1,36.6,0.68,+5.21,0,+0.07,+5.28,4.7,-1.85,20.4,-0.06,1.12,5.5
9,2405,18Q4,65,14.75,14.8,9.38,11.2,-3.55,-24.1,36.7,261,4,31,0.48,+9.93,0,-0.12,+9.81,4.9,-11.4,22.4,-1.32,1.18,5.3
10,2405,18Q3,64,16.8,17.25,11.85,14.75,-2,-11.9,32.2,477,7.5,70.4,1.1,-10.1,0,-0.02,-10.1,4.1,-7.38,33.8,+1.14,2.5,7.4
11,2405,18Q2,60,16.65,19.75,15.3,16.75,+0.2,+1.21,26.9,629,10.5,111,1.9,-3.18,0,-0.04,-3.22,4.8,-0.7,41.2,-2.89,1.36,3.3
12,2405,18Q1,58,20.3,22.95,16.3,16.55,-3.75,-18.5,32.8,957,16.5,194,3.3,-3.38,0,-0.02,-3.4,3.9,+1.21,41.9,-5.39,4.25,10.1
13,2405,17Q4,62,11.2,25.4,10.85,20.3,+9.2,+82.9,131,2183,35.2,412,6.7,-0.39,0,+0.01,-0.38,5.2,+9.42,40.8,+9.31,9.64,23.6
14,2405,17Q3,66,9.82,13.5,9.4,11.1,+1.36,+14,42.1,915,13.9,103,1.6,,,,,5.6,-3.72,31.4,-0.53,0.33,1.1
15,2405,17Q2,61,9.34,10.25,7.82,9.74,+0.4,+4.28,26,248,4.1,22.9,0.38,+0.35,0,+0.02,+0.37,5.7,+1.4,35.1,+0.65,0.86,2.4
16,2405,17Q1,57,8.16,11.5,8.11,9.34,+1.24,+15.3,41.9,536,9.4,52.1,0.91,+2.62,0,+0.01,+2.63,6.1,+8.6,33.7,-0.02,0.21,0.6
17,2405,16Q4,64,9.73,9.82,7.15,8.1,-1.6,-16.5,27.5,169,2.6,13.9,0.22,-5.37,0,+0.13,-5.24,6.6,-5.78,25.2,-0.25,0.23,0.9
