ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,1110,2020,2019全年,20'06/20,20'07/27,16.4,20'09/21,41,20'08/14,,,,,0.1,0,0.1,0,0,0,0.1
1,1110,2019,2018全年,19'06/20,19'07/18,16.8,19'08/02,12,19'08/09,,,,,0.1,0,0.1,0,0,0,0.1
2,1110,2018,2017全年,18'06/22,18'07/19,14,18'12/05,98,18'08/10,,,,,0.1,0,0.1,0,0,0,0.1
3,1110,2017,2016全年,17'06/23,17'07/20,15.1,17'07/20,1,17'08/11,,,,,0.1,0,0.1,0,0,0,0.1
4,1110,2016,2015全年,16'06/17,16'07/21,15.25,16'07/21,1,16'08/11,,,,,0.2,0,0.2,0,0,0,0.2
5,1110,2015,2014全年,15'06/18,15'07/23,13.7,15'07/23,1,15'08/11,,,,,0.2,0,0.2,0,0,0,0.2
6,1110,2014,2013全年,14'06/27,14'07/24,15.75,14'07/24,1,14'08/11,,,,,0.2,0,0.2,0,0,0,0.2
7,1110,2013,2012全年,13'06/24,13'07/22,15.1,13'07/22,1,,,,,,0.1,0,0.1,0,0,0,0.1
8,1110,2012,2011全年,12'06/18,12'07/24,11.55,12'07/24,1,,,,,,0.1,0,0.1,0,0,0,0.1
9,1110,2011,2010全年,11'06/29,11'07/28,12.6,11'07/29,2,,,,,,0.1,0,0.1,0,0,0,0.1
10,1110,2010,2009全年,10'06/25,10'07/22,11.3,10'07/23,2,,,,,,0.2,0,0.2,0,0,0,0.2
11,1110,2009,2008全年,09'06/19,,,,,,,,,,0,0,0,0,0,0,0
12,1110,2008,2007全年,08'06/13,08'07/09,10.5,08'07/09,1,,,,,,0.4,0,0.4,0,0,0,0.4
13,1110,2007,2006全年,07'06/15,07'07/18,14.5,07'07/18,1,,,,,,0.3,0,0.3,0,0,0,0.3
14,1110,2006,2005全年,06'06/16,06'07/18,6.52,06'09/27,52,,,,,,0.5,0,0.5,0,0,0,0.5
15,1110,2005,2004全年,05'06/10,05'07/07,6.67,06'04/20,194,,,,,,0.25,0,0.25,0,0,0,0.25
16,1110,2004,2003全年,04'06/11,,,,,,04'08/12,7.55,04'08/20,7,0,0,0,0.5,0,0.5,0.5
17,1110,2003,2002全年,03'06/02,03'06/20,6.8,03'10/13,80,,,,,,0.5,0,0.5,0,0,0,0.5
18,1110,2002,2001全年,02'06/14,,,,,,,,,,0,0,0,0,0,0,0
19,1110,2001,2000全年,01'05/18,,,,,,,,,,0,0,0,0,0,0,0
20,1110,2000,1999全年,00'05/22,00'06/22,,00'06/22,1,,00'08/23,,02'12/24,586,0.25,0,0.25,0,0.25,0.25,0.5
21,1110,1999,1998全年,99'05/28,99'06/23,,99'06/23,1,,,,,,0.4,0,0.4,0,0,0,0.4
22,1110,1998,1997全年,98'05/19,,,,,,,,,,0,0,0,0,1,1,1
23,1110,1997,1996全年,97'04/30,,,,,,97'07/07,,97'07/07,1,0,0,0,1.5,0,1.5,1.5
24,1110,1996,1995全年,96'04/27,96'05/22,,96'05/23,2,,96'07/25,,96'09/09,38,0.5,0,0.5,1,0,1,1.5
25,1110,1995,1994全年,95'04/29,95'05/25,31.5,96'12/31,465,,,,,,1.8,0,1.8,0,0,0,1.8
26,1110,1994,1993全年,,,,,,,,,,,2.05,0,2.05,0,0,0,2.05
27,1110,1993,1992全年,93'03/26,93'03/30,,,,,93'07/27,,,,1,0,1,1.32,0.18,1.5,2.5
28,1110,1992,1991全年,92'03/27,92'03/28,,,,,92'07/21,,,,0.4,0,0.4,1.8,0.2,2,2.4
