sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2388,2020Q2,54.54,58.9,6.84,38.06
2388,2020Q1,52.73,56.9,7.15,39.96
2388,2019Q4,52.94,57.1,7.16,39.73
2388,2019Q3,52.88,56.8,7.32,40.15
2388,2019Q2,50.44,56,7.36,39.66
2388,2019Q1,50.26,55.9,7.38,39.65
2388,2018Q4,45.46,53.9,7.22,38.84
2388,2018Q3,46.01,54.2,7.23,38.93
2388,2018Q2,46.92,54.3,7.35,39.5
2388,2018Q1,42.77,52.5,7.2,38.7
2388,2017Q4,41.86,52.4,7.07,38.01
2388,2017Q3,42.52,53.3,7.16,37.19
2388,2017Q2,48.82,57,7.07,36.82
2388,2017Q1,55.46,60.4,6.98,36.35
2388,2016Q4,59.49,60.7,7.42,38.59
2388,2016Q3,56.06,59.3,7.39,38.51
2388,2016Q2,53.25,57.4,7.58,39.51
2388,2016Q1,67.11,63,5.01,39.4
2388,2015Q4,65.65,62.4,5.03,39.56
2388,2015Q3,67.44,59.9,6.11,45.11
2388,2015Q2,65.38,71.6,2.27,25.92
2388,2015Q1,73.55,83.4,2.47,14.59
2388,2014Q4,74.88,80.2,3.25,18.47
2388,2014Q3,69.17,73.3,4.58,25.2
2388,2014Q2,69.07,70.5,5.32,28.91
2388,2014Q1,74.79,71.2,5.58,30.23
2388,2013Q4,68.08,66.6,6.36,34.1
2388,2013Q3,64.89,65.1,6.49,34.75
2388,2013Q2,57.36,61,6.86,36.6
2388,2013Q1,52.54,60.4,6.36,34.41
2388,2012Q4,46.94,50.1,8.81,46.67
2388,2012Q3,45.25,44.1,10.93,57.26
2388,2012Q2,44.3,39,6.69,69.39
2388,2012Q1,35.77,29.2,8.44,86.75
2388,2011Q4,45.82,33.8,8.76,89.59
2388,2011Q3,50.33,44.5,6.06,62.71
2388,2011Q2,51.12,39.9,7.52,77.09
2388,2011Q1,44.26,32.4,9.04,92.23
2388,2010Q4,43.55,32.9,8.68,88.69
2388,2010Q3,44.97,33.6,8.69,88.73
2388,2010Q2,61.36,42.5,8.11,82.86
2388,2010Q1,63.52,54.7,7.2,52.55
2388,2009Q4,61.67,50.5,8.38,60.57
2388,2009Q3,72.12,62,7.98,44.22
2388,2009Q2,68.55,55.9,3.95,53.98
2388,2009Q1,67.74,53.1,4.41,59.75
2388,2008Q4,71.44,53.8,4.55,61.45
2388,2008Q3,85.82,51.6,6.02,80.41
2388,2008Q2,77.09,46.8,6.59,87.73
2388,2008Q1,77.54,45,7.16,94.85
2388,2007Q4,88.58,46.7,7.62,101.1
2388,2007Q2,109.6,45,10.16,133.8
2388,2006Q4,111.5,42.8,11.36,149.2
2388,2006Q2,114.6,39.8,13.35,173.3
2388,2005Q4,124.9,43.9,12.21,159.9
2388,2005Q2,91.49,37.5,11.57,152.6
2388,2004Q4,113.3,41.6,12.66,159.1
2388,2003Q4,95.77,30,17.05,223.6
2388,2002Q4,124.3,33.4,20.43,248
2388,2001Q4,119,31.1,27.77,262.9
2388,2000Q4,96.76,31.2,36.96,213.2
2388,1999Q4,42.92,22.9,38.46,144.8
