sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1435,2020Q3,1.72,16.8,6.81,8.53
1435,2020Q2,1.71,16.2,7.04,8.83
1435,2020Q1,1.71,16.1,7.11,8.92
1435,2019Q4,1.69,15.7,7.23,9.06
1435,2019Q3,1.72,16.2,7.09,8.89
1435,2019Q2,1.7,15.9,7.14,8.95
1435,2019Q1,1.7,15.9,7.17,8.99
1435,2018Q4,1.69,16,7.06,8.85
1435,2018Q3,1.81,16.8,7.14,8.96
1435,2018Q2,1.73,16,7.23,9.06
1435,2018Q1,1.71,16,7.17,8.98
1435,2017Q4,1.69,15.3,7.47,9.36
1435,2017Q3,1.73,15.5,7.52,9.43
1435,2017Q2,1.72,15.5,7.48,9.38
1435,2017Q1,1.71,15.5,7.45,9.34
1435,2016Q4,1.7,15.4,7.46,9.36
1435,2016Q3,1.76,15.8,7.46,9.35
1435,2016Q2,1.75,15.8,7.46,9.35
1435,2016Q1,1.73,15.6,7.46,9.35
1435,2015Q4,1.72,15.4,7.51,9.42
1435,2015Q3,1.71,15.3,7.55,9.46
1435,2015Q2,1.7,15.2,7.54,9.45
1435,2015Q1,1.73,15.4,7.55,9.46
1435,2014Q4,1.7,15.3,7.54,9.45
1435,2014Q3,1.7,15.2,7.56,9.48
1435,2014Q2,1.7,15.2,7.55,9.47
1435,2014Q1,1.7,15.2,7.55,9.47
1435,2013Q4,1.7,15.2,7.55,9.47
1435,2013Q3,1.69,15,7.62,9.56
1435,2013Q2,1.71,15.2,7.62,9.55
1435,2013Q1,1.71,15.2,7.63,9.57
1435,2012Q4,1.73,15.3,7.64,9.58
1435,2012Q3,1.72,15.1,7.71,9.67
1435,2012Q2,1.69,14.8,7.74,9.71
1435,2012Q1,1.69,15,7.63,9.56
1435,2011Q4,1.69,15,7.64,9.57
1435,2011Q3,1.68,14.8,7.73,9.69
1435,2011Q2,1.69,14.9,7.69,9.64
1435,2011Q1,1.69,14.9,7.65,9.59
1435,2010Q4,1.7,15,7.67,9.61
1435,2010Q3,1.7,14.3,8.13,10.19
1435,2010Q2,1.7,14.2,8.2,10.28
1435,2010Q1,6.07,49.2,5,6.27
1435,2009Q4,6.05,49,5.03,6.31
1435,2009Q3,6.01,48,5.19,6.51
1435,2009Q2,5.99,47.7,5.23,6.56
1435,2009Q1,5.96,49.2,5.5,6.15
1435,2008Q4,6.7,52,5.52,6.17
1435,2008Q3,6.03,49,5.62,6.28
1435,2008Q2,6.14,49.5,5.62,6.27
1435,2008Q1,6.09,49.7,5.55,6.16
1435,2007Q4,5.99,49.3,5.56,6.18
1435,2007Q2,5.93,48.5,5.66,6.31
1435,2006Q4,6.46,52.6,5.2,5.81
1435,2006Q2,7.08,37.4,10.27,11.86
1435,2005Q4,8.05,40.9,10.01,11.65
1435,2005Q2,8.51,41.5,10.24,11.99
1435,2004Q4,10.91,50.6,9.05,10.66
1435,2003Q4,11.05,50.3,7.8,10.92
1435,2002Q4,12.11,54,7.36,10.3
1435,2001Q4,11.17,46.8,10.6,12.7
1435,2000Q4,7.67,35,10.17,14.23
1435,1997Q4,5.83,28,11.91,15.01
1435,1996Q4,6.48,32.1,11.01,13.7
1435,1995Q4,4.91,26.3,10.9,13.73
1435,1994Q4,6,30.3,11.6,13.78
