sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1526,2020Q3,6.03,35.3,18.39,11.03
1526,2020Q2,6.25,37.3,17.51,10.51
1526,2020Q1,6.11,37.4,17.06,10.24
1526,2019Q4,6.2,38.2,16.7,10.02
1526,2019Q3,6.95,41.5,16.33,9.8
1526,2019Q2,7.06,42,16.23,9.74
1526,2019Q1,7.7,43.5,16.68,10.01
1526,2018Q4,7.51,43.2,16.44,9.87
1526,2018Q3,11.28,58.4,16.05,8.02
1526,2018Q2,11.39,59.6,15.41,7.71
1526,2018Q1,11.99,60.4,15.72,7.86
1526,2017Q4,14.03,64.9,15.19,7.6
1526,2017Q3,11.4,60.8,14.71,7.35
1526,2017Q2,10.73,61.9,13.2,6.6
1526,2017Q1,7.76,55,12.71,6.35
1526,2016Q4,7.61,53.3,13.35,6.68
1526,2016Q3,7.46,54.1,12.63,6.31
1526,2016Q2,7.17,53.2,12.6,6.3
1526,2016Q1,6.9,52.9,12.27,6.14
1526,2015Q4,7.06,53.9,12.06,6.03
1526,2015Q3,7.53,55.1,12.27,6.14
1526,2015Q2,7.2,56.2,11.22,5.61
1526,2015Q1,5.93,52.3,10.84,5.42
1526,2014Q4,5.07,48.5,10.76,5.38
1526,2014Q3,4.77,47.8,10.42,5.21
1526,2014Q2,4.7,48.1,10.16,5.08
1526,2014Q1,5.01,50.3,9.91,4.95
1526,2013Q4,5.28,52.2,9.65,4.83
1526,2013Q3,5.08,51.9,9.42,4.71
1526,2013Q2,5.03,52,9.3,4.65
1526,2013Q1,5.47,54.6,9.1,4.55
1526,2012Q4,5.39,54.8,8.82,4.44
1526,2012Q3,5.38,55.2,8.72,4.38
1526,2012Q2,5.61,56.4,8.64,4.34
1526,2012Q1,5.35,55.5,8.55,4.29
1526,2011Q4,5.22,55,8.55,4.28
1526,2011Q3,4.88,52.6,8.8,4.4
1526,2011Q2,4.84,53.5,8.42,4.21
1526,2011Q1,5.06,55.5,8.12,4.06
1526,2010Q4,4.91,55.1,8,4
1526,2010Q3,4.81,54.3,8.09,4.05
1526,2010Q2,4.71,54,6.38,4.01
1526,2010Q1,4.48,52.7,6.39,4.02
1526,2009Q4,4.42,52.7,6.31,3.97
1526,2009Q3,4.38,52.8,6.23,3.92
1526,2009Q2,4.62,53.8,6.31,3.97
1526,2009Q1,4.91,54.5,6.51,4.09
1526,2008Q4,5.2,55.5,6.64,4.18
1526,2008Q3,5.64,57.5,6.63,4.17
1526,2008Q2,5.07,55.2,6.54,4.11
1526,2008Q1,5.03,55.5,6.42,4.04
1526,2007Q4,5.13,56,6.42,4.04
1526,2007Q2,5.72,59.7,6.15,3.87
1526,2006Q4,5.39,55.4,5.51,4.35
1526,2006Q2,6.29,63.1,6.54,3.67
1526,2005Q4,5.92,59.4,7.21,4.05
1526,2005Q2,6.26,56.9,6.01,4.74
1526,2004Q4,6.37,53,7.17,5.65
1526,2003Q4,8.66,56.9,8.3,6.55
