ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2330,2021,2020Q4,,,,,,,,,,,2.5,0,2.5,0,0,0,2.5
1,2330,2021,2020Q3,,21'03/17即將除息,,,,21'04/15即將發放,,,,,2.5,0,2.5,0,0,0,2.5
2,2330,2020,2020Q2,,20'12/17,510,20'12/17,1,21'01/14,,,,,2.5,0,2.5,0,0,0,2.5
3,2330,2020,2020Q1,,20'09/17,455.5,20'10/12,15,20'10/15,,,,,2.5,0,2.5,0,0,0,2.5
4,2330,2020,2019Q4,,20'06/18,312.5,20'06/18,1,20'07/16,,,,,2.5,0,2.5,0,0,0,2.5
5,2330,2020,2019Q3,,20'03/19,257.5,20'03/20,2,20'04/16,,,,,2.5,0,2.5,0,0,0,2.5
6,2330,2019,2019Q2,,19'12/19,342,20'01/03,11,20'01/16,,,,,2.5,0,2.5,0,0,0,2.5
7,2330,2019,2019Q1,,19'09/19,265,19'09/19,1,19'10/17,,,,,2,0,2,0,0,0,2
8,2330,2019,2018全年,19'06/05,19'06/24,240.5,19'07/01,6,19'07/18,,,,,8,0,8,0,0,0,8
9,2330,2018,2017全年,18'06/05,18'06/25,219.5,18'07/20,20,18'07/19,,,,,8,0,8,0,0,0,8
10,2330,2017,2016全年,17'06/08,17'06/26,210,17'08/08,32,17'07/20,,,,,7,0,7,0,0,0,7
11,2330,2016,2015全年,16'06/07,16'06/27,153,16'06/29,3,16'07/21,,,,,6,0,6,0,0,0,6
12,2330,2015,2014全年,15'06/09,15'06/29,141.5,16'02/03,154,15'07/23,,,,,4.5,0,4.5,0,0,0,4.5
13,2330,2014,2013全年,14'06/24,14'07/14,133.5,14'11/19,90,,,,,,3,0,3,0,0,0,3
14,2330,2013,2012全年,13'06/11,13'07/03,107,13'07/12,8,,,,,,3,0,3,0,0,0,3
15,2330,2012,2011全年,12'06/12,12'07/04,81.2,12'09/11,49,,,,,,3,0,3,0,0,0,3
16,2330,2011,2010全年,11'06/09,11'06/29,69.5,11'07/01,3,,,,,,3,0,3,0,0,0,3
17,2330,2010,2009全年,10'06/15,10'07/06,58.4,10'07/20,11,,,,,,3,0,3,0,0,0,3
18,2330,2009,2008全年,09'06/10,09'07/15,52.5,09'07/23,7,,09'07/15,52.5,09'07/23,7,3,0,3,0.02,0.03,0.05,3.05
19,2330,2008,2007全年,08'06/13,08'07/16,53.6,08'07/18,3,,08'07/16,53.6,08'07/18,3,3.03,0,3.03,0.02,0.03,0.05,3.08
20,2330,2007,2006全年,07'05/07,07'06/08,64.7,07'06/21,8,,07'06/08,64.7,07'06/21,8,3,0,3,0.02,0.03,0.05,3.05
21,2330,2006,2005全年,06'05/16,06'06/20,54.6,06'08/17,43,,06'06/20,54.6,06'08/17,43,2.5,0,2.5,0.15,0.15,0.3,2.8
22,2330,2005,2004全年,05'05/10,05'06/13,52.9,05'11/21,112,,05'06/13,52.9,05'11/21,112,2,0,2,0.5,0,0.5,2.5
23,2330,2004,2003全年,04'05/11,04'06/14,,04'11/18,109,,04'06/14,43.3,04'11/18,109,0.6,0,0.6,1.41,0,1.41,2.01
24,2330,2003,2002全年,03'06/03,,,,,,03'07/07,57,03'07/08,2,0,0,0,0.8,0,0.8,0.8
25,2330,2002,2001全年,02'05/07,,,,,,02'06/19,68.29,11'01/17,2141,0,0,0,1,0,1,1
26,2330,2001,2000全年,01'05/15,,,,,,01'06/26,59.5,01'12/06,112,0,0,0,4,0,4,4
27,2330,2000,1999全年,00'04/14,,,,,,00'05/15,142.21,16'09/07,4062,0,0,0,2.56,0.24,2.8,2.8
28,2330,1999,1998全年,99'05/11,,,,,,99'06/15,110.69,99'09/01,60,0,0,0,2.3,0,2.3,2.3
29,2330,1998,1997全年,98'05/12,,,,,,98'06/15,68.71,99'03/17,203,0,0,0,4.5,0,4.5,4.5
30,2330,1997,1996全年,97'05/13,,,,,,97'06/12,85.11,97'07/11,25,0,0,0,5,0,5,5
31,2330,1996,1995全年,96'04/08,,,,,,96'05/04,56.89,97'05/08,292,0,0,0,8,0,8,8
32,2330,1995,1994全年,95'05/12,,,,,,95'06/15,103.23,00'01/17,1282,0,0,0,8,0,8,8
33,2330,1994,1993全年,94'04/21,94'06/29,,,,,94'06/29,,,,1,0,1,2.48,0,2.48,3.48
34,2330,1993,1992全年,93'05/19,,,,,,93'08/02,,,,0,0,0,1.04,0,1.04,1.04
35,2330,1992,1991全年,92'05/19,92'06/25,,,,,92'11/25,,,,0.1,0,0.1,0.4,0,0.4,0.5
