sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2841,2020Q3,183.7,49.6,24.53,186.7
2841,2020Q2,183.4,49,25.03,190.5
2841,2020Q1,181.3,48,25.76,196.1
2841,2019Q4,178.6,47.5,26.06,197.7
2841,2019Q3,177.4,47.5,25.48,195.7
2841,2019Q2,177.7,47.8,25.61,194.4
2841,2019Q1,177.4,47.8,25.72,193.8
2841,2018Q4,169,47.4,25.17,187.2
2841,2018Q3,167.3,47.7,24.85,183.4
2841,2018Q2,171.8,48.4,25.14,183.3
2841,2018Q1,164.5,47.2,24.57,183.9
2841,2017Q4,168.8,48,24.63,183.1
2841,2017Q3,164.4,47.7,24.28,180.6
2841,2017Q2,158.8,46.6,24.27,182.1
2841,2017Q1,162.1,47.4,23.81,179.8
2841,2016Q4,152.8,46,23.81,179.3
2841,2016Q3,142.2,44.3,23.7,178.5
2841,2016Q2,141.9,44,24.89,180.8
2841,2016Q1,127.6,41.8,24.97,178
2841,2015Q4,131,42.9,25.52,174.4
2841,2015Q3,129.6,45,22.57,158.2
2841,2015Q2,124.6,44.3,24.48,156.4
2841,2015Q1,123.5,44.4,24.59,154.5
2841,2014Q4,118.6,43,24.57,157.4
2841,2014Q3,121,53.5,16.54,105.2
2841,2014Q2,108,50.7,16.87,104.8
2841,2014Q1,109.6,50.6,17.16,106.9
2841,2013Q4,105.4,49.7,12.5,106.8
2841,2013Q3,107.8,55.6,11.85,86.19
2841,2013Q2,116.4,58.3,11.38,83.24
2841,2013Q1,132.3,66.2,10.93,67.43
2841,2012Q4,131.5,66.1,11.13,67.35
2841,2012Q3,122.8,65.7,11.26,64.14
2841,2012Q2,116.9,64.2,11.41,65.05
2841,2012Q1,98.24,59.9,11.35,65.67
2841,2011Q4,98.6,59,11.53,68.6
2841,2011Q3,92.19,60.5,11.39,60.3
2841,2011Q2,98.94,64.6,13.18,54.12
2841,2011Q1,96.02,66.1,12.01,49.31
2841,2010Q4,96.49,65.7,12.28,50.4
2841,2010Q3,100.9,68.1,11.5,47.21
2841,2010Q2,106.7,70.4,11.79,44.87
2841,2010Q1,102,69.6,11.7,44.49
2841,2009Q4,105.5,72.2,11.68,40.67
2841,2009Q3,107.4,76.4,11.06,33.19
2841,2009Q2,112.3,78.2,10.99,31.4
2841,2009Q1,113.1,77.9,11.22,32.06
2841,2008Q4,113.6,77.2,11.5,33.61
2841,2008Q3,101.8,76.5,10.42,31.27
2841,2008Q2,108.4,77.9,10.26,30.77
2841,2008Q1,126.5,80.8,10.03,30.1
2841,2007Q4,145.6,83.8,9.38,28.13
2841,2007Q2,149.4,86.3,7.9,23.7
2841,2006Q4,197.9,90.9,6.61,19.84
2841,2006Q2,238.4,90.3,8.58,25.74
