sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2330,2020Q2,7275,29.7,66.35,17212
2330,2020Q1,6663,28.4,64.64,16770
2330,2019Q4,6427,28.4,62.53,16221
2330,2019Q3,5467,25.6,61.2,15875
2330,2019Q2,6849,30.6,59.92,15544
2330,2019Q1,4439,20.3,67.21,17435
2330,2018Q4,4126,19.7,64.67,16775
2330,2018Q3,3941,20,60.75,15758
2330,2018Q2,5628,27.4,57.46,14906
2330,2018Q1,4426,21.6,61.93,16066
2330,2017Q4,4691,23.6,58.7,15228
2330,2017Q3,4100,22.3,55.18,14314
2330,2017Q2,6441,32.4,51.74,13424
2330,2017Q1,4784,24.7,56.13,14563
2330,2016Q4,4964,26.3,53.58,13901
2330,2016Q3,4348,25.3,49.48,12839
2330,2016Q2,6072,33.6,46.14,11973
2330,2016Q1,4456,25.8,49.36,12809
2330,2015Q4,4349,26.2,47.11,12226
2330,2015Q3,4252,27,44.39,11510
2330,2015Q2,5422,33.7,41.13,10666
2330,2015Q1,4330,27.8,43.34,11239
2330,2014Q4,4487,30,40.32,10463
2330,2014Q3,3927,29.1,36.89,9572
2330,2014Q2,4673,34.7,33.81,8777
2330,2014Q1,4000,30.8,34.62,8987
2330,2013Q4,4153,32.9,32.69,8478
2330,2013Q3,3734,31.7,31,8042
2330,2013Q2,4236,36.2,28.77,7462
2330,2013Q1,2930,27.6,29.55,7686
2330,2012Q4,2383,24.8,27.9,7231
2330,2012Q3,2107,23.8,26.02,6751
2330,2012Q2,2627,29.5,24.21,6279
2330,2012Q1,1761,21,25.5,6614
2330,2011Q4,1422,18.4,24.29,6320
2330,2011Q3,1335,18.2,23.1,6011
2330,2011Q2,2155,27.5,21.76,5684
2330,2011Q1,1377,18.4,23.45,6124
2330,2010Q4,1402,19.5,22.16,5787
2330,2010Q3,1266,19,20.71,5409
2330,2010Q2,1839,27,19.02,4969
2330,2010Q1,945.2,15.1,20.39,5323
2330,2009Q4,956.5,16.1,19.11,4990
2330,2009Q3,752.7,13.9,17.87,4666
2330,2009Q2,1502,25.6,16.93,4374
2330,2009Q1,674.6,12.2,18.79,4853
2330,2008Q4,785.4,14.1,18.59,4804
2330,2008Q3,841.8,15.3,18.03,4658
2330,2008Q2,1685,27.4,17.46,4467
2330,2008Q1,840.7,14.1,19.9,5130
2330,2007Q4,801.8,14,19.03,4907
2330,2007Q3,817.9,13.9,18.99,5046
2330,2007Q2,1636,25.7,17.84,4739
2330,2007Q1,770.3,12.7,20.49,5317
2330,2006Q4,783.5,13.3,19.69,5091
2330,2006Q2,1462,24.6,17.33,4475
2330,2005Q4,732.7,14.1,18.04,4462
2330,2005Q2,1265,24.7,15.57,3849
2330,2004Q4,1004,20.1,17.19,3990
2330,2003Q4,781,19.2,16.24,3293
2330,2002Q4,945.9,24.2,14.85,2959
2330,2001Q4,892.1,24.3,15.29,2773
2330,2000Q4,1091,29.4,20.15,2618
2330,1999Q4,828.6,35.2,15.74,1526
2330,1998Q4,566.9,40.3,13.9,840.7
2330,1997Q4,551.9,44.3,17,694.1
2330,1996Q4,267.7,33.9,19.63,521.1
2330,1995Q4,147.2,30.5,23.34,335.8
