ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2419,21Q1,25,24.55,27.1,21.9,22.5,-1.95,-7.98,21.3,45.7,1.8,11.3,0.45,,,,,,+0.11,5.42,-0.02,0,0.07
1,2419,20Q4,63,20.7,27.5,19.85,24.45,+3.75,+18.1,37,156,2.5,38.3,0.61,-5.93,0,+0.4,-5.53,2.9,+1.84,5.31,+0.02,0.02,0.4
2,2419,20Q3,66,22.3,24,19.6,20.7,-1.6,-7.17,19.7,40.5,0.61,9.03,0.14,+0.14,0,-0.1,+0.04,4.6,-1.01,3.48,-0.03,0.01,0.2
3,2419,20Q2,60,17.6,23.95,17.4,22.3,+4.7,+26.7,37.2,61.9,1,13.1,0.22,+0.27,-0.04,+0.03,+0.26,4.8,-1.35,4.49,+0.02,0.04,0.8
4,2419,20Q1,56,28.05,28.7,14.7,17.6,-10.4,-37.1,50,98.7,1.8,22.8,0.41,+2.58,+0.04,-0.19,+2.43,11,-1,5.84,-10.8,0.01,0.2
5,2419,19Q4,64,19.3,29.45,18.15,28,+8.9,+46.6,59.2,191,3,51.2,0.8,+5.06,0,-0.04,+5.01,10.5,-0.36,6.84,+10.8,10.8,157.5
6,2419,19Q3,63,20.75,21.35,18.3,19.1,-1.45,-7.06,14.8,43,0.68,8.66,0.14,-0.54,0,-0.1,-0.64,10.9,-0.81,7.19,-0.09,0,0.04
7,2419,19Q2,61,21.6,22.3,20,20.55,-0.95,-4.42,10.7,72.6,1.2,15.4,0.25,+4.71,-0.01,+0.04,+4.73,10.9,-1.43,8.01,-0.66,0.09,1.2
8,2419,19Q1,54,19.2,22.8,19.05,21.5,+2.3,+12,19.5,93.3,1.7,19.9,0.37,-3.6,+0.01,-0.15,-3.74,9.1,+1.89,9.43,-0.01,0.76,8
9,2419,18Q4,65,21.25,21.65,15,19.2,-2.05,-9.65,31.3,69.4,1.1,13.5,0.21,+0.68,0,0,+0.68,10.4,-5.74,7.54,+0.33,0.77,10.2
10,2419,18Q3,57,21.85,23.5,19.85,21.25,-0.6,-2.75,16.7,93.4,1.6,20.3,0.36,-1.41,-0.03,+0.28,-1.16,10.1,-1.97,13.3,+0.16,0.44,3.3
11,2419,18Q2,60,21.85,23.25,20.4,21.85,+0.05,+0.23,13.1,147,2.5,32.4,0.54,-3.42,+0.04,-0.2,-3.58,10.9,-1.76,17.7,-1.79,0.29,1.6
12,2419,18Q1,58,21.5,22.45,18.4,21.8,+0.3,+1.4,18.8,131,2.3,27.9,0.48,+0.01,0,+0.46,+0.47,13.4,-3.81,19.4,-1.88,2.07,10.7
13,2419,17Q4,62,22.4,24.9,20.75,21.5,-0.8,-3.59,18.6,390,6.3,89.2,1.4,+7.95,0,-0.48,+7.47,14.7,+2.05,23.2,+0.18,3.96,17
14,2419,17Q3,66,23.35,23.7,19.15,22.3,-1,-4.29,19.5,278,4.2,61.3,0.93,+14.1,-0.26,-1.58,+12.3,9.9,-3.81,21.2,+3.39,3.77,17.8
15,2419,17Q2,61,23.5,24.35,20.9,23.3,-0.2,-0.85,14.7,281,4.6,63.8,1,+1.01,-0.76,-0.64,-0.39,4.2,-4.89,25,-3,0.38,1.5
16,2419,17Q1,57,20.35,24.8,19.4,23.5,+3.3,+16.3,26.7,359,6.3,78.9,1.4,-11.5,-5,-0.49,-17,3.9,+5.25,29.9,+2.36,3.38,11.3
17,2419,16Q4,64,21.5,21.6,18.8,20.2,-1.15,-5.39,13.1,180,2.8,36.5,0.57,-12.7,-9.89,+0.71,-21.9,10.6,+0.05,24.7,-0.82,1.02,4.1
18,2419,16Q3,62,21.9,22.65,19.1,21.35,-0.5,-2.29,16.2,377,6.1,79.8,1.3,-16.7,-0.29,-1.77,-18.8,14.8,+1.11,24.6,+0.45,1.84,7.5
19,2419,16Q2,61,20.7,23.45,17.1,21.85,+1.1,+5.3,30.6,388,6.4,79.9,1.3,+17.7,-12.6,-1.68,+3.43,20.7,-0.33,23.5,-0.03,1.39,5.9
20,2419,16Q1,57,16.6,25.7,14.65,20.75,+4.8,+30.1,69.3,837,14.7,181,3.2,+16,+28.8,+3.84,+48.6,13,+8.68,23.8,-0.22,1.42,6
21,2419,15Q4,65,13,15.95,12.95,15.95,+2.95,+22.7,23.1,112,1.7,16.2,0.25,+4.91,+0.02,-0.27,+4.67,5.9,-1.06,15.2,+1.62,1.65,10.8
22,2419,15Q3,63,13.45,13.95,9.32,13,-0.3,-2.26,34.8,58.9,0.94,7.12,0.11,+2.71,0,-0.01,+2.7,3.8,-9.94,16.3,-0.03,0.03,0.2
23,2419,15Q2,61,16.5,17.25,12.3,13.3,-3.2,-19.4,30,96.7,1.6,15.3,0.25,+1.1,0,-0.13,+0.97,2.4,-9.59,26.2,-0.13,0.06,0.2
24,2419,15Q1,55,16.6,17.55,15.4,16.5,-0.1,-0.6,13,173,3.1,29,0.53,+4.68,-2.02,+0.14,+2.8,3.7,+4,35.8,-0.72,0.19,0.5
25,2419,14Q4,66,16,17,12.8,16.6,+0.5,+3.11,26.1,163,2.5,24.9,0.38,-0.25,-1.22,+0.01,-1.46,2.6,-1.73,31.8,+0.73,0.91,2.9
26,2419,14Q3,64,20.3,20.9,15.95,16.1,-4.1,-20.3,24.5,151,2.4,28.1,0.44,-4.67,0,-0.28,-4.95,2,+1.41,33.5,-0.7,0.18,0.5
27,2419,14Q2,62,20.9,22.05,16.4,20.2,-0.4,-1.94,27.4,368,5.9,72.3,1.2,-3.35,-13.3,0,-16.6,2,+5.03,32.1,-0.92,0.88,2.7
28,2419,14Q1,56,15.5,22.7,15.45,20.6,+5.1,+32.9,46.8,544,9.7,109,2,-4.54,+15.2,-0.07,+10.6,3.3,+13.4,27.1,+1.77,1.8,6.6
29,2419,13Q4,65,15.9,16.85,15.05,15.5,-0.4,-2.52,11.3,104,1.6,16.4,0.25,+1.17,+1.1,+0.18,+2.45,5.6,+1.42,13.7,-0.04,0.03,0.2
30,2419,13Q3,64,16.9,17.8,15.05,15.9,-0.8,-4.79,16.5,115,1.8,19.1,0.3,+3.54,-0.31,-0.16,+3.08,5.1,-1.47,12.3,-0.39,0.08,0.6
31,2419,13Q2,61,16.35,17.3,15.7,16.7,+0.35,+2.14,9.79,113,1.9,18.6,0.3,+0.13,+0.02,+0.1,+0.24,3.4,-1.13,13.7,-0.81,0.46,3.4
32,2419,13Q1,56,15.5,16.9,15.1,16.35,+1,+6.51,11.7,103,1.8,16.5,0.29,+0.12,+0.35,0,+0.47,4,-1.4,14.9,+0.92,1.27,8.6
33,2419,12Q4,65,16.85,17.1,13.05,15.35,-1.5,-8.9,24,82.4,1.3,12.5,0.19,+1.06,-1.59,0,-0.53,3.9,-1.56,16.3,+0.29,0.78,4.8
34,2419,12Q3,64,17.3,19.25,16.15,16.85,-0.3,-1.75,18.1,166,2.6,28.7,0.45,+0.05,-2.1,+0.22,-1.84,3.1,+4.57,17.8,0,0.5,2.8
35,2419,12Q2,63,17.9,18.3,15.6,17.15,-0.75,-4.19,15.1,92.1,1.5,15.8,0.25,-0.42,+0.3,-0.67,-0.79,3.2,-2.12,13.3,-3.7,0.5,3.8
36,2419,12Q1,58,11.65,18.5,11.15,17.9,+6.5,+57,64.5,143,2.5,23,0.4,+1.61,+3.4,-1.19,+3.82,3.6,+4.73,15.4,+4.2,4.2,27.3
37,2419,11Q4,64,18.7,19.15,10,11.4,-7.6,-40,48.2,53.4,0.83,8.27,0.13,+1.15,0,0,+1.15,2.8,-6.34,10.7,-0.16,0.02,0.2
38,2419,11Q3,65,19.75,20.1,16.1,19,-0.5,-2.56,20.5,59.9,0.92,11.2,0.17,-1.93,-0.4,0,-2.33,2,-2.84,17,+0.06,0.18,1.1
