sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2328,2020Q3,77.38,38.5,20.98,123.6
2328,2020Q2,88.67,43,19.88,117.4
2328,2020Q1,79.88,39.8,20.35,120.8
2328,2019Q4,91.1,42,21.14,125.8
2328,2019Q3,92.08,42.6,20.8,123.8
2328,2019Q2,85.97,41.4,20.47,121.7
2328,2019Q1,80.54,38.5,21.73,128.7
2328,2018Q4,105.6,45.8,21.09,125.1
2328,2018Q3,93.41,43.3,20.71,122.5
2328,2018Q2,87.05,41.9,20.42,120.8
2328,2018Q1,70.33,36.2,20.89,123.8
2328,2017Q4,85.96,41.8,20.28,119.9
2328,2017Q3,76.79,39.3,20.23,118.5
2328,2017Q2,72.15,38.2,19.94,116.8
2328,2017Q1,57.83,33.7,19.38,113.8
2328,2016Q4,71.24,38,19.77,116.1
2328,2016Q3,66.08,37,19.45,112.3
2328,2016Q2,64.49,35.9,19.87,115
2328,2016Q1,50.24,30.8,19.28,113.1
2328,2015Q4,74.59,39.7,19.33,113.2
2328,2015Q3,70.56,38.9,19.27,110.8
2328,2015Q2,61.85,35.4,19.39,112.9
2328,2015Q1,60.7,34.2,19.75,116.6
2328,2014Q4,73.44,38.1,20.24,119.5
2328,2014Q3,63.91,35.7,19.35,115.2
2328,2014Q2,61.17,35.2,19.02,112.6
2328,2014Q1,68.55,37.6,19.17,113.6
2328,2013Q4,79.59,41.2,19.36,113.8
2328,2013Q3,81.42,41.6,19.46,114.2
2328,2013Q2,71.75,38.4,19.96,115.3
2328,2013Q1,67.64,36.1,20.74,120
2328,2012Q4,80.26,41.3,19.73,114.2
2328,2012Q3,82.59,43.7,18.33,106.6
2328,2012Q2,83.02,43.7,18.59,107.2
2328,2012Q1,82.17,43.1,18.7,108.6
2328,2011Q4,54.05,33.4,18.55,107.6
2328,2011Q3,60.89,36.3,18.53,107
2328,2011Q2,53.89,32,20.34,114.3
2328,2011Q1,53.86,29.7,22.8,127.4
2328,2010Q4,52.4,27.8,24.67,136.2
2328,2010Q3,57.44,28.9,25.66,141.4
2328,2010Q2,55.28,29.6,24.6,131.6
2328,2010Q1,48.52,24.8,27.72,147.2
2328,2009Q4,57.95,28.7,27.25,144.2
2328,2009Q3,60.66,31,25.45,134.9
2328,2009Q2,51.21,28,25.9,131.7
2328,2009Q1,40.72,24.7,24.47,124.4
2328,2008Q4,80.11,41.4,22.13,113.2
2328,2008Q3,69.39,35.1,25.46,128.3
2328,2008Q2,62.03,32,27.83,131.6
2328,2008Q1,53.93,25.5,33.63,157.9
2328,2007Q4,68.39,27,39.74,184.8
2328,2007Q2,40.64,17.2,44.6,195.3
2328,2006Q4,34.74,21.9,27.66,123.8
2328,2006Q2,29.37,28.4,17.15,74.05
2328,2005Q4,42.9,36.5,17.35,74.8
2328,2005Q2,27.64,28.8,17.72,68.5
2328,2004Q4,29.64,31.4,16.68,64.73
2328,2003Q4,26.26,32.4,15.96,54.92
2328,2002Q4,14.54,22,15.01,51.66
2328,2001Q4,13.49,21.2,14.6,50.26
2328,2000Q4,19.65,29.2,13.87,47.73
2328,1999Q4,35.51,63,7.9,20.87
2328,1998Q4,44.33,78.2,6.03,12.33
2328,1997Q4,45.86,65.3,16.48,24.36
2328,1996Q4,10.93,34.9,15.95,20.43
2328,1995Q4,9.39,43.3,15.98,12.27
2328,1994Q4,7.84,40.5,14.99,11.51
