sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2201,2020Q3,2428,80.6,47.55,585.8
2201,2020Q2,2457,81.2,29.55,570.1
2201,2020Q1,2534,81.5,29.33,573.5
2201,2019Q4,2568,81.8,29.36,570.8
2201,2019Q3,2586,76.7,43.61,784
2201,2019Q2,2539,75.9,45.11,807.4
2201,2019Q1,2443,74,46.6,857
2201,2018Q4,2354,73.6,45.95,844.2
2201,2018Q3,2033,71.8,45.78,800.2
2201,2018Q2,1971,71.1,46.03,800.9
2201,2018Q1,1846,69.3,46.62,817.9
2201,2017Q4,1793,69.4,45.12,791.2
2201,2017Q3,1626,67.3,45.27,790.8
2201,2017Q2,1559,66.7,44.54,778.2
2201,2017Q1,1447,64.6,44.65,792.6
2201,2016Q4,1422,64.3,44.66,790.6
2201,2016Q3,1403,63.7,45.37,798.1
2201,2016Q2,1418,64.1,45.36,793.3
2201,2016Q1,1338,62.1,46.06,817.4
2201,2015Q4,1308,61.7,45.79,811.8
2201,2015Q3,1354,62.6,45.55,810.4
2201,2015Q2,1315,62.2,44.71,797.7
2201,2015Q1,1236,60.4,45.19,811.2
2201,2014Q4,1227,60.5,44.84,801.5
2201,2014Q3,1205,60.3,44.4,793.3
2201,2014Q2,1133,59.5,43.42,770.2
2201,2014Q1,1045,57,44.08,788.7
2201,2013Q4,986.4,56,43.38,773.8
2201,2013Q3,954.6,55.6,43.35,763.2
2201,2013Q2,905.8,54.4,42.96,758.5
2201,2013Q1,1006,57.1,42.86,757.2
2201,2012Q4,995.4,57.6,41.88,734.2
2201,2012Q3,961.7,56.9,41.69,728.9
2201,2012Q2,958.9,57.1,41.27,721.7
2201,2012Q1,940.4,56.2,41.87,731.6
2201,2011Q4,866.7,54.4,41.32,725.1
2201,2011Q3,771.6,51.7,41.25,720.7
2201,2011Q2,715,50.3,40.56,706.1
2201,2011Q1,659.6,47.9,41.1,716.4
2201,2010Q4,629.1,47.5,39.87,694.2
2201,2010Q3,588,46.2,39.49,685.9
2201,2010Q2,544.9,44.6,39.06,675.8
2201,2010Q1,483.4,41.8,38.89,674.4
2201,2009Q4,466.5,41.4,38.12,659.8
2201,2009Q3,417.1,38.9,38.03,656.4
2201,2009Q2,421.2,39.4,37.58,647.5
2201,2009Q1,389.6,37.8,37.27,642.2
2201,2008Q4,436.2,40.7,36.84,634.6
2201,2008Q3,459.1,41.5,37.51,645.8
2201,2008Q2,458.8,41.8,37.62,638.9
2201,2008Q1,434.2,39.9,38.61,653
2201,2007Q4,477.1,43.3,38.36,624.9
2201,2007Q2,495.7,44.9,38.36,608.3
2201,2006Q4,484,44.5,38.03,603.4
2201,2006Q2,541.3,48.7,36.62,569.3
2201,2005Q4,515.8,47.4,36.68,571.3
2201,2005Q2,584.2,51.8,35.33,543.2
2201,2004Q4,408.7,44,31.53,520
2201,2003Q4,426.7,50.2,30.85,423.1
2201,2002Q4,351.6,46.1,22.51,411.9
2201,2001Q4,291.7,44.6,20.99,362.5
2201,2000Q4,341.2,50,21.95,341.4
2201,1999Q4,349.1,52.8,20.12,312.7
2201,1998Q4,321.8,51,21.69,309
2201,1997Q4,273.7,51.3,21.86,259.5
2201,1996Q4,274.3,61.1,16.48,174.7
2201,1995Q4,283.8,64.2,14.95,158.5
2201,1994Q4,158.2,56.6,11.49,121.2
