sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2838,2020Q3,7033,92.4,17.54,577.6
2838,2020Q2,6916,92.4,18.33,565.3
2838,2020Q1,6602,92.5,17.4,536.8
2838,2019Q4,6389,91.9,18.24,562.5
2838,2019Q3,6452,92.1,17.83,549.8
2838,2019Q2,6125,91.9,18.55,538.6
2838,2019Q1,6024,92,17.99,522.5
2838,2018Q4,5975,92.3,17.24,500.6
2838,2018Q3,5620,91.8,17.35,504
2838,2018Q2,5346,91.6,17.39,490.6
2838,2018Q1,5310,91.6,17.36,489.7
2838,2017Q4,5174,91.5,17.08,481.9
2838,2017Q3,5055,93.1,14.28,374.7
2838,2017Q2,5025,93.2,13.98,366.8
2838,2017Q1,5067,93.2,14.06,369.1
2838,2016Q4,4965,93.2,13.8,362.2
2838,2016Q3,4944,93.1,13.91,365.2
2838,2016Q2,4841,93.2,13.56,355.8
2838,2016Q1,4838,93.1,13.68,358.9
2838,2015Q4,4733,93.1,13.39,351.5
2838,2015Q3,4761,93.3,13.06,342.6
2838,2015Q2,4732,93.5,13.42,331.5
2838,2015Q1,4588,93.3,13.42,331.7
2838,2014Q4,4542,93.4,13.07,323.1
2838,2014Q3,4427,93.4,12.64,312.5
2838,2014Q2,4331,93.4,13.61,304.2
2838,2014Q1,4286,93.5,13.25,296.3
2838,2013Q4,4115,93.5,12.82,286.8
2838,2013Q3,4083,93.7,12.32,275.6
2838,2013Q2,3983,93.7,13.13,268.6
2838,2013Q1,3918,93.7,12.79,261.6
2838,2012Q4,3878,93.9,11.88,252.4
2838,2012Q3,3906,94,11.65,248
2838,2012Q2,3835,94.1,11.75,240.7
2838,2012Q1,3803,94.1,11.71,239.9
2838,2011Q4,3792,94.5,11.27,221.9
2838,2011Q3,3692,94.4,11.21,220.6
2838,2011Q2,3523,94.3,10.81,212.8
2838,2011Q1,3574,94.5,10.55,207.7
2838,2010Q4,3455,94.4,10.31,203.1
2838,2010Q3,3482,94.4,10.5,206.7
2838,2010Q2,3410,94.5,10.25,197.4
2838,2010Q1,3417,94.6,7.72,195.5
2838,2009Q4,3410,94.7,7.56,192.6
2838,2009Q3,3389,94.8,7.29,186.5
2838,2009Q2,3434,95,7.14,182.5
2838,2009Q1,3537,94.9,7.41,188.2
2838,2008Q4,3569,95,7.37,187.1
2838,2008Q3,3641,95,7.54,190.3
2838,2008Q2,3635,94.6,8.07,206.9
2838,2008Q1,3649,94.7,8,203
2838,2007Q4,3594,94.7,7.92,200.7
2838,2007Q2,3643,95,9.5,192.1
2838,2006Q4,3684,94.7,10.22,205.8
2838,2006Q2,3352,94.2,10.33,206.8
2838,2005Q4,3412,94.4,10.04,203.8
2838,2005Q2,2954,92.4,12.23,244.3
