ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2498,2020,2019全年,20'06/19,,,,,,,,,,0,0,0,0,0,0,0
1,2498,2019,2018全年,19'06/21,19'08/19,33.8,19'08/19,1,19'09/19,,,,,0.38,0,0.38,0,0,0,0.38
2,2498,2018,2017全年,18'06/26,,,,,,,,,,0,0,0,0,0,0,0
3,2498,2017,2016全年,17'06/15,,,,,,,,,,0,0,0,0,0,0,0
4,2498,2016,2015全年,16'06/24,,,,,,,,,,0,0,0,0,0,0,0
5,2498,2015,2014全年,15'06/02,15'08/11,57.1,15'08/11,1,15'09/08,,,,,0.38,0,0.38,0,0,0,0.38
6,2498,2014,2013全年,14'06/19,,,,,,,,,,0,0,0,0,0,0,0
7,2498,2013,2012全年,13'06/21,13'07/23,166.5,13'07/23,1,,,,,,2,0,2,0,0,0,2
8,2498,2012,2011全年,12'06/12,12'07/05,357,,,,,,,,40,0,40,0,0,0,40
9,2498,2011,2010全年,11'06/15,11'07/20,815,11'07/21,2,,11'07/20,815,11'07/21,2,37,0,37,0.5,0,0.5,37.5
10,2498,2010,2009全年,10'06/18,10'07/28,519,10'07/30,3,,10'07/28,519,10'07/30,3,26,0,26,0.5,0,0.5,26.5
11,2498,2009,2008全年,09'06/19,09'08/03,400.5,10'05/04,188,,09'08/03,400.5,10'05/04,188,27,0,27,0.5,0,0.5,27.5
12,2498,2008,2007全年,08'06/13,08'07/15,494,10'09/13,543,,08'07/15,494,10'09/13,543,34,0,34,3,0,3,37
13,2498,2007,2006全年,07'06/20,07'08/14,407,07'10/04,36,,07'08/14,407,07'10/04,36,27,0,27,3,0,3,30
14,2498,2006,2005全年,06'05/02,06'07/26,725,06'09/18,39,,06'07/26,725,06'09/18,39,14,0,14,2,0,2,16
15,2498,2005,2004全年,05'06/13,05'08/04,376,05'11/18,74,,05'08/04,376,05'11/18,74,5,0,5,2,0,2,7
16,2498,2004,2003全年,04'06/16,04'08/12,97,04'09/13,21,,04'08/12,97,04'09/13,21,3,0,3,2,0,2,5
17,2498,2003,2002全年,03'06/26,03'08/28,104.5,03'10/17,35,,03'08/28,104.5,03'10/17,35,2,0,2,2,0,2,4
18,2498,2002,2001全年,02'03/14,02'06/16,140.95,02'06/17,1,,02'06/16,140.95,02'06/17,1,1,0,1,2,0,2,3
19,2498,2001,2000全年,01'04/23,,,,,,,,,,0,0,0,0,0,0,0
20,2498,2000,1999全年,00'04/24,,,,,,,,,,0,0,0,0,0,0,0
21,2498,1999,1998全年,,,,,,,,,,,0,0,0,0,0,0,0
