sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1736,2020Q3,208.7,69.4,28.81,92.22
1736,2020Q2,200.8,70,26.93,86.12
1736,2020Q1,200.4,68.5,28.78,91.97
1736,2019Q4,178,66.1,30.13,91.37
1736,2019Q3,180,67.6,28.42,86.17
1736,2019Q2,173.3,66.8,28.33,86.09
1736,2019Q1,169.3,66.4,28.2,85.55
1736,2018Q4,153.1,64.5,27.79,84.31
1736,2018Q3,147.3,65.2,25.95,78.7
1736,2018Q2,133.6,63,25.91,78.58
1736,2018Q1,133.4,62.2,26.68,80.94
1736,2017Q4,141,63.3,26.93,81.67
1736,2017Q3,146.2,64.8,26.16,79.33
1736,2017Q2,138.5,64.2,25.45,77.2
1736,2017Q1,140.7,63.7,26.4,80.06
1736,2016Q4,140.5,62,28.37,86.06
1736,2016Q3,141.4,63.3,27,81.9
1736,2016Q2,125.9,60.1,27.53,83.51
1736,2016Q1,123.9,58.5,28.94,87.89
1736,2015Q4,135.9,60.4,29.29,89.1
1736,2015Q3,124,58.9,28.41,86.4
1736,2015Q2,106.5,57.2,26.3,79.56
1736,2015Q1,91.92,51.7,28.37,85.82
1736,2014Q4,109.7,54.7,30.08,91
1736,2014Q3,116.6,62.5,23.15,70.04
1736,2014Q2,88.87,57,33.27,67.06
1736,2014Q1,86.65,55.1,35.03,70.6
1736,2013Q4,81.24,54.8,33.3,67.11
1736,2013Q3,81.39,58.2,28.98,58.39
1736,2013Q2,70.91,55.2,28.66,57.49
1736,2013Q1,71.79,54.4,30.04,60.26
1736,2012Q4,83.06,58.4,29.34,59.11
1736,2012Q3,79.49,59.8,26.46,53.51
1736,2012Q2,63.53,54.9,26.04,52.28
1736,2012Q1,64.92,53.5,28.14,56.51
1736,2011Q4,72.72,56.5,28.1,56.1
1736,2011Q3,70.16,56.8,26.79,53.47
1736,2011Q2,50.55,50.9,25.05,48.77
1736,2011Q1,50.96,50.6,25.52,49.7
1736,2010Q4,56.92,54.8,24.1,46.93
1736,2010Q3,62.31,57.4,23.71,46.18
1736,2010Q2,47.45,51.3,23.08,45.01
1736,2010Q1,51.72,52.6,23.87,46.6
1736,2009Q4,56.29,53.9,24.68,48.23
1736,2009Q3,58.24,55.3,24.09,47.09
1736,2009Q2,49.47,51.8,24.07,46.07
1736,2009Q1,48.01,49.2,25.95,49.6
1736,2008Q4,56.61,52.9,26.31,50.34
1736,2008Q3,66.34,55.6,27.24,52.87
1736,2008Q2,55.62,54,24.93,47.45
1736,2008Q1,51.57,50.5,26.54,50.6
1736,2007Q4,57.91,52.5,27.8,52.39
1736,2007Q2,39.42,44.2,31.35,49.77
1736,2006Q4,44.74,46.5,32.45,51.55
1736,2006Q2,28.48,42.1,30.11,39.12
1736,2005Q4,33.32,47.4,28.44,37.04
1736,2005Q2,27.12,49.4,25.42,27.75
1736,2004Q4,31.73,56.8,23,24.15
1736,2003Q4,26.4,58.6,22.21,18.66
1736,2002Q4,21.53,60.7,19.91,13.94
