ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2427,21Q1,25,11.8,11.9,11,11.2,-0.55,-4.68,7.66,6.42,0.26,0.73,0.03,,,,,,+1.5,3.93,0,0.02,0.4
1,2427,20Q4,63,10.45,12.2,10.2,11.75,+1.3,+12.4,19.1,20.7,0.33,2.35,0.04,+0.44,0,0,+0.44,2.3,-1.43,2.44,+0.02,0.02,0.7
2,2427,20Q3,66,10.25,11.25,10.05,10.45,+0.15,+1.46,11.7,19.6,0.3,2.08,0.03,+0.16,0,-0.03,+0.12,2.1,-0.44,3.86,0,0,0
3,2427,20Q2,60,9.65,10.75,9.55,10.3,+0.65,+6.74,12.4,49.4,0.82,5.14,0.09,+0.14,0,+0.02,+0.15,2.1,-0.37,4.3,0,0,0
4,2427,20Q1,56,10.55,11.3,8.83,9.65,-0.95,-8.96,23.3,16.4,0.29,1.67,0.03,-0.06,0,-0.05,-0.11,2,-0.95,4.67,0,0,0.04
5,2427,19Q4,64,10.65,10.9,10.4,10.6,0,0,4.72,7.53,0.12,0.8,0.01,,,,,2,-3.25,5.69,0,0,0.02
6,2427,19Q3,63,10.3,10.6,10.05,10.6,+0.2,+1.92,5.29,11.3,0.18,1.16,0.02,-0.08,0,-0.01,-0.08,2,-1.97,8.94,-0.03,0,0.01
7,2427,19Q2,61,11.1,11.3,10.1,10.4,-0.65,-5.88,10.9,19.4,0.32,2.07,0.03,+0.06,0,+0.07,+0.13,2.2,-1.61,10.9,0,0.03,0.3
8,2427,19Q1,54,11.05,11.2,9.98,11.05,0,0,11,21,0.39,2.24,0.04,-0.83,0,+0.02,-0.82,2.3,+1.09,12.5,+0.01,0.02,0.2
9,2427,18Q4,65,10.15,13.2,9.6,11.05,+0.9,+8.87,35.5,40.3,0.62,4.55,0.07,+0.07,0,-0.04,+0.04,2.7,+1.51,11.4,+0.01,0.01,0.1
10,2427,18Q3,64,10.8,11.55,9.55,10.15,-0.65,-6.02,18.5,31.6,0.49,3.41,0.05,+0.73,0,0,+0.72,3,+0.6,9.91,0,0.01,0.06
11,2427,18Q2,60,11.85,12.85,10.4,10.8,-0.95,-8.09,20.9,59.9,1,6.9,0.11,-0.19,0,-0.02,-0.21,2.6,-1.97,9.31,-0.08,0,0.01
12,2427,18Q1,58,10.1,13.7,10.1,11.75,+1.7,+16.9,35.8,217,3.7,26.6,0.46,,,,,2.5,+3.47,11.3,0,0.09,0.8
13,2427,17Q4,62,8.88,11.1,8.85,10.05,+1.17,+13.2,25.3,93.5,1.5,9.33,0.15,+0.09,0,+0.01,+0.1,2.7,+3.2,7.81,+0.07,0.09,1.2
14,2427,17Q3,66,7.85,9.7,7.85,8.88,+1.12,+14.4,23.8,65.4,0.99,5.79,0.09,+0.54,0,-0.03,+0.51,2.7,+0.01,4.61,+0.02,0.02,0.4
15,2427,17Q2,61,9.03,9.03,7.56,7.76,-1.19,-13.3,16.4,17.4,0.29,1.41,0.02,-0.31,0,-0.07,-0.38,2.4,-0.56,4.6,-0.06,0,0.02
16,2427,17Q1,57,7.13,9.33,7.12,8.95,+1.8,+25.2,30.9,78.8,1.4,6.69,0.12,+0.46,0,+0.08,+0.54,2.5,-0.62,5.16,+0.06,0.06,1.2
17,2427,16Q4,64,7.39,7.46,6.2,7.15,-0.24,-3.25,17.1,14,0.22,0.98,0.02,,,,,2.3,-0.78,5.78,-0.01,0,0.02
18,2427,16Q3,62,6.18,8.45,6.14,7.39,+1.22,+19.8,37.4,62.1,1,4.63,0.07,-0.06,0,-0.02,-0.08,1.9,+0.52,6.57,+0.01,0.01,0.1
19,2427,16Q2,61,6.31,6.76,5.85,6.17,-0.14,-2.22,14.4,9.5,0.16,0.59,0.01,,,,,2,-0.45,6.05,0,0,0
20,2427,16Q1,57,6.27,6.88,5.8,6.31,+0.02,+0.32,17.2,15.3,0.27,0.96,0.02,0,0,0,0,2,-0.5,6.5,0,0,0
21,2427,15Q4,65,5.8,7,5.8,6.29,+0.39,+6.61,20.3,16.4,0.25,1.07,0.02,+0.02,0,0,+0.02,2,-1.08,7.01,0,0,0
22,2427,15Q3,63,7.18,7.34,4.63,5.9,-1.21,-17,38.1,12.1,0.19,0.73,0.01,-0.14,0,0,-0.14,2,-1.74,8.08,0,0,0
23,2427,15Q2,61,8.95,9.08,7,7.11,-1.82,-20.4,23.3,14.7,0.24,1.23,0.02,-0.18,0,-0.02,-0.2,2,+0.25,9.82,-0.06,0,0
