ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2542,21Q1,32,45.75,46.45,42.5,44.95,-0.9,-1.96,8.62,104,3.2,46.2,1.4,-9.27,+8.19,-5.88,-6.97,14,-0.83,3.73,-0.04,0.34,9.2
1,2542,20Q4,63,43,46.85,41.5,45.85,+2.85,+6.63,12.4,312,4.9,138,2.2,-19.6,+43,-3.46,+19.9,14.6,+1.12,4.55,+0.11,0.38,8.4
2,2542,20Q3,66,43.55,46.95,41,43,-0.55,-1.26,13.7,183,2.8,81.2,1.2,-19.5,-0.53,-1.17,-21.2,16.1,+0.58,3.43,+0.12,0.26,7.6
3,2542,20Q2,60,40.6,47.5,39.6,43.55,+3.05,+7.53,19.5,169,2.8,73.8,1.2,-11.1,-0.02,-0.57,-11.7,17.9,+0.47,2.86,+0.07,0.14,4.8
4,2542,20Q1,56,46.4,47.15,32.85,40.5,-5.8,-12.5,30.9,164,2.9,69.5,1.2,-9.96,+0.27,-1.16,-10.8,19,-1.02,2.39,-0.23,0.07,2.8
5,2542,19Q4,64,49.95,50,45,46.3,-3.6,-7.21,10,293,4.6,137,2.1,-7.96,-19.8,+4.51,-23.3,19.8,-0.07,3.4,+0.3,0.3,8.8
6,2542,19Q3,63,49.5,50.3,47.7,49.9,+0.45,+0.91,5.26,152,2.4,75.2,1.2,-32.8,+0.36,-1.76,-34.2,20.3,+0.17,3.48,-0.05,0,0
7,2542,19Q2,61,51,52.2,47.1,49.45,-1.35,-2.66,10,115,1.9,56.5,0.93,-8.48,-1.28,+5.12,-4.64,23.2,+0.47,3.31,-0.04,0.05,1.5
8,2542,19Q1,54,45.35,50.8,44.5,50.8,+5.8,+12.9,14,140,2.6,67.1,1.2,+12.2,-1.31,-2.87,+8.01,24.1,-0.54,2.84,-0.52,0.08,3
9,2542,18Q4,65,48.4,48.6,43.9,45,-3.4,-7.02,9.71,148,2.3,68.1,1,+0.27,-12.7,+12.7,+0.22,23,-0.83,3.38,-0.99,0.6,17.8
10,2542,18Q3,64,45.25,50.3,43.4,48.4,+3.15,+6.96,15.2,321,5,152,2.4,+33.4,+4.53,-1.28,+36.6,23,-2.42,4.21,+1.41,1.59,37.7
