ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,1805,21Q1,24,9.99,13,9.5,11.9,+1.91,+19.1,35,21.2,0.88,2.47,0.1,+0.09,0,-0.01,+0.08,0.4,0,0,0,0,0
1,1805,20Q4,63,10.15,11.1,9.63,9.99,-0.11,-1.09,14.6,8.44,0.13,0.86,0.01,+0.2,0,+0.01,+0.21,0.4,0,0,0,0,0
2,1805,20Q3,66,10,11.1,8.85,10.1,+0.11,+1.1,22.5,7.52,0.11,0.74,0.01,+0.01,0,0,+0.01,0.2,0,0,0,0,0
3,1805,20Q2,60,8.21,10.4,7.66,9.99,+1.35,+15.6,31.7,6.63,0.11,0.63,0.01,,,,,0.1,0,0,0,0,0
4,1805,20Q1,56,9.07,10.7,7.47,8.64,-0.51,-5.57,35.3,7.44,0.13,0.68,0.01,+0.01,0,0,+0.01,0.1,0,0,0,0,0
5,1805,19Q4,64,8.92,9.25,8.55,9.15,+0.08,+0.88,7.72,9.49,0.15,0.86,0.01,,,,,0.1,0,0,0,0,0
6,1805,19Q3,63,10,10.05,8.71,9.07,-0.93,-9.3,13.4,5.52,0.09,0.54,0.009,-0.01,0,0,-0.01,0.2,0,0,0,0,0
7,1805,19Q2,61,10,10.65,9.18,10.05,-0.15,-1.47,14.4,5.57,0.09,0.55,0.009,+0.03,0,0,+0.03,0.2,0,0,0,0,0
8,1805,19Q1,54,8.85,12.9,8.85,10.2,+0.95,+10.3,43.8,10.2,0.19,1.12,0.02,+0.02,0,0,+0.02,0.2,0,0,0,0,0
9,1805,18Q4,65,11.05,11.05,8.71,9.26,-1.84,-16.6,21.1,1.91,0.03,0.18,0.003,,,,,0.1,0,0,0,0,0
10,1805,18Q3,64,13.7,13.7,10.6,11.1,-2.5,-18.4,22.8,9.21,0.14,1.15,0.02,+0.06,0,0,+0.06,0.2,0,0,0,0,0
11,1805,18Q2,60,11.9,15.45,11.1,13.6,+1.65,+13.8,36.4,23.3,0.39,3.25,0.05,,,,,0.1,0,0,0,0,0
12,1805,18Q1,58,13.25,14.3,10.6,11.95,-1.25,-9.47,28,6.19,0.11,0.78,0.01,-0.3,0,0,-0.3,0.09,0,0,0,0,0
13,1805,17Q4,62,13.2,15.35,12.3,13.2,0,0,23.1,14.6,0.23,2.01,0.03,+0.24,0,0,+0.24,0.5,0,0,0,0,0
14,1805,17Q3,66,11.7,14.95,10.25,13.2,+1.7,+14.8,40.9,16.5,0.25,2.11,0.03,,,,,0.2,0,0,0,0,0
15,1805,17Q2,61,9.9,13.9,9.9,11.5,+1.5,+15,40,33.6,0.55,4.21,0.07,-0.13,0,0,-0.12,0.2,-0.04,0,0,0,0
16,1805,17Q1,57,5.65,10.6,5.4,10,+4.35,+77,92,18.3,0.32,1.52,0.03,+0.25,0,-0.01,+0.24,0.4,-0.42,0.04,0,0,0
17,1805,16Q4,64,5.76,6.08,5.2,5.65,-0.03,-0.53,15.5,1.63,0.03,0.09,0.001,,,,,0.07,-0.08,0.46,0,0,0
18,1805,16Q3,62,6.23,6.49,5.51,5.68,-0.72,-11.2,15.3,3.78,0.06,0.23,0.004,,,,,0.1,+0.15,0.54,0,0,0
