ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,1714,2020,2019全年,20'06/19,,,,,,,,,,0,0,0,0,0,0,0
1,1714,2019,2018全年,19'06/25,19'10/25,7.25,19'12/06,31,19'11/26,,,,,0.15,0,0.15,0,0,0,0.15
2,1714,2018,2017全年,18'06/21,18'10/26,6.6,18'11/08,10,18'11/28,,,,,0.3,0,0.3,0,0,0,0.3
3,1714,2017,2016全年,17'06/22,,,,,,17'09/15,9.3,17'09/15,1,0,0,0,0.35,0,0.35,0.35
4,1714,2016,2015全年,16'06/21,,,,,,16'09/02,7.2,16'09/23,15,0,0,0,0.3,0,0.3,0.3
5,1714,2015,2014全年,15'06/23,,,,,,,,,,0,0,0,0,0,0,0
6,1714,2014,2013全年,14'06/19,,,,,,14'09/17,10.65,14'12/24,70,0,0,0,0.5,0,0.5,0.5
7,1714,2013,2012全年,13'06/19,13'09/17,13,13'10/01,9,,13'09/17,13,13'10/01,9,0.2,0,0.2,0.5,0,0.5,0.7
8,1714,2012,2011全年,12'06/19,,,,,,12'09/17,15.55,,,0,0,0,1.2,0,1.2,1.2
9,1714,2011,2010全年,11'06/10,,,,,,11'09/13,17.25,12'02/21,109,0,0,0,1.2,0,1.2,1.2
10,1714,2010,2009全年,10'06/15,,,,,,10'09/28,15.65,11'04/14,134,0,0,0,1.2,0,1.2,1.2
11,1714,2009,2008全年,09'06/19,,,,,,09'09/16,12.3,09'09/30,11,0,0,0,0.55,0,0.55,0.55
12,1714,2008,2007全年,,,,,,,,,,,0,0,0,0,0,0,0
13,1714,2007,2006全年,,,,,,,,,,,0,0,0,0,0,0,0
14,1714,2006,2005全年,06'06/14,,,,,,,,,,0,0,0,0,0,0,0
15,1714,2005,2004全年,,,,,,,,,,,0,0,0,0,0,0,0
16,1714,2004,2003全年,04'06/29,04'10/06,10.95,04'10/08,3,,04'10/06,10.95,04'10/08,3,0.52,0,0.52,0.52,0,0.52,1.04
17,1714,2003,2002全年,03'04/29,03'10/13,13.3,04'02/02,74,,03'10/13,13.3,04'02/02,74,0.2,0,0.2,0.82,0,0.82,1.02
18,1714,2002,2001全年,02'05/06,02'08/08,,02'08/26,13,,02'08/08,,02'08/26,13,0.3,0,0.3,0.8,0.4,1.2,1.5
19,1714,2001,2000全年,,,,,,,,,,,0,0,0,0.5,1,1.5,1.5
20,1714,2000,1999全年,00'04/19,00'09/19,,01'02/14,106,,00'09/19,,01'02/14,106,0.4,0,0.4,1.1,1,2.1,2.5
21,1714,1999,1998全年,,,,,,,,,,,0,0,0,1.6,0.9,2.5,2.5
22,1714,1998,1997全年,,,,,,,,,,,0,0,0,1.5,1,2.5,2.5
23,1714,1997,1996全年,,,,,,,,,,,0,0,0,0.2,1,1.2,1.2
24,1714,1996,1995全年,,,,,,,,,,,0,0,0,0.6,0.6,1.2,1.2
25,1714,1995,1994全年,95'06/06,,,,,,95'08/16,23,95'08/17,2,0,0,0,0.5,0.5,1,1
26,1714,1994,1993全年,94'07/05,,,,,,94'11/28,34,94'12/15,15,0,0,0,0.5,0.5,1,1
27,1714,1993,1992全年,93'06/23,,,,,,94'04/14,37.2,94'08/03,92,0,0,0,0.5,0.7,1.2,1.2
28,1714,1992,1991全年,92'03/03,,,,,,92'06/18,61.5,93'04/01,221,0,0,0,1.2,0,1.2,1.2
29,1714,1991,1990全年,91'03/08,,,,,,91'12/04,67.5,91'12/28,20,0,0,0,1.5,0,1.5,1.5
30,1714,1990,1989全年,,,,,,,,,,,0,0,0,6,0,6,6
