ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2838,21Q1,32,10.65,11,10.3,10.75,0,0,6.51,39.1,1.2,4.15,0.13,+0.73,0,-0.55,+0.18,3.1,-0.62,0.58,0,0,0
1,2838,20Q4,63,9.97,10.8,9.97,10.75,+0.79,+7.93,8.33,61.4,0.98,6.37,0.1,+8.16,0,-0.83,+7.33,3.1,-0.81,1.2,-0.01,0,0
2,2838,20Q3,66,11.15,11.5,9.78,9.96,-1.19,-10.7,15.4,104,1.6,11,0.17,-3.63,0,-1.33,-4.96,2.9,+1.19,2.01,-0.05,0.01,0.7
3,2838,20Q2,60,9.83,11.35,9.76,11.15,+1.27,+12.8,16.1,84.3,1.4,9,0.15,+1.28,-0.02,-0.21,+1.04,3,-0.01,0.82,-0.03,0.06,7.3
4,2838,20Q1,56,11.1,11.75,8.6,9.88,-1.17,-10.6,28.5,115,2.1,12.3,0.22,-4.22,+0.01,-2.7,-6.9,3,-0.16,0.83,+0.09,0.09,10.8
5,2838,19Q4,64,10.5,11.25,10.4,11.05,+0.6,+5.74,8.13,59.6,0.93,6.43,0.1,+0.18,-0.03,-0.09,+0.06,3.1,-0.2,0.99,0,0,0.2
6,2838,19Q3,63,11.7,12,10.15,10.45,-1.25,-10.7,15.8,81.9,1.3,9.08,0.14,-5.91,-0.42,-1.67,-7.99,3.2,-0.14,1.19,0,0,0.3
7,2838,19Q2,61,10.7,12.35,10.45,11.7,+1,+9.35,17.8,182,3,20.6,0.34,+27.5,-0.5,+2.1,+29.2,3.5,-0.02,1.34,0,0,0.2
8,2838,19Q1,54,9.6,10.7,9.44,10.7,+1.11,+11.6,13.1,61.5,1.1,6.31,0.12,+0.34,-0.48,+0.02,-0.12,2.4,-0.37,1.36,0,0,0
9,2838,18Q4,65,10.35,10.4,9.42,9.59,-0.76,-7.34,9.47,62,0.95,6.15,0.09,-6.53,+0.45,-1.28,-7.37,2.3,+0.11,1.73,0,0,0.2
