sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2892,2020Q3,31869,93.6,16.85,2163
2892,2020Q2,30858,93.6,17.03,2123
2892,2020Q1,29968,93.3,17.27,2152
2892,2019Q4,29870,93.1,17.63,2197
2892,2019Q3,28007,92.8,17.31,2157
2892,2019Q2,27872,93,17.1,2110
2892,2019Q1,28394,93,17.36,2142
2892,2018Q4,27299,93,16.64,2053
2892,2018Q3,26792,92.9,16.49,2035
2892,2018Q2,26719,93.1,16.19,1977
2892,2018Q1,24537,92.4,16.52,2018
2892,2017Q4,24420,92.7,15.7,1921
2892,2017Q3,23937,92.6,15.7,1920
2892,2017Q2,23693,92.7,15.57,1868
2892,2017Q1,23719,92.4,16.26,1949
2892,2016Q4,23491,92.4,16.01,1920
2892,2016Q3,23412,92.5,15.81,1897
2892,2016Q2,23022,92.5,16.21,1861
2892,2016Q1,22850,92.2,16.74,1922
2892,2015Q4,23121,92.5,16.37,1880
2892,2015Q3,22849,92.5,16.09,1848
2892,2015Q2,22315,93.5,16.64,1545
2892,2015Q1,21989,93.3,17.02,1580
2892,2014Q4,22013,93.4,16.63,1544
2892,2014Q3,21777,93.6,16.12,1497
2892,2014Q2,21907,93.8,16.81,1460
2892,2014Q1,21605,93.7,16.81,1459
2892,2013Q4,21222,93.8,16.26,1412
2892,2013Q3,20694,93.7,15.94,1385
2892,2013Q2,20345,93.7,16.65,1358
2892,2013Q1,20108,93.6,16.77,1368
2892,2012Q4,19916,93.8,16.48,1327
2892,2012Q3,19609,93.7,16.44,1318
2892,2012Q2,19717,93.8,17.1,1293
2892,2012Q1,19694,93.8,17.08,1292
2892,2011Q4,19536,93.9,16.53,1274
2892,2011Q3,19851,93.9,16.61,1280
2892,2011Q2,19053,94.6,16.55,1079
2892,2011Q1,19272,94.7,16.58,1081
2892,2010Q4,19421,94.8,16.37,1067
2892,2010Q3,19054,94.8,16.01,1045
2892,2010Q2,18591,94.9,15.84,1009
2892,2010Q1,18575,94.8,16.06,1022
2892,2009Q4,18582,94.8,15.99,1019
2892,2009Q3,18202,94.6,16.24,1034
2892,2009Q2,17956,94.7,16.31,1013
2892,2009Q1,17549,94.5,16.47,1022
2892,2008Q4,17000,94.4,16.13,1001
2892,2008Q3,16651,94.2,16.38,1019
2892,2008Q2,15824,94,16.53,1016
2892,2008Q1,15808,93.5,17.92,1102
2892,2007Q4,15760,93.7,17.25,1061
2892,2007Q3,16044,93.9,17.05,1039
2892,2007Q2,15860,94.1,16.69,996.5
2892,2007Q1,15180,93.6,17.38,1038
2892,2006Q4,14997,93.7,16.94,1012
2892,2006Q3,14590,93.8,16.21,968
2892,2006Q2,14142,93.8,16.09,937.6
2892,2006Q1,14064,93.4,0,993.4
2892,2005Q4,14441,94.1,15.68,913.3
2892,2005Q3,13954,93.9,15.54,905.3
