ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,1454,21Q1,23,8.98,8.98,8,8.26,-0.68,-7.61,11,1.96,0.09,0.16,0.007,-0.06,0,0,-0.06,0.4,-0.14,2.03,0,0,0
1,1454,20Q4,63,8.09,9.5,8.05,8.94,+0.83,+10.2,17.9,9.24,0.15,0.79,0.01,-0.08,0,0,-0.08,0.4,-0.14,2.16,0,0,0.05
2,1454,20Q3,66,8.25,8.97,7.85,8.11,-0.2,-2.41,13.5,8.11,0.12,0.67,0.01,-0.29,0,-0.01,-0.3,0.5,-0.16,2.31,0,0,0
3,1454,20Q2,60,7.87,8.85,7.53,8.31,+0.44,+5.59,16.8,10.1,0.17,0.82,0.01,+0.17,0,0,+0.17,0.7,-0.35,2.46,0,0,0
4,1454,20Q1,56,7.8,7.91,6.5,7.87,+0.07,+0.9,18.1,8.31,0.15,0.62,0.01,-0.06,0,0,-0.06,0.4,+0.04,2.81,0,0,0.04
5,1454,19Q4,64,7.96,8.1,7.66,7.8,-0.16,-2.01,5.53,5.84,0.09,0.46,0.007,+0.01,0,0,0,0.4,-0.06,2.77,0,0,0
6,1454,19Q3,63,8.16,8.26,7.66,7.96,-0.06,-0.75,7.48,2.85,0.05,0.23,0.004,-0.04,0,-0.01,-0.05,0.4,-0.08,2.83,0,0,0
7,1454,19Q2,61,8.16,8.43,7.8,8.02,-0.22,-2.67,7.65,2.66,0.04,0.21,0.004,,,,,0.4,-0.11,2.91,0,0,0
8,1454,19Q1,54,8.33,8.46,8.06,8.24,-0.09,-1.08,4.8,2.34,0.04,0.19,0.004,-0.06,0,+0.01,-0.06,0.4,+0.05,3.02,0,0,0
9,1454,18Q4,65,7.98,8.38,7.31,8.33,+0.33,+4.13,13.4,9.81,0.15,0.8,0.01,-0.04,0,0,-0.04,0.4,-0.48,2.97,0,0,0.1
10,1454,18Q3,64,8.12,8.35,7.77,8,-0.12,-1.48,7.14,6.7,0.1,0.54,0.008,+0.04,0,0,+0.04,0.4,-0.17,3.45,0,0,0
11,1454,18Q2,60,8.34,8.62,8.11,8.12,-0.17,-2.05,6.15,4.93,0.08,0.41,0.007,-0.06,0,0,-0.06,0.4,-0.33,3.62,0,0,0
12,1454,18Q1,58,8.48,8.66,7.91,8.29,-0.19,-2.24,8.84,7.01,0.12,0.59,0.01,,,,,0.5,-1.37,3.94,0,0,0
13,1454,17Q4,62,8.39,8.71,8.28,8.48,+0.09,+1.07,5.13,5.74,0.09,0.48,0.008,-0.33,0,0,-0.33,0.4,-0.65,5.31,0,0,0.02
14,1454,17Q3,66,8.46,8.8,8.12,8.39,-0.06,-0.71,8.05,9.33,0.14,0.78,0.01,,,,,0.7,+0.04,5.97,0,0,0
15,1454,17Q2,61,8.46,8.6,8.26,8.45,-0.01,-0.12,4.02,4.74,0.08,0.4,0.007,-0.04,0,+0.01,-0.02,0.09,-0.16,5.93,0,0,0
16,1454,17Q1,57,8.5,8.99,8.26,8.46,-0.06,-0.7,8.57,8.04,0.14,0.7,0.01,+0.05,0,0,+0.05,0.1,-0.6,6.09,0,0,0
17,1454,16Q4,64,8.69,8.73,7.82,8.52,-0.17,-1.96,10.5,6.1,0.1,0.51,0.008,,,,,0.08,-0.4,6.69,0,0,0
18,1454,16Q3,62,8.7,9.41,8.5,8.69,-0.02,-0.23,10.4,12.1,0.19,1.09,0.02,+0.04,0,0,+0.04,0.1,-0.44,7.09,0,0,0
19,1454,16Q2,61,9.22,9.35,8.16,8.71,-0.56,-6.04,12.8,5.88,0.1,0.51,0.008,-0.02,0,0,-0.01,0.09,-0.53,7.53,0,0,0
20,1454,16Q1,57,9.39,9.74,8.3,9.27,-0.08,-0.86,15.4,15,0.26,1.36,0.02,-0.26,0,-0.02,-0.27,0.1,-0.32,8.06,0,0,0.02
21,1454,15Q4,65,10.85,11.45,8.72,9.35,-1.4,-13,25.4,22.4,0.34,2.27,0.03,-0.38,0,0,-0.38,0.3,-0.81,8.39,-0.13,0,0.02
22,1454,15Q3,63,12.5,13.3,8.03,10.75,-1.6,-13,42.7,73.8,1.2,8.13,0.13,+0.09,0,0,+0.09,0.6,-2.06,9.19,0,0.13,1.4
23,1454,15Q2,61,8.82,14.85,8.8,12.35,+3.44,+38.6,67.9,224,3.7,28.2,0.46,+0.39,0,-0.01,+0.38,0.5,+3.3,11.3,+0.13,0.13,1.2
24,1454,15Q1,55,7.93,9.27,7.82,8.91,+0.91,+11.4,18.1,10.7,0.19,0.92,0.02,0,0,+0.01,+0.01,0.2,+0.47,7.96,0,0,0.01
