sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2301,2020Q3,1029,58.2,30.81,737.9
2301,2020Q2,1083,60.5,29.45,706
2301,2020Q1,1073,61.3,28.35,677.8
2301,2019Q4,1120,60,31.18,746.4
2301,2019Q3,1183,61.9,30.36,727.9
2301,2019Q2,1176,61.8,29.8,726.1
2301,2019Q1,1048,57.5,31.88,774.6
2301,2018Q4,1225,62.1,30.69,746.8
2301,2018Q3,1375,65.8,29.25,713
2301,2018Q2,1325,65.4,28.8,701.7
2301,2018Q1,1157,60.5,31.08,755.1
2301,2017Q4,1162,61.2,30.34,737.7
2301,2017Q3,1279,64.1,29.36,714.9
2301,2017Q2,1255,62.9,30.49,740.8
2301,2017Q1,1169,60,32.22,779.4
2301,2016Q4,1316,62.4,32.67,792.8
2301,2016Q3,1356,63.7,31.83,774.3
2301,2016Q2,1260,62.3,31.49,762.1
2301,2016Q1,1168,59.2,33.27,804.3
2301,2015Q4,1300,62,32.92,796.8
2301,2015Q3,1340,63,32.45,786.9
2301,2015Q2,1221,61.8,30.97,754.4
2301,2015Q1,1200,60.1,32.67,797.7
2301,2014Q4,1374,63.4,32.38,791.7
2301,2014Q3,1355,64.1,31.02,758.9
2301,2014Q2,1304,63.7,30.22,742.7
2301,2014Q1,1227,60.5,32.55,802.9
2301,2013Q4,1331,62.7,31.76,792.4
2301,2013Q3,1298,63.1,30.22,758.4
2301,2013Q2,1275,62.9,29.76,752.2
2301,2013Q1,1176,60.1,30.61,779.3
2301,2012Q4,1076,54.6,30.77,894.2
2301,2012Q3,1064,55.1,29.67,866.8
2301,2012Q2,1150,57.6,29.27,847.5
2301,2012Q1,1062,54.3,30.73,894.5
2301,2011Q4,1150,56.3,30.61,890.8
2301,2011Q3,1133,56.6,29.81,869.8
2301,2011Q2,1115,57.9,28.2,812
2301,2011Q1,1009,53.5,30.57,877.8
2301,2010Q4,1053,54.7,30.7,872.2
2301,2010Q3,1075,55.6,30.13,858.1
2301,2010Q2,1146,58.8,28.4,803.1
2301,2010Q1,1010,54.8,29.56,833.8
2301,2009Q4,1011,55.3,29.15,817.5
2301,2009Q3,968.2,55.5,27.69,775.9
2301,2009Q2,882.7,53.9,26.84,754.1
2301,2009Q1,830.2,52,27.34,766.3
2301,2008Q4,952.6,56.1,26.59,745.8
2301,2008Q3,1124,60.2,26.11,744
2301,2008Q2,1081,60.5,25.29,704.7
2301,2008Q1,1036,57.1,28.19,777.2
2301,2007Q4,1156,59.6,28.61,784
2301,2007Q2,1048,60.2,25.7,691.6
2301,2006Q4,856.4,51.7,21.94,800.1
2301,2006Q2,893.2,57,20.85,673.7
2301,2005Q4,915.8,59.8,20.62,616.8
2301,2005Q2,786.2,60,18.45,524.1
2301,2004Q4,834.8,63.6,19.36,477.4
2301,2003Q4,653.8,59.5,19.78,444.7
2301,2002Q4,498.8,55,21.4,408.7
2301,2001Q4,299.2,68.1,18.75,140.4
2301,2000Q4,238.6,68.3,19.54,110.8
2301,1999Q4,132.3,61.2,17.41,84.04
2301,1998Q4,116.3,59.5,16.14,79.01
2301,1997Q4,137.5,66.6,21.19,68.84
2301,1996Q4,55.68,48.3,23.95,59.68
2301,1995Q4,49.97,69.6,17.74,21.85
2301,1994Q4,25.83,62.9,13.87,15.25
