sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2467,2020Q3,36.99,60,15.51,24.67
2467,2020Q2,38.44,62.6,14.39,22.91
2467,2020Q2,38.44,62.6,14.39,22.91
2467,2020Q2,38.44,62.6,14.39,22.91
2467,2020Q2,38.44,62.6,14.39,22.91
2467,2020Q2,38.44,62.6,14.39,22.91
2467,2020Q2,38.44,62.6,14.39,22.91
2467,2020Q2,38.44,62.6,14.39,22.91
2467,2020Q2,38.44,62.6,14.39,22.91
2467,2020Q2,38.44,62.6,14.39,22.91
2467,2020Q2,38.44,62.6,14.39,22.91
2467,2020Q1,35.33,57.8,16.31,25.79
2467,2020Q1,35.33,57.8,16.31,25.79
2467,2020Q1,35.33,57.8,16.31,25.79
2467,2020Q1,35.33,57.8,16.31,25.79
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q4,37.6,58.7,16.84,26.5
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q3,38.89,59.5,16.85,26.47
2467,2019Q2,39.85,61.1,16.14,25.39
2467,2019Q2,39.85,61.1,16.14,25.39
2467,2019Q2,39.85,61.1,16.14,25.39
2467,2019Q2,39.85,61.1,16.14,25.39
2467,2019Q1,36.79,55.5,18.88,29.49
2467,2019Q1,36.79,55.5,18.88,29.49
2467,2019Q1,36.79,55.5,18.88,29.49
2467,2018Q4,37.91,58.2,17.4,27.19
2467,2018Q4,37.91,58.2,17.4,27.19
2467,2018Q4,37.91,58.2,17.4,27.19
2467,2018Q4,37.91,58.2,17.4,27.19
2467,2018Q3,39.9,59.7,17.26,26.91
2467,2018Q3,39.9,59.7,17.26,26.91
2467,2018Q3,39.9,59.7,17.26,26.91
2467,2018Q3,39.9,59.7,17.26,26.91
2467,2018Q3,39.9,59.7,17.26,26.91
2467,2018Q3,39.9,59.7,17.26,26.91
2467,2018Q2,41.32,61.5,16.61,25.85
2467,2018Q2,41.32,61.5,16.61,25.85
2467,2018Q2,41.32,61.5,16.61,25.85
