ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2537,2020,2019全年,20'06/23,,,,,,,,,,0,0,0,0,0,0,0
1,2537,2019,2018全年,19'06/25,,,,,,,,,,0,0,0,0,0,0,0
2,2537,2018,2017全年,18'06/26,,,,,,,,,,0,0,0,0,0,0,0
3,2537,2017,2016全年,17'06/26,17'08/28,8.59,19'08/27,491,17'10/12,17'08/28,8.59,19'08/27,491,0.4,0,0.4,0.4,0,0.4,0.8
4,2537,2016,2015全年,16'06/13,16'09/07,10.75,,,16'10/19,16'09/07,10.75,,,0.8,0,0.8,0.8,0,0.8,1.6
5,2537,2015,2014全年,15'06/15,15'11/05,8.7,16'03/08,81,15'12/14,15'11/05,8.7,16'03/08,81,0.2,0,0.2,0.8,0,0.8,1
6,2537,2014,2013全年,14'06/11,14'08/28,11.95,,,14'10/01,14'08/28,11.95,,,0.2,0,0.2,0.8,0,0.8,1
7,2537,2013,2012全年,13'06/13,,,,,,,,,,0,0,0,0,0,0,0
8,2537,2012,2011全年,12'06/05,,,,,,,,,,0,0,0,0,0,0,0
9,2537,2011,2010全年,11'06/22,,,,,,,,,,0,0,0,0,0,0,0
10,2537,2010,2009全年,10'05/26,,,,,,,,,,0,0,0,0,0,0,0
11,2537,2009,2008全年,09'06/23,,,,,,,,,,0,0,0,0,0,0,0
12,2537,2008,2007全年,08'06/19,,,,,,,,,,0,0,0,0,0,0,0
13,2537,2007,2006全年,07'06/21,,,,,,,,,,0,0,0,0,0,0,0
14,2537,2006,2005全年,06'05/26,,,,,,,,,,0,0,0,0,0,0,0
15,2537,2005,2004全年,05'06/24,,,,,,,,,,0,0,0,0,0,0,0
16,2537,2004,2003全年,04'06/18,,,,,,,,,,0,0,0,0,0,0,0
17,2537,2003,2002全年,03'06/30,,,,,,,,,,0,0,0,0,0,0,0
18,2537,2002,2001全年,02'06/18,,,,,,,,,,0,0,0,0,0,0,0
19,2537,2001,2000全年,01'06/20,,,,,,,,,,0,0,0,0,0,0,0
20,2537,2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
21,2537,1999,1998全年,,,,,,,,,,,0,0,0,0,0,0,0
22,2537,1998,1997全年,98'06/03,,,,,,98'11/11,,00'01/31,324,0,0,0,0.67,1,1.66,1.66
23,2537,1997,1996全年,,,,,,,,,,,0.5,0,0.5,0.7,0.8,1.5,2
24,2537,1996,1995全年,96'03/25,96'06/15,20,,,,96'06/15,20,,,0.5,0,0.5,0.8,0,0.8,1.3
25,2537,1995,1994全年,95'03/28,,,,,,95'12/25,,,,0,0,0,1.3,0,1.3,1.3
26,2537,1994,1993全年,94'05/31,,,,,,94'07/19,,,,0,0,0,1,0,1,1
27,2537,1993,1992全年,,,,,,,,,,,0,0,0,1,0,1,1
