ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2204,2020,2019全年,20'06/24,,,,,,,,,,0,0,0,0,0,0,0
1,2204,2019,2018全年,19'06/26,19'07/18,26.65,19'10/07,49,19'08/21,,,,,1.7,0,1.7,0,0,0,1.7
2,2204,2018,2017全年,18'06/27,18'07/19,26.75,19'03/29,170,18'08/22,,,,,1.8,0,1.8,0,0,0,1.8
3,2204,2017,2016全年,17'06/28,17'07/20,26.65,18'04/16,181,17'08/23,,,,,1.6,0,1.6,0,0,0,1.6
4,2204,2016,2015全年,16'06/24,16'07/21,23.9,16'11/28,89,16'08/24,,,,,1.5,0,1.5,0,0,0,1.5
5,2204,2015,2014全年,15'06/24,15'07/22,23.4,16'07/01,233,15'08/26,,,,,1.15,0,1.15,0,0,0,1.15
6,2204,2014,2013全年,14'06/24,14'07/17,28.9,19'10/07,1276,14'08/20,,,,,1.1,0,1.1,0,0,0,1.1
7,2204,2013,2012全年,13'06/18,13'07/11,25.15,13'09/10,43,,,,,,0.9,0,0.9,0,0,0,0.9
8,2204,2012,2011全年,12'06/19,12'07/12,24.85,12'08/01,15,,,,,,1.2,0,1.2,0,0,0,1.2
9,2204,2011,2010全年,11'06/22,11'07/12,31.1,11'07/18,5,,,,,,1,0,1,0,0,0,1
10,2204,2010,2009全年,10'06/23,10'07/29,20.2,10'07/29,1,,,,,,0.3,0,0.3,0,0,0,0.3
11,2204,2009,2008全年,09'06/16,,,,,,,,,,0,0,0,0,0,0,0
12,2204,2008,2007全年,08'06/25,08'07/22,18.45,08'07/23,2,,,,,,0.4,0,0.4,0,0,0,0.4
13,2204,2007,2006全年,07'06/25,07'08/21,27.4,07'08/23,3,,07'08/21,27.4,07'08/23,3,0.95,0,0.95,0.05,0,0.05,1
14,2204,2006,2005全年,,06'08/07,26.25,06'09/27,38,,06'08/07,26.25,06'09/27,38,1.5,0,1.5,0.15,0,0.15,1.65
15,2204,2005,2004全年,05'06/16,05'08/04,30.6,05'12/21,97,,05'08/04,30.6,05'12/21,97,2,0,2,0.1,0,0.1,2.1
16,2204,2004,2003全年,04'06/24,04'07/28,39.4,04'09/03,26,,,,,,2.53,0,2.53,0,0,0,2.53
17,2204,2003,2002全年,03'06/18,03'07/24,60.5,03'07/28,3,,03'07/24,60.5,03'07/28,3,3.75,0,3.75,0.25,0,0.25,4
18,2204,2002,2001全年,02'06/19,,,,,,,,,,1.25,0,1.25,0.25,0,0.25,1.5
19,2204,2001,2000全年,01'05/23,01'06/28,22.25,02'03/05,164,,01'06/28,22.25,02'03/05,164,1.15,0,1.15,0.85,0,0.85,2
20,2204,2000,1999全年,00'05/31,00'07/03,26.4,00'07/06,4,,00'07/03,26.4,00'07/06,4,1.5,0,1.5,0.5,0,0.5,2
21,2204,1999,1998全年,99'05/15,99'07/16,42.19,02'10/18,838,,99'07/16,42.19,02'10/18,838,3,0,3,0.5,0,0.5,3.5
22,2204,1998,1997全年,98'05/16,98'07/03,68,,,,98'07/03,68,,,0.5,0,0.5,3,0,3,3.5
23,2204,1997,1996全年,97'06/07,97'07/17,57.14,97'07/19,3,,97'07/17,57.14,97'07/19,3,1.5,0,1.5,0.5,0,0.5,2
24,2204,1996,1995全年,96'05/11,96'06/11,39.21,96'11/16,126,,96'06/11,39.21,96'11/16,126,0.5,0,0.5,1.5,0,1.5,2
25,2204,1995,1994全年,95'05/27,95'06/23,43.1,97'02/15,472,,95'06/23,43.1,97'02/15,472,1,0,1,3,0,3,4
26,2204,1994,1993全年,94'05/14,94'06/17,60.5,94'09/01,62,,94'08/06,54.54,94'08/30,20,1.5,0,1.5,1,0,1,2.5
27,2204,1993,1992全年,93'05/22,93'06/29,67,93'12/17,139,,93'07/30,58.63,93'12/14,110,3,0,3,1,0,1,4
28,2204,1992,1991全年,92'05/30,92'07/21,75,92'08/21,28,,92'08/29,72.72,92'09/14,9,2,0,2,1,0,1,3
29,2204,1991,1990全年,91'05/04,91'08/20,69.61,93'03/05,434,,91'08/20,69.61,93'03/05,434,0.5,0,0.5,3,0,3,3.5
30,2204,1990,1989全年,,,,,,,,,,,0,0,0,5,0,5,5
31,2204,1989,1988全年,,,,,,,,,,,2,0,2,3,0,3,5
32,2204,1987,1986全年,,,,,,,,,,,0,0,0,3,0,3,3
