ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,1583,2020,2019全年,,20'08/13,57.8,20'08/13,1,20'09/04,,,,,2,1,3,0,0,0,3
1,1583,2019,2018全年,19'06/14,19'09/02,52.1,19'11/20,54,19'09/25,,,,,3,0,3,0,0,0,3
2,1583,2018,2017全年,18'06/14,18'09/05,63.1,,,18'09/28,,,,,2.5,0,2.5,0,0,0,2.5
3,1583,2017,2016全年,17'06/19,17'08/18,60.8,17'08/18,1,17'09/15,,,,,1,0,1,0,0,0,1
4,1583,2016,2015全年,16'06/28,16'09/01,53.2,16'09/21,14,16'09/30,16'09/01,53.2,16'09/21,14,0.5,0,0.5,1,0,1,1.5
5,1583,2015,2014全年,15'06/25,15'10/15,65.1,15'11/09,18,15'11/12,,,,,3.5,0,3.5,0,0,0,3.5
6,1583,2014,2013全年,14'06/24,14'08/27,81.9,15'02/02,111,14'10/09,14'08/27,81.9,15'02/02,111,2.7,0,2.7,0.3,0,0.3,3
7,1583,2013,2012全年,13'06/14,13'07/18,39.25,13'08/14,20,,,,,,2.03,0,2.03,0,0,0,2.03
8,1583,2012,2011全年,12'06/22,12'07/10,46,13'10/31,326,,,,,,2.5,0,2.5,0,0,0,2.5
9,1583,2011,2010全年,11'06/15,11'08/03,36.05,11'10/28,61,,11'08/03,36.05,11'10/28,61,1,0,1,0.5,0,0.5,1.5
10,1583,2010,2009全年,10'06/23,10'08/06,34.2,10'08/10,3,,,,,,0.5,0,0.5,0,0,0,0.5
11,1583,2009,2008全年,09'06/19,09'08/11,28.1,09'08/14,4,,09'08/11,28.1,09'08/14,4,0.5,0,0.5,0.5,0,0.5,1
12,1583,2008,2007全年,08'06/12,08'07/25,42.15,12'02/02,877,,08'07/25,42.15,12'02/02,877,4.12,0,4.12,0.52,0,0.52,4.64
13,1583,2007,2006全年,07'06/13,07'08/10,,14'03/03,1629,,07'08/10,,14'03/03,1629,2.5,0,2.5,1,0,1,3.5
