ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,1733,2020,2019全年,20'05/29,20'07/01,26.4,20'07/08,6,20'07/29,,,,,1.11,0,1.11,0,0,0,1.11
1,1733,2019,2018全年,19'05/31,19'07/01,30.4,19'07/02,2,19'07/26,,,,,0.85,0,0.85,0,0,0,0.85
2,1733,2018,2017全年,18'05/25,18'07/04,27.15,18'08/06,24,18'07/27,,,,,0.75,0.75,1.5,0,0,0,1.5
3,1733,2017,2016全年,17'06/02,17'06/29,32.65,17'07/21,17,17'07/26,,,,,0.32,1.18,1.5,0,0,0,1.5
4,1733,2016,2015全年,16'05/31,16'06/30,50.5,,,16'07/27,,,,,2.24,0,2.24,0,0,0,2.24
5,1733,2015,2014全年,15'06/09,15'07/21,42.4,15'11/17,83,15'08/14,,,,,2.5,0,2.5,0,0,0,2.5
6,1733,2014,2013全年,14'06/17,14'07/24,59.7,,,14'08/15,,,,,3.3,0,3.3,0,0,0,3.3
7,1733,2013,2012全年,13'05/10,13'06/13,76.7,13'10/07,81,,,,,,4.5,0,4.5,0,0,0,4.5
8,1733,2012,2011全年,12'05/08,12'05/24,79,13'04/24,228,,,,,,4.99,0,4.99,0,0,0,4.99
9,1733,2011,2010全年,11'05/24,11'06/10,70.2,12'02/14,170,,,,,,4.2,0,4.2,0,0,0,4.2
10,1733,2010,2009全年,10'05/21,10'06/10,61.8,10'08/03,38,,,,,,3.1,0,3.1,0,0,0,3.1
11,1733,2009,2008全年,09'05/21,09'07/01,57,09'11/26,106,,09'07/01,57,09'11/26,106,1.5,0,1.5,1.5,0,1.5,3
12,1733,2008,2007全年,08'06/27,08'08/06,56.2,08'08/07,2,,,,,,4,0,4,0,0,0,4
13,1733,2007,2006全年,07'06/13,07'07/19,101,,,,07'07/19,101,,,2.34,0,2.34,1,0,1,3.34
14,1733,2006,2005全年,06'05/08,06'06/14,25.2,06'06/15,2,,06'06/14,25.2,06'06/15,2,1.96,0,1.96,0.15,0.15,0.3,2.26
15,1733,2005,2004全年,05'05/16,05'06/02,22.25,05'06/23,16,,,,,,2,0,2,0,0,0,2
16,1733,2004,2003全年,04'05/14,04'07/14,27.9,06'04/18,435,,04'07/14,27.9,06'04/18,435,0.88,0,0.88,1.32,0.3,1.62,2.5
17,1733,2003,2002全年,03'05/16,03'07/17,32.7,03'11/19,88,,03'07/17,32.7,03'11/19,88,0.62,0,0.62,0.98,0.5,1.48,2.1
18,1733,2002,2001全年,02'05/18,,,,,,02'07/04,60,07'06/28,1239,0,0,0,2.82,0.28,3.1,3.1
19,1733,2001,2000全年,01'05/18,,,,,,,,,,0,0,0,2.85,0.25,3.1,3.1
20,1733,2000,1999全年,00'05/16,,,,,,,,,,0,0,0,0,0,0,0
21,1733,1999,1998全年,99'06/01,,,,,,,,,,0,0,0,0,0,0,0
22,1733,1998,1997全年,,,,,,,,,,,0,0,0,0,0,0,0
