sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1515,2020Q3,46.49,58.1,18.34,33.53
1515,2020Q2,37.42,54.7,16.98,31.04
1515,2020Q1,30.24,46.5,19.03,34.75
1515,2019Q4,34.53,50,18.9,34.51
1515,2019Q3,37.74,53.8,17.75,32.41
1515,2019Q2,34.38,52.6,16.94,30.95
1515,2019Q1,40.5,54.4,18.58,33.93
1515,2018Q4,44.61,63.6,13.93,25.5
1515,2018Q3,34,58.3,13.28,24.31
1515,2018Q2,32.55,57.7,13.01,23.82
1515,2018Q1,32.32,56.4,13.63,24.95
1515,2017Q4,39.2,61.4,13.48,24.67
1515,2017Q3,38.57,61.7,13.11,23.98
1515,2017Q2,32.49,59.1,12.29,22.48
1515,2017Q1,28.57,55.6,12.46,22.8
1515,2016Q4,30.85,57,12.71,23.27
1515,2016Q3,32.02,57.7,12.78,23.44
1515,2016Q2,31.36,57.7,12.54,23.01
1515,2016Q1,29.56,55,13.18,24.17
1515,2015Q4,32.38,57,13.31,24.39
1515,2015Q3,35.04,58.9,13.35,24.49
1515,2015Q2,31.07,57.4,12.59,23.08
1515,2015Q1,30.97,56.5,13.02,23.87
1515,2014Q4,33.48,58.6,12.91,23.66
1515,2014Q3,31.37,58.5,12.14,22.28
1515,2014Q2,29.95,57.7,11.98,22
1515,2014Q1,27.6,54.1,12.78,23.43
1515,2013Q4,28.92,54.7,13.09,24
1515,2013Q3,28.22,56.1,12.03,22.09
1515,2013Q2,24.31,53.3,11.6,21.31
1515,2013Q1,28.49,58.2,11.14,20.48
1515,2012Q4,30.28,60.5,10.87,19.74
1515,2012Q3,29.39,59.4,8.78,20.13
1515,2012Q2,29.54,60.1,8.64,19.64
1515,2012Q1,27.91,58.3,8.8,19.98
1515,2011Q4,27.08,58.7,8.28,19.07
1515,2011Q3,28.53,58.9,8.59,19.92
1515,2011Q2,25.59,55.6,8.81,20.43
1515,2011Q1,26.28,55.3,9.18,21.25
1515,2010Q4,27.25,55.5,9.46,21.87
1515,2010Q3,30.33,56.4,10.14,23.46
1515,2010Q2,27.94,55.1,9.82,22.72
1515,2010Q1,30.34,56.9,9.92,22.97
1515,2009Q4,29.44,55.8,9.9,23.3
1515,2009Q3,30.85,61.6,8.1,19.21
1515,2009Q2,30.39,63.2,7.45,17.71
1515,2009Q1,31.17,64.2,7.41,17.36
1515,2008Q4,33.82,66.3,7.33,17.16
1515,2008Q3,38.02,65.2,8.71,20.34
1515,2008Q2,37.03,63.3,9.21,21.47
1515,2008Q1,36.28,60.5,10.26,23.7
1515,2007Q4,41.38,58.3,11.42,29.59
1515,2007Q2,42.69,58.2,11.93,30.71
1515,2006Q4,46.99,61.4,11.38,29.52
1515,2006Q2,44.28,60.1,11.14,29.42
1515,2005Q4,41.45,58.4,11.17,29.52
1515,2005Q2,37.29,56.5,11.25,28.76
1515,2004Q4,38.65,56.6,12.79,29.62
1515,2003Q4,37.94,55.4,12.1,30.54
1515,2002Q4,36.88,54.2,12.46,31.12
1515,2001Q4,36.66,55.4,11.82,29.52
1515,2000Q4,39.8,57.2,11.94,29.82
