sid,季度,股票報酬率,負債/淨值比,淨值報酬率,季成交量(百萬股),t+1季周轉率,t+1季底個股市值,季底收盤價,淨值股價比,益本比,每股淨值(元),稅後EPS,稅後淨利,t+1季新淨值股價比,t+1季新益本比,成長指標0.02,成長指標0.04,成長指標0.06,成長指標0.08,成長指標0.1,成長指標0.15,成長指標0.2,成長指標0.3
1726,2020Q3,1.0494186046511629,0.150017732592505,2.7,1980.0,1.2222222222222223,11178.0,69,0.7627536231884058,0.020144927536231882,52.22,1.39,2.24,0.7381486676016831,0.019495091164095372,3.680013481206818,3.660134924828087,3.640363747676558,3.620699369715218,3.601141214040279,3.552706789498973,3.5049237955295927,3.4112771708519185
1726,2020Q2,1.0817610062893082,0.216949981655864,2.34,1190.0,0.7345679012345679,11145.599999999999,68.8,0.754796511627907,0.01758720930232558,50.48,1.21,1.96,0.7526086956521739,0.017536231884057972,3.3212614488834804,3.3026280274968856,3.2840991460261972,3.265674217966458,3.2473526601032052,3.2019972121851183,3.157275239245319,3.069696451150081
1726,2020Q1,0.9046941678520627,0.15212291813277035,2.17,1660.0,1.0246913580246915,10303.199999999999,63.6,0.8034591194968553,0.017767295597484276,52.63,1.13,1.83,0.742732558139535,0.016424418604651162,3.15615655866063,3.1423735718537884,3.1286507755735538,3.1149879069669204,3.101384704328768,3.0676360292047464,3.0342546007080253,2.9685775418533322
1726,2019Q4,1.0042857142857142,0.16236776417449186,2.64,1770.0,1.0925925925925926,11388.599999999999,70.3,0.7190611664295875,0.01934566145092461,51.93,1.36,2.21,0.7948113207547169,0.02138364779874214,3.616068929035969,3.5922951921811377,3.5686777550471174,3.5452155900460753,3.5219076763460255,3.4643061027686075,3.407646615578314,3.2970925202417076
1726,2019Q3,0.98,0.16477410002416043,1.97,1710.0,1.0555555555555556,11340.0,70,0.7614285714285713,0.014285714285714285,51.1,1,1.63,0.7581792318634424,0.01422475106685633,2.9538540479069053,2.9377958708202057,2.921824991564464,2.9059409355583337,2.8901432308004593,2.851023681224055,2.812433634525831,2.736813478417631
1726,2019Q2,1.0026737967914439,0.24554334554334553,1.87,910.0,0.5617283950617284,12150.0,75,0.6942666666666667,0.012933333333333333,50.55,0.97,1.57,0.7438571428571429,0.013857142857142856,2.8491310323081294,2.828413811589264,2.8078472344278365,2.7874302054316753,2.767161637173662,2.717132667211565,2.6680081972981258,2.5724076415429384
1726,2019Q1,1.0609929078014184,0.1620150550086856,1.67,940.0,0.5802469135802469,12117.6,74.8,0.6862299465240642,0.011764705882352941,53.3,0.88,1.42,0.6844,0.011733333333333333,2.649968153142901,2.6300865965062163,2.6103542025278936,2.590769852105488,2.5713324345326916,2.5233745078320817,2.4763110445242766,2.3848010886804496
1726,2018Q4,0.8867924528301887,0.18956727919383523,1.68,1600.0,0.9876543209876544,11421.0,70.5,0.719290780141844,0.012340425531914893,52.07,0.87,1.4,0.6779411764705883,0.011631016042780749,2.662397420875229,2.6449104577175646,2.6275383511467036,2.610280346770051,2.5931356951499565,2.5507651105545914,2.5090868408436,2.4277621825457376
1726,2018Q3,1.0246913580246915,0.1893939393939394,2.22,1020.0,0.6296296296296298,12878.999999999998,79.5,0.66,0.014339622641509432,51.33,1.14,1.84,0.7442553191489362,0.016170212765957447,3.1933516866300824,3.166923911336396,3.1407148489736696,3.1147226895013085,3.0889456378583824,3.0254324591343686,2.9632252029951323,2.8426216039701346
1726,2018Q2,0.9914320685434517,0.26013390139987824,2.82,1480.0,0.9135802469135802,13122.0,81,0.6306172839506172,0.017901234567901235,50.71,1.45,2.36,0.6425157232704403,0.018238993710691823,3.784937219705635,3.7501962714955552,3.7157742013572843,3.6816680823924517,3.647875014567922,3.564743151808762,3.483505791075633,3.3265428634469805
1726,2018Q1,1.008641975308642,0.1771764705882353,2.22,3310.0,2.04320987654321,13235.4,81.7,0.6127294981640147,0.014075887392900855,52.47,1.15,1.86,0.6180246913580247,0.01419753086419753,3.1886088523564777,3.157523730846613,3.1267416520817273,3.0962596617576126,3.0660748343709927,2.991893911738539,2.919507729802208,2.779946950030477
1726,2017Q4,1.0099750623441397,0.19444108761329304,2.48,5230.0,3.2283950617283956,13122.0,81,0.6045679012345679,0.015555555555555555,51.08,1.26,2.03,0.5993880048959608,0.015422276621787025,3.4451500796697783,3.4106491584622645,3.3764937413798655,3.342680368425101,3.309205614250098,3.226978015726996,3.1467936199380366,2.9923526189613043
1726,2017Q3,1.0144578313253012,0.18631319358816276,2.09,4800.0,2.962962962962963,12992.4,80.2,0.6413965087281795,0.012842892768079801,50.06,1.03,1.68,0.6350617283950617,0.01271604938271605,3.062675689455369,3.0355930028417215,3.0087498035223827,2.982143973754569,2.955773414522313,2.8908627172844574,2.8273775009698694,2.7045589806424846
1726,2017Q2,1.031055900621118,0.252615656120005,2.56,4030.0000000000005,2.4876543209876543,13446.0,83,0.6162650602409638,0.015542168674698795,48.97,1.29,2.09,0.6377805486284289,0.016084788029925186,3.5256999451617994,3.491730366099415,3.458088078729353,3.424769929646279,3.3917727958274337,3.310664178954153,3.231495140032317,3.0787913780365663
1726,2017Q1,1.00625,0.17772710908436337,2.54,3250.0,2.006172839506173,13041.0,80.5,0.6109316770186335,0.016149068322981366,51.44,1.3,2.11,0.5925301204819277,0.01566265060240964,3.5052832284337323,3.4709069241635055,3.4368677482273586,3.403162394408522,3.3697875889142863,3.2877755286897066,3.207759433446542,3.053522013291209
1726,2016Q4,1.0582010582010584,0.1917692493362298,3.33,2840.0,1.7530864197530867,12960.0,80,0.601,0.020874999999999998,51.15,1.67,2.7,0.5972670807453416,0.02074534161490683,4.286130459570943,4.242705384864162,4.199720272760264,4.157170665763362,4.115052151538836,4.011613343066901,3.9107746443151044,3.716637786206096
1726,2016Q3,1.0516556291390728,0.18476214384335385,3.4,3420.0,2.111111111111111,12247.199999999997,75.6,0.6670634920634921,0.021957671957671957,49.18,1.66,2.68,0.630375,0.020749999999999998,4.364515296678444,4.329316767031848,4.294402103153857,4.259769015750702,4.225415233991096,4.1407380043042155,4.057757704464551,3.8967525500657394
1726,2016Q2,0.972938144329897,0.2643471562459879,3.44,3940.0,2.432098765432099,12231.0,75.5,0.6490066225165563,0.0223841059602649,48.08,1.69,2.74,0.6481481481481483,0.022354497354497356,4.401776147162984,4.36388136255248,4.326312813228065,4.289067690638037,4.252143210409446,4.161216763460745,4.072234658070079,3.8999380523663785
1726,2016Q1,1.1007092198581558,0.17321581588933774,3.02,5720.0,3.530864197530864,12571.199999999999,77.6,0.6166237113402062,0.019329896907216496,50.43,1.5,2.43,0.6337748344370862,0.019867549668874173,3.9813142423934633,3.943000770319661,3.9050560011547426,3.8674763867516027,3.8302584131081012,3.7387729009434545,3.6494725152202467,3.4772196031913274
1726,2015Q4,1.1084905660377358,0.19526329050138574,2.83,21500.0,13.271604938271606,11421.0,70.5,0.6514893617021277,0.01943262411347518,49,1.37,2.22,0.5918814432989691,0.017654639175257735,3.7973175856782047,3.7649140591386296,3.7327870405572403,3.7009341704176792,3.669353109337972,3.591574448751574,3.5154444493494106,3.367991389275503
1726,2015Q3,0.8120481927710844,0.18075087085537347,3.51,10800.0,6.666666666666668,10303.199999999999,63.6,0.7649371069182389,0.025943396226415092,47.85,1.65,2.67,0.6900709219858155,0.023404255319148935,4.485894509282104,4.461917859957279,4.438069363381401,4.414348334591075,4.39075409228397,4.332318739139844,4.274661086232468,4.1616376180714525
1726,2015Q2,0.9822485207100592,0.2913978494623656,3.06,5340.0,3.2962962962962967,13446.0,83,0.5739759036144578,0.017469879518072287,45.93,1.45,2.35,0.7490566037735849,0.02279874213836478,4.015169713415915,3.970834440278926,3.92698871467901,3.8836271310604067,3.840744343555193,3.7355975564095765,3.6333293380668006,3.437115542722462
1726,2015Q1,1.0355392156862746,0.20667343313879727,2.78,3100.0,1.9135802469135803,13688.999999999998,84.5,0.5416568047337278,0.015857988165680473,48.65,1.34,2.17,0.5514457831325301,0.016144578313253014,3.7339309624060864,3.6884233947129217,3.643470453963372,3.5990653805993635,3.5552014974454527,3.447866409398433,3.343771874983701,3.144916078586784
1726,2014Q4,0.9368541905855339,0.20704845814977973,3.29,3840.0,2.3703703703703702,13219.199999999999,81.6,0.5400735294117648,0.018872549019607845,47.64,1.54,2.49,0.5215384615384615,0.018224852071005916,4.2374672042966655,4.185577694053565,4.134323591978472,4.083697117239804,4.0336905842854325,3.911336906873593,3.79269457569999,3.566097062720626
1726,2014Q3,1.094724220623501,0.1889413351314902,3.32,6690.0,4.129629629629631,14110.199999999997,87.1,0.5378874856486797,0.017106773823191736,45.77,1.49,2.42,0.5741421568627452,0.01825980392156863,4.266753718200358,4.214163724948283,4.1622219311407775,4.110920347377312,4.060251082730939,3.9362934074205,3.816120105281888,3.5866680067828907
1726,2014Q2,1.0651340996168583,0.29247793808656675,3.9,7800.0,4.814814814814815,13510.8,83.4,0.5410071942446042,0.02134292565947242,44.07,1.78,2.87,0.5180252583237658,0.020436280137772676,4.840164709670134,4.781060085048199,4.7226772037679146,4.665007252416548,4.6080415252044515,4.468652011799758,4.333478917960931,4.075275673992249
1726,2014Q1,1.0,0.1840822242719726,3.45,5870.0,3.6234567901234573,12684.599999999999,78.3,0.5530012771392081,0.02017879948914432,46.85,1.58,2.57,0.5191846522781773,0.01894484412470024,4.397587947312211,4.345793203223736,4.294608497080454,4.244026643861936,4.194040543172841,4.071635864373654,3.952803612983716,3.7254423847311893
1726,2013Q4,1.154867256637168,0.2126027397260274,3.62,8700.0,5.37037037037037,12684.599999999999,78.3,0.5361430395913155,0.020561941251596424,45.12,1.61,2.61,0.5361430395913155,0.020561941251596424,4.5627596155201395,4.5062284218661235,4.450397632380909,4.395258569271441,4.34080266225986,4.207596414789824,4.07847786854595,3.832005971807832
1726,2013Q3,0.9767123287671232,0.20733447488584475,3.68,14600.0,9.012345679012345,10983.599999999999,67.8,0.6505899705014749,0.02330383480825959,43.3,1.58,2.56,0.5633461047254151,0.02017879948914432,4.639936107986974,4.600215189359253,4.5608343080380624,4.521790553079399,4.483081038458867,4.3877508362151385,4.294447777219965,4.113751581347575
1726,2013Q2,1.01813110181311,0.3111666911872885,2.62,16500.0,10.185185185185187,11826.0,73,0.5767123287671233,0.015342465753424659,41.98,1.12,1.81,0.6209439528023599,0.01651917404129794,3.5803687282564103,3.5411713343305036,3.502403068186453,3.464059231791182,3.426135178545047,3.3331315609161805,3.242652558470691,3.0689961332529103
1726,2013Q1,1.231958762886598,0.20952380952380953,3.51,9890.0,7.7265625,2649.6,20.7,0.5767085076708508,0.025120772946859906,44.11,0.52,0.66,0.5664383561643835,0.02849315068493151,5.538691221362284,5.478053650999221,5.418079940525178,5.358762822004624,5.300095107071357,5.15622049457749,5.016251454286024,4.747608890839453
