sid,季度,股票報酬率,負債/淨值比,淨值報酬率,季成交量(百萬股),t+1季周轉率,t+1季底個股市值,季底收盤價,淨值股價比,益本比,每股淨值(元),稅後EPS,稅後淨利,t+1季新淨值股價比,t+1季新益本比,成長指標0.02,成長指標0.04,成長指標0.06,成長指標0.08,成長指標0.1,成長指標0.15,成長指標0.2,成長指標0.3
1453,2021Q1,0.9194630872483223,--,-,1930.0,-,-,8.22,1.5510948905109487,-,--,-,-,-,-,-,-,-,-,-,-,-,-
1453,2020Q4,1.0592417061611374,--,-,7400.0,-,-,8.94,1.4217002237136467,-,--,-,-,1.5462287104622872,-,-,-,-,-,-,-,-,-
1453,2020Q3,1.2581366459627326,0.01080246913580247,2.26,9870.0,9.772277227722771,852.4399999999998,8.44,1.4573459715639812,0.03317535545023697,12.75,0.28,0.29,1.3758389261744968,0.031319910514541395,3.2846481379154584,3.309482634942174,3.33450490010011,3.359716353062514,3.385118424236474,3.4494670417033033,3.515038879173382,3.6499456661955025
1453,2020Q2,1.267716535433071,0.00947119179163378,3.23,3680.0,3.732251521298175,793.73,8.05,1.5937888198757764,0.050931677018633534,12.71,0.41,0.4,1.5201421800947867,0.0485781990521327,4.26961762820943,4.309606309956669,4.349969520480752,4.390710767569347,4.431833591863601,4.536333588400825,4.64329763261717,4.864851637175769
1453,2020Q1,0.7927590511860174,0.037520391517128875,-4.11,2350.0,2.3833671399594323,626.1099999999999,6.35,2.0913385826771655,-0.08188976377952757,12.3,-0.52,-0.51,1.6496894409937886,-0.06459627329192547,-3.156231689928762,-3.203150636820119,-3.2507670570891167,-3.2990913190228714,-3.348133945038221,-3.4739538240509864,-3.604501901581093,-3.880500055189219
1453,2019Q4,1.0100882723833544,0.030516431924882632,-3.4,2320.0,2.3529411764705883,789.7860000000001,8.01,1.8352059925093633,-0.05617977528089888,12.83,-0.45,-0.44,2.3149606299212597,-0.07086614173228346,-2.429321188442357,-2.4590005985895775,-2.4890426068942078,-2.5194516432766245,-2.550232191778258,-2.6288388512137115,-2.7098684299925573,-2.8794973773544275
1453,2019Q3,1.7409440175631175,0.023449319213313162,-0.64,4140.0,4.198782961460446,781.8979999999999,7.93,1.858764186633039,-0.007566204287515763,13.28,-0.06,-0.09,1.84019975031211,-0.00749063670411985,0.36449114896261536,0.36903832686690957,0.37364223269711405,0.3783035741575777,0.3830230677815541,0.3950810007694844,0.40751852903553604,0.4335805476917149
1453,2019Q2,0.9848648648648648,0.02329075882794891,-0.27,2520.0,2.809364548494983,817.167,9.11,1.6048298572996706,-0.0043907793633369925,14.7,-0.04,-0.04,1.8436317780580076,-0.005044136191677175,0.7369388291907096,0.7439436136561284,0.7510149803173327,0.7581535620544368,0.7653599977632366,0.7836771958695306,0.8024327755837554,0.8413012977067544
1453,2019Q1,1.004343105320304,0.013493253373313342,0.82,4580.0,5.105908584169453,829.7250000000001,9.25,1.6054054054054054,0.012972972972972972,14.74,0.12,0.11,1.6300768386388584,0.013172338090010977,1.8373127228314445,1.8547901326803826,1.8724337961296096,1.890245294664017,1.9082262248123467,1.9539304281438836,2.0007292994843855,2.0977165483662312
1453,2018Q4,1.032511210762332,0.01436130007558579,-1.59,3110.0,3.4671125975473798,826.1370000000001,9.21,1.6069489685124863,-0.024972855591748097,14.62,-0.23,-0.21,1.6,-0.024864864864864868,-0.5956238141721754,-0.6013012339135765,-0.6070327701865083,-0.6128189388237113,-0.6186602605747863,-0.6335083221629816,-0.648712742397394,-0.6802250749995864
1453,2018Q3,0.9622437971952535,0.011895910780669147,0.32,5800.0,6.465997770345596,800.124,8.92,1.6603139013452914,0.005605381165919283,14.85,0.05,0.04,1.6080347448425623,0.0054288816503800215,1.3334530690829276,1.3470432480656658,1.360771934333786,1.3746405395146204,1.3886504896224106,1.4243032387095456,1.4608713502489097,1.5368482695443184
1453,2018Q2,0.9316582914572864,0.020149253731343283,-0.07,25200.0,28.093645484949832,831.519,9.27,1.1725997842502696,-0.0010787486515641857,14.8,-0.01,-0.01,1.218609865470852,-0.0011210762331838565,0.9329662742746505,0.9359420096063681,0.938927236171594,0.9419219842430181,0.9449262841898868,0.9524790236851881,0.9600921317773191,0.9755013876992358
1453,2018Q1,0.9851485148514851,0.012677106636838182,2,34000.0,25.56390977443609,2866.15,21.55,1.107537688442211,0.017633410672853827,14.81,0.38,0.5,1.1887810140237325,0.018536585365853658,31.364004523583546,31.428139928286555,31.49240648174428,31.55680445213928,31.621334108202483,31.783236141667302,31.945967117653982,32.27393289575037
1453,2017Q4,0.9610389610389609,0.3755060728744939,-1.34,22300.0,24.860646599777034,905.97,10.1,1.0910891089108912,-0.01485148514851485,10.87,-0.15,-0.14,1.107537688442211,-0.015075376884422112,-0.3405933164646812,-0.341187668295325,-0.34178305729869496,-0.3423794852847079,-0.3429769540664387,-0.3444751914289009,-0.3459799735902705,-0.3490092867940526
1453,2017Q3,0.9891172914147521,0.17482517482517482,0.2,10900.0,12.151616499442586,733.746,8.18,1.3471882640586796,0.0024449877750611247,11.02,0.02,0.02,1.0910891089108912,0.0019801980198019802,1.2071738298592223,1.2143905462474858,1.2216504055486757,1.2289536656793894,1.236300586098099,1.2548606176223809,1.2736992826554194,1.3122293080496863
1453,2017Q2,1.03375,0.1958041958041958,-0.78,12500.0,13.935340022296543,741.819,8.27,1.3349455864570736,-0.009673518742442565,11.02,-0.08,-0.08,1.3496332518337408,-0.009779951100244499,0.22127479756304935,0.22255698198440216,0.22384659606746285,0.22514368286366152,0.2264482856738913,0.2297429616909586,0.23308557311201952,0.23991740202969672
1453,2017Q1,1.0139416983523448,0.2037962037962038,-0.77,1660.0,1.8506131549609808,717.6,8,1.39,-0.01125,11.02,-0.09,-0.08,1.3446191051995162,-0.010882708585247884,0.2315197964900443,0.23304963550778934,0.23458958341235828,0.23613970700136294,0.23770007351380104,0.2416462478579293,0.24565793455854973,0.2538822134948513
1453,2016Q4,0.9669117647058822,0.17347956131605186,-0.98,1180.0,1.3154960981047936,707.7330000000001,7.89,1.4372623574144487,-0.01394169835234474,11.04,-0.11,-0.1,1.4175,-0.01375,0.02014562366218006,0.020292307636909434,0.020440059644517974,0.02058888746154863,0.020738798921166805,0.021118370427454503,0.021504889034629448,0.02229927847555923
1453,2016Q3,1.1601895734597156,0.15445544554455445,-0.07,1970.0,2.196209587513935,731.952,8.16,1.394607843137255,-0.0012254901960784314,11.12,-0.01,-0.01,1.4423320659062107,-0.001267427122940431,0.9362072298097363,0.9424558894064736,0.9487462553108666,0.9550786058891906,0.9614532213656604,0.9775765248683372,0.9939702116929091,1.0275869483587685
1453,2016Q2,0.9409141583054625,0.134786917740337,-0.55,2370.0,2.696245733788396,741.8759999999999,8.44,1.3388625592417063,-0.007109004739336493,11.34,-0.06,-0.05,1.3848039215686274,-0.007352941176470588,0.4526340630105095,0.4552835444386709,0.4579485345357812,0.4606291240814207,0.4633254043865458,0.4701353562816358,0.47704540077768043,0.4911716738356902
1453,2016Q1,1.0640569395017794,0.13820335636722605,0.54,3530.0,4.0159271899886235,788.463,8.97,1.269788182831661,0.00668896321070234,11.38,0.06,0.06,1.3495260663507112,0.007109004739336493,1.5473741823416851,1.5547836754399993,1.5622286483780317,1.5697092710485148,1.5772257141577002,1.5961746639962548,1.615351268441732,1.6543984142750372
1453,2015Q4,0.9734411085450346,0.1312127236580517,-0.83,5390.0,6.131968145620022,740.9969999999998,8.43,1.3748517200474497,-0.011862396204033216,11.3,-0.1,-0.09,1.2920847268673354,-0.011148272017837236,0.17108582903412434,0.1721785935076095,0.1732783377186992,0.17438510624858009,0.1754989439631893,0.17831476295640508,0.18117576077761555,0.187036204048229
1453,2015Q3,0.8367149758454107,0.1242603550295858,-0.9,51900.0,59.044368600682596,761.2139999999999,8.66,1.2217090069284064,-0.012702078521939953,11.39,-0.11,-0.09,1.255041518386714,-0.013048635824436538,0.10040130448635534,0.10080421942561839,0.10120875128060888,0.1016149065400822,0.10202269171883335,0.10304932855208844,0.10408629625556112,0.10619164115036273
1453,2015Q2,1.1694915254237288,0.11639185257032007,8.96,40000.0,45.50625711035268,909.7649999999999,10.35,1.0396135265700484,0.09758454106280194,11.59,1.01,0.89,1.2424942263279446,0.11662817551963048,9.967741734976293,9.975489487468698,9.983243262154518,9.991003063714706,9.998768896833845,10.018209898477549,10.037688700029305,10.076759996983286
1453,2015Q1,0.9536637931034483,0.40402969247083775,-1.75,2000.0,2.275312855517634,777.9149999999998,8.85,1.2384180790960453,-0.02146892655367232,10.58,-0.19,-0.17,1.058937198067633,-0.018357487922705314,-0.7532143909253286,-0.7564425582626849,-0.7596845610557675,-0.7629404586013274,-0.7662103104502529,-0.7744463832584785,-0.7827709864536972,-0.7996896007228508
1453,2014Q4,0.9298597194388777,0.35386221294363257,-1.47,7260.0,8.259385665529011,815.7119999999999,9.28,1.257543103448276,-0.01724137931034483,10.76,-0.16,-0.14,1.3186440677966103,-0.01807909604519774,-0.47215904694575733,-0.47432801194196994,-0.47650694054935383,-0.47869587853791834,-0.4808948718879266,-0.48643665112330525,-0.49204229320873477,-0.5034481182043747
1453,2014Q3,1.4578627450980393,0.20901639344262296,-1.19,12900.0,14.675767918088738,877.242,9.98,1.1893787575150299,-0.013026052104208416,10.96,-0.13,-0.11,1.2790948275862069,-0.014008620689655174,-0.19066018254960507,-0.19132265899920387,-0.19198743731928453,-0.19265452550802978,-0.19332393159141317,-0.19500764051126832,-0.1967060132945338,-0.20014726240932673
