ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2105,2020,2019全年,20'06/16,20'07/23,34.65,20'07/23,1,20'08/28,,,,,1,0,1,0,0,0,1
1,2105,2019,2018全年,19'06/14,19'07/22,39.3,19'07/31,8,19'08/23,,,,,1.1,0,1.1,0,0,0,1.1
2,2105,2018,2017全年,18'06/14,18'07/13,44.2,18'07/27,11,18'08/17,,,,,1.8,0,1.8,0,0,0,1.8
3,2105,2017,2016全年,17'06/15,17'07/25,61.8,,,17'08/25,,,,,3,0,3,0,0,0,3
4,2105,2016,2015全年,16'06/15,16'07/21,66,16'08/05,12,16'08/25,,,,,3,0,3,0,0,0,3
5,2105,2015,2014全年,15'06/11,15'07/23,60.2,16'03/28,167,15'08/26,,,,,3,0,3,0,0,0,3
6,2105,2014,2013全年,14'06/17,14'07/24,74.3,15'02/04,137,14'08/26,,,,,3,0,3,0,0,0,3
7,2105,2013,2012全年,13'06/18,13'08/02,85.1,,,,13'08/02,85.1,,,1.5,0,1.5,1.5,0,1.5,3
8,2105,2012,2011全年,12'06/15,12'08/02,70.3,13'03/01,142,,12'08/02,70.3,13'03/01,142,1.4,0,1.4,1.4,0,1.4,2.8
9,2105,2011,2010全年,11'06/15,11'08/04,71.3,13'03/29,411,,11'08/04,71.3,13'03/29,411,2,0,2,2,0,2,4
10,2105,2010,2009全年,10'06/15,10'08/04,65.3,11'07/01,226,,10'08/04,65.3,11'07/01,226,2,0,2,2.5,0,2.5,4.5
11,2105,2009,2008全年,09'06/04,09'08/04,57.9,09'09/01,20,,09'08/04,57.9,09'09/01,20,1,0,1,1,0,1,2
12,2105,2008,2007全年,08'06/13,08'08/07,36.8,08'08/13,5,,08'08/07,36.8,08'08/13,5,1.2,0,1.2,1.5,0,1.5,2.7
13,2105,2007,2006全年,07'06/15,07'08/01,53.5,07'08/09,7,,07'08/01,53.5,07'08/09,7,0.75,0,0.75,0.7,0,0.7,1.45
14,2105,2006,2005全年,06'06/13,06'08/07,25.65,06'08/16,8,,06'08/07,25.65,06'08/16,8,0.75,0,0.75,0.7,0,0.7,1.45
15,2105,2005,2004全年,05'06/14,05'08/05,31.45,06'10/05,292,,05'08/05,31.45,06'10/05,292,1,0,1,0.85,0,0.85,1.85
16,2105,2004,2003全年,04'05/25,04'07/15,40.1,04'07/22,6,,04'07/15,40.1,04'07/22,6,1,0,1,0.96,0,0.96,1.96
17,2105,2003,2002全年,03'05/27,03'07/17,41.5,03'07/29,9,,03'07/17,41.5,03'07/29,9,0.85,0,0.85,0.8,0,0.8,1.65
18,2105,2002,2001全年,02'05/29,02'07/17,32.37,02'07/25,7,,02'07/17,34.32,02'07/25,7,0.68,0,0.68,0.6,0,0.6,1.28
19,2105,2001,2000全年,01'04/25,01'07/03,21.2,01'12/07,108,,01'07/03,19.9,01'12/07,108,0.6,0,0.6,0.65,0,0.65,1.25
20,2105,2000,1999全年,00'04/25,00'07/03,19.2,00'07/11,7,,00'07/03,18.29,00'07/11,7,0.6,0,0.6,0.5,0,0.5,1.1
21,2105,1999,1998全年,99'04/23,99'07/03,37.8,99'07/05,2,,99'07/03,34.36,99'07/05,2,0.2,0,0.2,1,0,1,1.2
22,2105,1998,1997全年,98'04/24,,,,,,98'11/27,41.25,02'10/28,1009,0,0,0,1.2,0,1.2,1.2
23,2105,1997,1996全年,97'04/24,97'06/16,50.8,97'06/17,2,,97'06/16,46.18,97'06/17,2,0.2,0,0.2,1,0,1,1.2
24,2105,1996,1995全年,96'04/23,96'06/22,43.5,96'06/27,5,,96'06/22,39.54,96'06/27,5,0.2,0,0.2,1,0,1,1.2
25,2105,1995,1994全年,95'04/21,,,,,,95'07/12,26.3,95'07/12,1,0,0,0,1.8,0.1,1.9,1.9
26,2105,1994,1993全年,94'04/21,,,,,,94'07/30,34.65,94'07/30,1,0,0,0,1.6,0,1.6,1.6
27,2105,1993,1992全年,93'04/17,,,,,,93'07/16,34.17,93'07/16,1,0,0,0,1.5,0,1.5,1.5
28,2105,1992,1991全年,92'04/23,,,,,,92'07/26,46.25,92'07/27,1,0,0,0,2,0,2,2
29,2105,1991,1990全年,91'04/23,91'05/13,60.2,91'05/13,1,,91'08/08,48.2,91'08/08,1,1,0,1,0.8,0,0.8,1.8
30,2105,1990,1989全年,90'04/20,,,,,,90'08/12,57,,,0,0,0,2,0,2,2
31,2105,1989,1988全年,,,,,,,,,,,0,0,0,2.5,0,2.5,2.5
32,2105,1988,1987全年,,,,,,,,,,,0.5,0,0.5,2.2,0,2.2,2.7
33,2105,1987,1986全年,,,,,,,,,,,0.3,0,0.3,1.58,0.12,1.7,2
34,2105,1986,1985全年,,,,,,,,,,,0.3,0,0.3,2.5,0,2.5,2.8
35,2105,1985,1984全年,,,,,,,,,,,0.3,0,0.3,0,0,0,0.3
36,2105,1984,1983全年,,,,,,,,,,,0.3,0,0.3,1,0,1,1.3
