sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2528,2020Q3,90.24,76.5,9.87,27.74
2528,2020Q2,80.71,74.4,10.04,27.83
2528,2020Q1,66.82,69.9,10.41,28.84
2528,2019Q4,58.45,66.4,10.66,29.53
2528,2019Q3,55.18,64.7,10.87,30.12
2528,2019Q2,50.12,67.3,10.33,24.32
2528,2019Q1,42.75,63.4,10.5,24.72
2528,2018Q4,37.81,60.3,10.58,24.9
2528,2018Q3,32.46,56.4,10.67,25.11
2528,2018Q2,16.42,52.7,9.6,14.74
2528,2018Q1,15.08,54.3,9.25,12.68
2528,2017Q4,5.1,28.6,9.3,12.75
2528,2017Q3,4.39,23.3,10.56,14.47
2528,2017Q2,4.41,23.2,10.63,14.57
2528,2017Q1,6.01,30.5,10.76,13.7
2528,2016Q4,5.46,29.9,10.58,12.81
2528,2016Q3,4.92,27.7,10.63,12.88
2528,2016Q2,4.84,27.2,10.69,12.94
2528,2016Q1,5.08,28.2,10.65,12.9
2528,2015Q4,5.01,27.8,10.74,13
2528,2015Q3,4.87,27.6,10.54,12.76
2528,2015Q2,4.77,27.1,10.6,12.83
2528,2015Q1,2.05,13.4,10.95,13.26
2528,2014Q4,2.1,13.7,10.93,13.23
2528,2014Q3,2.5,15.9,10.95,13.25
2528,2014Q2,2.74,17.4,10.78,12.98
2528,2014Q1,2.72,17,11.1,13.27
2528,2013Q4,3.64,22.1,10.8,12.81
2528,2013Q3,14.82,58,9.1,10.73
2528,2013Q2,12.54,54.3,9.22,10.54
2528,2013Q1,12.18,56.5,9.37,9.37
2528,2012Q4,11.35,54.5,9.56,9.49
2528,2012Q3,9.84,50.4,9.72,9.67
2528,2012Q2,9.16,48.2,9.85,9.82
2528,2012Q1,7.84,46.4,9.05,9.04
2528,2010Q4,4.93,34.5,9.36,9.36
2528,2010Q3,4.96,33.7,9.65,9.74
2528,2010Q2,4.99,33.7,9.74,9.83
2528,2010Q1,4.99,33.5,1.97,9.92
2528,2009Q4,5.13,33.8,1.99,10.06
2528,2009Q3,7.87,48.5,1.65,8.36
2528,2009Q2,14.04,82.9,1.75,2.89
2528,2009Q1,14.56,82.8,1.83,3.02
2528,2008Q4,14.5,82.5,1.86,3.07
2528,2008Q3,15.4,82.4,2,3.3
2528,2008Q2,17,83.7,2,3.3
2528,2008Q1,17.61,84.3,1.98,3.27
2528,2007Q4,17.4,83.4,2.11,3.47
2528,2007Q2,17,82.1,2.26,3.71
2528,2006Q4,20.23,84.3,2.29,3.77
2528,2006Q2,20.65,83.7,2.45,4.02
2528,2005Q4,27.25,91.6,3.22,2.49
2528,2005Q2,29.92,97.6,0.26,0.75
2528,2004Q4,30.06,95,0.6,1.57
2528,2004Q2,29.65,91.3,1.1,2.82
2528,1998Q4,104.7,69.2,20.59,46.6
2528,1997Q4,68.75,63.1,21.46,40.21
2528,1996Q4,54.98,73.8,17.42,19.56
2528,1995Q4,30.01,62.3,19.56,18.2
2528,1994Q4,47.1,78.6,20.82,12.8
