sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2634,2020Q3,310.1,69.2,14.68,138.2
2634,2020Q2,336.5,70.8,14.74,138.8
2634,2020Q1,323.4,68.6,15.68,147.7
2634,2019Q4,313.6,68.1,15.63,147.2
2634,2019Q4,313.6,68.1,15.63,147.2
2634,2019Q4,313.6,68.1,15.63,147.2
2634,2019Q4,313.6,68.1,15.63,147.2
2634,2019Q4,313.6,68.1,15.63,147.2
2634,2019Q3,313.1,68.6,15.21,143.3
2634,2019Q3,313.1,68.6,15.21,143.3
2634,2019Q3,313.1,68.6,15.21,143.3
2634,2019Q2,306.3,69.1,14.57,137.2
2634,2019Q2,306.3,69.1,14.57,137.2
2634,2019Q2,306.3,69.1,14.57,137.2
2634,2019Q1,287.5,66.4,15.44,145.5
2634,2019Q1,287.5,66.4,15.44,145.5
2634,2019Q1,287.5,66.4,15.44,145.5
2634,2018Q4,256.9,64.5,15.01,141.3
2634,2018Q4,256.9,64.5,15.01,141.3
2634,2018Q3,232.9,63,14.54,137
2634,2018Q3,232.9,63,14.54,137
2634,2018Q3,232.9,63,14.54,137
2634,2018Q3,232.9,63,14.54,137
2634,2018Q3,232.9,63,14.54,137
2634,2018Q3,232.9,63,14.54,137
2634,2018Q2,228.8,63.7,13.86,130.6
2634,2018Q2,228.8,63.7,13.86,130.6
2634,2018Q1,209.1,60.8,14.32,134.9
2634,2018Q1,209.1,60.8,14.32,134.9
2634,2018Q1,209.1,60.8,14.32,134.9
2634,2017Q4,206.5,61.2,13.91,131
2634,2017Q4,206.5,61.2,13.91,131
