ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2450,21Q1,25,37.25,41.65,30.3,31.45,-4.05,-11.4,32,19.9,0.79,7.14,0.29,,,,,,+0.09,0.72,0,0,0.1
1,2450,20Q4,63,28.75,35.7,28.35,35.5,+6.65,+23,25.5,10.8,0.17,3.39,0.05,+0.52,0,-0.04,+0.48,4.1,+0.37,0.63,0,0.01,1
2,2450,20Q3,66,30,30.1,27.5,28.85,-0.85,-2.86,8.75,6.44,0.1,1.85,0.03,-0.34,0,-0.1,-0.44,3.9,-0.04,0.26,0,0,0.4
3,2450,20Q2,60,26.35,31,26.25,29.7,+3.35,+12.7,18,12.5,0.21,3.61,0.06,-1.02,0,-0.07,-1.09,4,+0.03,0.3,0,0,0
4,2450,20Q1,56,32.1,34.5,25.3,26.35,-5.75,-17.9,28.7,12.6,0.23,3.84,0.07,-4.66,0,-0.19,-4.85,4.5,+0.03,0.27,0,0,0
5,2450,19Q4,64,30.75,33.1,30.45,32.1,+1.5,+4.9,8.66,5.54,0.09,1.74,0.03,-0.67,0,-0.03,-0.7,6.2,+0.09,0.24,0,0,0.4
6,2450,19Q3,63,33.05,33.4,30.3,30.6,-2.45,-7.41,9.38,3.45,0.05,1.09,0.02,-0.64,0,-0.1,-0.73,6.5,+0.02,0.14,0,0,0
7,2450,19Q2,61,36.35,36.6,30.15,33.05,-3.3,-9.08,17.7,6.6,0.11,2.19,0.04,-1,0,+0.13,-0.87,6.8,-0.05,0.13,0,0,0
8,2450,19Q1,54,35,39.8,34.45,36.35,+1.35,+3.86,15.3,5.26,0.1,1.89,0.03,-0.49,0,-0.01,-0.5,7.1,+0.06,0.17,0,0,0
9,2450,18Q4,65,40.9,40.9,33.9,35,-5.6,-13.8,17.2,3.17,0.05,1.15,0.02,-0.34,0,-0.05,-0.39,7.3,-0.1,0.11,0,0,0
10,2450,18Q3,64,49.95,50.4,37.75,40.6,-9.35,-18.7,25.3,8.98,0.14,4.01,0.06,+0.22,0,-0.02,+0.2,7.4,-0.14,0.21,0,0,0
11,2450,18Q2,60,52.5,54.2,49.6,49.95,-2.45,-4.68,8.78,11.7,0.2,6.15,0.1,-5.86,0,0,-5.86,7.3,+0.02,0.35,0,0,0
12,2450,18Q1,58,50.4,53,49.55,52.4,+2.1,+4.17,6.86,7.28,0.13,3.75,0.06,,,,,9.6,-0.09,0.33,0,0,0
13,2450,17Q4,62,51.5,52.5,50,50.3,-1.5,-2.9,4.83,4.11,0.07,2.11,0.03,+0.53,-0.06,0,+0.47,10.3,-0.06,0.42,0,0,0
14,2450,17Q3,66,57.3,59.3,50.3,51.8,-5.5,-9.6,15.7,13.4,0.2,7.46,0.11,,,,,10.1,-0.19,0.48,0,0,0
15,2450,17Q2,61,53,58.6,51.9,57.3,+4.2,+7.91,12.6,10.2,0.17,5.57,0.09,+0.42,-0.02,-0.06,+0.33,10.4,+0.14,0.68,0,0,0
16,2450,17Q1,57,52.3,55.3,51.3,53.1,+0.8,+1.53,7.65,9.87,0.17,5.25,0.09,+0.59,+0.06,+0.08,+0.73,10.2,-0.14,0.53,0,0,0.6
17,2450,16Q4,64,52.6,53,48.7,52.3,-0.2,-0.38,8.19,9.43,0.15,4.78,0.07,-0.37,-0.05,+0.01,-0.42,9.9,-0.71,0.67,-0.01,0,0.1
18,2450,16Q3,62,44,59.4,44,52.5,+8.5,+19.3,35,25.7,0.41,13.7,0.22,+0.54,-0.04,-0.06,+0.45,10.1,-1.23,1.38,-0.01,0.01,0.8
19,2450,16Q2,61,43.3,45.7,41.2,44,+0.8,+1.85,10.4,9.06,0.15,3.94,0.06,+0.13,+0.1,+0.06,+0.29,9.9,-0.3,2.6,0,0.02,0.7
20,2450,16Q1,57,38.2,45.5,37.2,43.2,+5,+13.1,21.7,7.86,0.14,3.29,0.06,-0.35,-0.06,-0.01,-0.41,9.8,-0.39,2.9,-0.03,0.02,0.5
21,2450,15Q4,65,45.25,48,38,38.2,-7.05,-15.6,22.1,8.04,0.12,3.47,0.05,+0.29,-0.1,-0.03,+0.17,10,-0.53,3.29,0,0.04,1.4
22,2450,15Q3,63,48,51.6,37.55,45.25,-2.75,-5.73,29.3,25.5,0.4,12,0.19,+0.95,+0.14,-0.02,+1.07,9.8,-2.44,3.82,-0.05,0.04,1.2
23,2450,15Q2,61,45.8,48.9,41,48,+1.8,+3.9,17.1,23.5,0.38,10.7,0.18,+1.12,+0.02,+0.01,+1.15,9.5,+0.97,6.27,-0.1,0.1,1.6
24,2450,15Q1,55,51.8,52.4,46.2,46.2,-5.2,-10.1,12.1,17.6,0.32,8.84,0.16,+1.16,-0.02,-0.04,+1.1,9,-1.22,5.3,-0.26,0.2,3.7
25,2450,14Q4,66,60,61.9,49.8,51.4,-8.6,-14.3,20.2,30.3,0.46,16.5,0.25,+0.55,-0.01,+0.05,+0.59,8.6,+0.14,6.51,-0.27,0.45,7
26,2450,14Q3,64,72.5,72.5,49.2,60,-12.5,-17.2,32.1,62.8,0.98,37.4,0.58,+0.65,+0.02,-0.08,+0.6,8.4,+1.63,6.37,+0.68,0.72,11.3
27,2450,14Q2,62,84,85.5,67.8,72.5,-11.4,-13.6,21.1,28.5,0.46,21.1,0.34,-0.08,-0.12,+0.05,-0.15,8.1,+1.6,4.74,+0.03,0.05,1
28,2450,14Q1,56,93.1,94.4,83,83.9,-9.1,-9.78,12.3,19.5,0.35,17.2,0.31,-0.45,-0.04,-0.03,-0.52,8.2,-1.4,3.14,-0.01,0.02,0.5
29,2450,13Q4,65,94.8,99.7,88.5,93,-1,-1.06,11.9,30.4,0.47,28.4,0.44,-0.3,-0.01,-0.03,-0.34,8.4,+0.42,4.54,-0.01,0.03,0.6
30,2450,13Q3,64,98.9,104.5,91.8,94,-4.3,-4.37,12.9,17,0.26,16.6,0.26,+1.73,-1.29,-0.12,+0.31,8.5,-0.79,4.12,-0.03,0.04,0.9
31,2450,13Q2,61,95.8,108,91.1,98.3,+2.8,+2.93,17.7,40,0.66,40.3,0.66,+3.02,-0.85,+0.22,+2.39,7.8,-1.3,4.91,-0.01,0.07,1.4
32,2450,13Q1,56,96.3,99,92.6,95.5,+0.4,+0.42,6.73,27.4,0.49,26.3,0.47,-1,+0.39,+0.06,-0.55,6.7,-0.89,6.21,-0.48,0.08,1.3
33,2450,12Q4,65,110,112.5,90,95.1,-13.9,-12.8,20.6,57.6,0.89,57.2,0.88,+0.79,-2.09,-0.39,-1.68,7.2,-1.46,7.1,-0.82,0.56,7.9
34,2450,12Q3,64,103,121.5,100.5,109,+7,+6.86,20.6,111,1.7,122,1.9,-0.81,-1.13,+0.65,-1.29,6.8,+1.81,8.55,+0.08,1.38,16.1
35,2450,12Q2,63,138,141,94.5,102,-36,-26.1,33.7,194,3.1,222,3.5,+1.34,-2.12,-1.52,-2.3,6.9,+0.39,6.74,-0.28,1.3,19.2
36,2450,12Q1,58,92.8,148,88.8,138,+45.2,+48.7,63.8,195,3.4,241,4.2,+2.72,+0.75,+1.4,+4.88,6.4,-1.14,6.36,-2,1.58,24.8
37,2450,11Q4,64,87.5,124,83,92.8,+2.5,+2.77,45.4,218,3.4,220,3.4,-4.38,+1.33,+0.38,-2.67,5.4,-1.7,7.5,+1.41,3.59,47.9
38,2450,11Q3,65,130,190,82.9,90.3,-38.7,-30,83,295,4.5,391,6,+1.54,-1.79,-0.78,-1.04,7.2,+1.63,9.21,+1.31,2.19,23.8
39,2450,11Q2,61,77.1,143,77.1,129,+51.9,+67.3,85.5,149,2.4,172,2.8,-1.61,+4.56,+0.93,+3.88,6.6,-2.39,7.58,+0.88,0.88,11.6
40,2450,11Q1,57,59,82.2,57.5,77.1,+18.1,+30.7,41.9,55.6,0.98,40.2,0.71,-1.31,+0.17,+0.03,-1.12,7.3,+5.26,9.96,-0.01,0,0.02
41,2450,10Q4,66,50.9,62.5,50.4,59,+8.3,+16.4,23.9,33.4,0.51,18.4,0.28,+2.98,+0.1,0,+3.08,7.8,+3.28,4.71,+0.01,0.01,0.2
42,2450,10Q3,65,51.6,53.4,47.3,50.7,-0.9,-1.74,11.8,35.5,0.55,17.8,0.27,+1.81,+0.22,-0.04,+1.99,6.6,-2.13,1.42,0,0,0
43,2450,10Q2,63,49.55,53.3,48.4,51.6,+2.25,+4.56,9.93,32.1,0.51,16.1,0.26,+0.34,+0.53,-0.34,+0.53,5.9,-0.06,3.55,0,0,0
44,2450,10Q1,57,48.5,52.5,44.1,49.35,+1.25,+2.6,17.5,49.4,0.87,24.1,0.42,+1,-0.04,+0.34,+1.3,5.9,-0.77,3.61,-0.01,0,0
45,2450,09Q4,66,47.6,48.9,43.2,48.1,+0.9,+1.91,12.1,42.5,0.64,19.6,0.3,+0.93,+0.17,-0.22,+0.88,5.5,-2.26,4.38,-0.05,0.01,0.3
46,2450,09Q3,65,39.65,48.4,39.65,47.2,+7.55,+19,22.1,80.4,1.2,35.5,0.55,+0.21,-0.46,-0.13,-0.39,5.1,+2.29,6.64,+0.04,0.06,0.9
47,2450,09Q2,63,39.15,59,39,39.65,+0.55,+1.41,51.2,84,1.3,39.5,0.63,-0.19,-2.76,+0.42,-2.52,5,+2.1,4.35,-0.06,0.02,0.4
48,2450,09Q1,57,32,40.2,30.5,39.1,+7.6,+24.1,30.8,36.8,0.65,13.6,0.24,+0.47,-1.26,0,-0.78,5.2,+0.24,2.25,+0.06,0.08,3.5
49,2450,08Q4,65,33.6,35.1,28.4,31.5,-1.7,-5.12,20.2,18.1,0.28,5.66,0.09,+0.11,+0.3,-0.03,+0.38,5,-0.76,2.01,0,0.02,0.9
50,2450,08Q3,64,42.6,48.5,32.85,33.2,-9.2,-21.7,36.9,24.8,0.39,10.2,0.16,-0.13,+0.84,+0.02,+0.73,4.9,-1.12,2.77,+0.01,0.02,0.5
51,2450,08Q2,63,53.5,53.8,42.15,42.4,-10.6,-20,22,26.8,0.42,13.2,0.21,+0.08,-0.29,0,-0.22,5.1,-1.36,3.89,-0.04,0,0.08
52,2450,08Q1,57,40.2,53.6,37,53,+12.8,+31.8,41.3,28.9,0.51,13,0.23,+0.92,-0.35,-0.01,+0.56,5.1,-1.45,5.26,+0.06,0.04,0.8
53,2450,07Q4,65,49.7,54.3,35.2,40.2,-9.3,-18.8,38.6,17.7,0.27,8.18,0.13,+0.47,-0.64,-0.45,-0.62,4.7,-0.51,6.8,+0.04,0.07,1
54,2450,07Q3,63,50.5,63.5,47.6,49.5,-1.1,-2.17,31.4,72.2,1.1,39.2,0.62,+0.23,-2.98,+0.16,-2.59,4.5,-0.99,7.31,-0.04,0.03,0.4
55,2450,07Q2,62,49,52.1,41.6,50.6,+1.6,+3.27,21.4,74.6,1.2,34.9,0.56,+1.73,+3.8,-3.02,+2.5,4.5,-1.76,8.28,-0.7,0.08,0.9
56,2450,07Q1,57,28.1,51.4,28,49,+21.05,+75.3,83.7,157,2.8,62.9,1.1,-1.32,+4.89,+3.38,+6.95,3.7,+1.9,10,+0.57,0.78,7.8
57,2450,06Q4,63,20.8,28.45,20.1,27.95,+7.45,+36.3,40.7,69.7,1.1,17,0.27,+3.4,0,+0.02,+3.41,4.3,+2.57,8.18,+0.06,0.22,2.7
58,2450,06Q3,65,15.8,21.15,15.8,20.5,+4.75,+30.2,34,34.3,0.53,6.28,0.1,+5.7,0,0,+5.7,2.8,-5.76,5.63,+0.16,0.16,2.8
59,2450,06Q2,62,15.3,18.9,13.9,15.75,+0.35,+2.27,32.5,31.3,0.51,5.17,0.08,-0.03,0,+0.01,-0.02,0.2,-1.54,11.4,-0.05,0,0.01
60,2450,06Q1,58,17.3,17.7,14.65,15.4,-2,-11.5,17.5,27.8,0.48,4.55,0.08,,,,,0.2,-1.87,12.9,-0.05,0.05,0.4
61,2450,05Q4,64,16.95,20,16.1,17.4,+0.5,+2.96,23.1,65.5,1,11.6,0.18,-0.01,-0.01,0,-0.02,0.2,-3.45,14.8,-0.39,0.1,0.7
62,2450,05Q3,63,19.8,22.6,15.4,16.9,-2.95,-14.9,36.3,246,3.9,48.7,0.77,+0.24,+0.01,-2.09,-1.84,0.2,-0.63,18.3,-2.19,0.5,2.7
63,2450,05Q2,63,12.7,21.7,11.35,19.85,+7.2,+56.9,81.8,178,2.8,34,0.54,,,,,0.1,+7.9,18.9,+2.77,2.81,14.9
64,2450,05Q1,57,11.95,13.4,11.4,12.65,+0.7,+5.86,16.7,46.5,0.82,5.78,0.1,-0.07,-0.02,-0.01,-0.1,0.07,+2.46,11,+0.03,0.04,0.4
65,2450,04Q4,65,12.7,13.75,11.5,11.95,-0.85,-6.64,17.6,15.6,0.24,1.97,0.03,+0.14,0,-0.13,+0.01,0.1,-0.24,8.56,-1.11,0.01,0.1
66,2450,04Q3,63,15.4,16.5,12.1,12.8,-2.6,-16.9,28.6,46.5,0.74,6.91,0.11,-0.04,+0.04,0,0,0.06,+0.61,8.8,+1.05,1.11,12.6
67,2450,04Q2,64,24.5,24.7,15.1,15.4,-9.2,-37.4,39,29.3,0.46,6.41,0.1,-0.16,-0.82,0,-0.98,0.06,+0.09,8.25,+0.06,0.06,0.7
68,2450,04Q1,58,21.1,27.2,20.8,24.6,+3.5,+16.6,30.3,89.4,1.5,21.5,0.37,-0.02,+0.82,-0.17,+0.63,0.1,+0.53,8.18,0,0,0.01
69,2450,03Q4,65,23.3,23.5,19.6,21.1,-2.2,-9.44,16.7,31.1,0.48,6.67,0.1,+0.06,0,-0.01,+0.05,0.2,-0.96,7.66,-0.11,0,0.05
70,2450,03Q3,65,28.3,32,23,23.3,-4.8,-17.1,32,91.7,1.4,27.1,0.42,,,,,0.1,-0.22,8.65,+0.1,0.11,1.3
71,2450,03Q2,63,28.2,30.3,25.3,28.1,-0.4,-1.4,17.5,42,0.67,11.7,0.19,+0.08,-1.01,+0.01,-0.92,0.06,+0.14,8.88,+0.01,0.01,0.1
72,2450,03Q1,56,29.4,31.2,27.7,28.5,-0.9,-3.06,11.9,32.7,0.58,9.59,0.17,,,,,0.02,-3.15,8.73,-0.02,0,0.01
73,2450,02Q4,65,30.9,36.5,28.9,29.4,-1.6,-5.16,24.5,117,1.8,38.4,0.59,,,,,0.04,+0.5,11.9,-0.02,0.03,0.2
74,2450,02Q3,65,31.6,35.8,27.9,31,-0.6,-1.9,25,141,2.2,44.8,0.69,-0.14,+0.86,+0.34,+1.06,0.02,-0.68,11.4,+0.1,0.05,0.5
75,2450,02Q2,63,41.5,43.5,30.1,31.6,-10.1,-24.2,32.1,70.6,1.1,27.5,0.44,,,,,0.01,-7.6,12.1,-0.04,0.01,0.07
76,2450,02Q1,55,40.6,49.8,39,41.7,+0.9,+2.21,26.5,318,5.8,141,2.6,+0.3,0,+0.99,+1.29,0.2,+3.9,19.7,+0.01,0.05,0.3
77,2450,01Q4,64,25.5,43.2,22.5,40.8,+14.9,+57.5,79.9,316,4.9,107,1.7,,,,,0,+16.1,16.2,+0.13,0.09,0.6
78,2450,01Q3,61,28.8,36.9,23.8,25.9,-3.5,-11.9,44.6,154,2.5,47.2,0.77,-0.03,-0.41,-1.75,-2.19,0,,,,,
79,2450,01Q2,26,29.9,34.8,27.1,29.4,-0.5,-1.67,25.8,24.2,0.93,7.58,0.29,0,+0.87,-1.04,-0.17,0,,,,,
