sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2022,2020Q3,31.38,36.7,8.46,54.21
2022,2020Q2,31.46,38.5,8.41,50.25
2022,2020Q1,32.74,39.6,8.33,49.91
2022,2019Q4,34.04,38.4,9.01,54.5
2022,2019Q3,31.22,33.2,10.34,62.9
2022,2019Q2,33.3,33.7,10.69,65.47
2022,2019Q1,89.5,58.3,10.39,63.95
2022,2018Q4,96.07,60.6,10.15,62.52
2022,2018Q3,93.92,62.3,11.28,56.86
2022,2018Q2,90.91,61.7,11.01,56.4
2022,2018Q1,92.72,62,7.7,56.91
2022,2017Q4,92.39,62.1,7.64,56.37
2022,2017Q3,92.17,62.6,7.46,55.06
2022,2017Q2,82.57,60.2,7.41,54.61
2022,2017Q1,75.05,57.6,7.52,55.16
2022,2016Q4,74.49,56.8,7.79,56.58
2022,2016Q3,70.89,55.1,8.05,57.82
2022,2016Q2,73.36,55.8,8.1,58.07
2022,2016Q1,73.77,56.2,7.96,57.46
2022,2015Q4,72.85,55.8,7.92,57.6
2022,2015Q3,82.88,57.7,8.29,60.66
2022,2015Q2,78.64,55.5,8.7,63.11
2022,2015Q1,83.17,55.4,9.18,67.04
2022,2014Q4,83.56,55,9.36,68.27
2022,2014Q3,77.57,53.4,9.35,67.66
2022,2014Q2,70.57,51.6,9.22,66.25
2022,2014Q1,72.7,52.1,9.3,66.92
2022,2013Q4,73.9,53.4,8.86,64.52
2022,2013Q3,68.76,49.6,9.72,69.86
2022,2013Q2,68.83,49.5,10.19,70.11
2022,2013Q1,73.77,49.9,11.04,74.16
2022,2012Q4,62.59,48.2,10.37,67.28
2022,2012Q3,55.08,44.6,10.56,68.48
2022,2012Q2,56.02,44.7,10.65,69.18
2022,2012Q1,58.68,44.8,11.12,72.29
2022,2011Q4,58.03,43.7,11.25,74.81
2022,2011Q3,57.35,42.2,11.78,78.69
2022,2011Q2,58.4,44.9,11.6,71.69
2022,2011Q1,62.11,46,11.78,72.79
2022,2010Q4,61.19,46.2,11.53,71.22
2022,2010Q3,66.63,50.6,13.61,65.13
2022,2010Q2,74,54.4,12.95,62.09
2022,2010Q1,73.07,54.7,8.21,60.58
2022,2009Q4,65.78,53.5,7.69,57.19
2022,2009Q3,64.36,50.8,8.41,62.21
2022,2009Q2,57.14,48.2,8.3,61.52
2022,2009Q1,58.39,46.1,9.26,68.27
2022,2008Q4,84.42,53,10.21,74.81
2022,2008Q3,87.54,50.4,11.95,86.03
2022,2008Q2,83.55,51.1,11.12,79.91
2022,2008Q1,81.43,51,11.42,78.2
2022,2007Q4,103.4,55.5,12.78,82.95
2022,2007Q2,71.15,48.1,12.56,76.86
2022,2006Q4,64.36,49.1,10.86,66.72
2022,2006Q2,58.41,48.2,10.43,62.88
2022,2005Q4,42.95,40.5,10.04,62.99
2022,2005Q2,60.89,48.7,10.22,64.05
2022,2004Q4,45.29,40.6,11.1,66.2
2022,2003Q4,49.96,53.2,10.34,43.93
2022,2002Q4,52.17,62.2,7.46,31.69
2022,2001Q4,52.16,64.4,6.78,28.84
2022,2000Q4,47.79,57.7,8.24,35.03
2022,1999Q4,43.29,49.4,10.45,44.42
2022,1998Q4,27.22,34.2,12.35,52.47
2022,1997Q4,15.04,27.8,15.05,39.04
2022,1996Q4,9.7,31.6,15.5,21.03
2022,1995Q4,6.21,36.8,14.95,10.66
