sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2888,2020Q3,40093,94.2,18.41,2449
2888,2020Q2,39774,94.4,17.88,2339
2888,2020Q1,38477,96.3,11.81,1497
2888,2019Q4,37858,95.1,15.42,1953
2888,2019Q3,37423,94.1,15.17,2326
2888,2019Q2,36900,94.2,15.22,2261
2888,2019Q1,36038,95.4,14.26,1748
2888,2018Q4,35039,96,11.8,1446
2888,2018Q3,34619,95.1,14.77,1776
2888,2018Q2,34069,95.3,14.18,1696
2888,2018Q1,32675,95,14.75,1724
2888,2017Q4,32284,95.4,13.87,1560
2888,2017Q3,31763,95.4,13.66,1515
2888,2017Q2,31154,95.5,13.27,1474
2888,2017Q1,30386,95.6,12.4,1385
2888,2016Q4,30221,95.7,12.11,1356
2888,2016Q3,29181,95.7,11.74,1325
2888,2016Q2,29298,96,10.83,1232
2888,2016Q1,28494,95.9,10.68,1217
2888,2015Q4,28399,95.8,10.8,1231
2888,2015Q3,28049,96.1,10.01,1147
2888,2015Q2,27110,95.5,11.69,1282
2888,2015Q1,26762,95.3,12.03,1330
2888,2014Q4,26683,95.5,11.27,1255
2888,2014Q3,25768,95.7,10.38,1163
2888,2014Q2,25315,95.5,11.36,1200
2888,2014Q1,24935,95.6,10.78,1146
2888,2013Q4,24204,95.5,10.82,1148
2888,2013Q3,23486,95.5,10.53,1118
2888,2013Q2,23327,95.6,10.76,1063
2888,2013Q1,22781,95.6,10.8,1046
2888,2012Q4,22555,95.9,9.48,957.2
2888,2012Q3,21934,95.8,9.5,966.6
2888,2012Q2,21647,96.2,8.31,862.2
2888,2012Q1,21402,95.7,9.55,970.5
2888,2011Q4,20538,96.1,8.24,824.1
2888,2011Q3,20258,96.1,8.09,813.9
2888,2011Q2,19846,95.3,9.86,970.2
2888,2011Q1,19962,95.2,10.09,996
2888,2010Q4,19626,95.1,10.34,1016
2888,2010Q3,19363,95.2,10.69,979.5
2888,2010Q2,18851,95.9,8.46,799.2
2888,2010Q1,18446,95.5,9.34,877.7
2888,2009Q4,18094,95.1,10.1,926.8
2888,2009Q3,17730,95.5,9.74,842.7
2888,2009Q2,17325,96.5,7.98,619.4
2888,2009Q1,17082,96.8,7.1,560.4
2888,2008Q4,16849,96.8,7.16,561.9
2888,2008Q3,16795,96.1,9.48,685.8
2888,2008Q2,16861,95.2,12.83,842.2
2888,2008Q1,16503,94.2,15.9,1013
2888,2007Q4,15880,94.1,16.81,1001
2888,2007Q3,15205,94.2,18.14,935.1
2888,2007Q2,14802,94.1,18.84,919.9
2888,2007Q1,14428,93.8,19.6,951
2888,2006Q4,14015,93.9,18.84,908.5
2888,2006Q3,13535,94,18.03,868.7
2888,2006Q2,13101,94.5,17.97,761.1
2888,2006Q1,12812,94.2,18.78,788.4
2888,2005Q4,12629,94.9,16.15,683
2888,2005Q3,12242,94.6,16.62,696.2
2888,2005Q2,11792,94.6,16.02,677.2
2888,2005Q1,11420,94.4,17.09,676.9
2888,2004Q4,11014,95.2,14.85,559.5
2888,2004Q3,8449,95,14.31,441.8
2888,2004Q2,8195,95.4,14.38,399.1
2888,2004Q1,7799,95.5,14.02,368.1
2888,2003Q4,7596,96.2,12.01,301.9
2888,2003Q3,7113,96,11.67,295.9
2888,2003Q2,6268,96.2,11.4,246.2
2888,2003Q1,6023,97,8.97,187.2
2888,2002Q4,5896,97,8.77,182.6
2888,2002Q3,5715,98.4,5.08,93.01
2888,2002Q2,5565,97.8,6.37,124.4
2888,2002Q1,5189,93.7,14.47,351.2
