ID,sid,交易季度,交易日數,開盤,最高,最低,收盤,漲跌,漲跌(%),振幅(%),成交張數千張,成交張數日均,成交金額億元,成交金額日均,法人買賣超(千張)外資,法人買賣超(千張)投信,法人買賣超(千張)自營,法人買賣超(千張)合計,外資持股(%),融資(千張)增減,融資(千張)餘額,融券(千張)增減,融券(千張)餘額,券資比(%)
0,2354,21Q1,25,54,79.4,53.9,70.4,+17,+31.8,47.8,874,34.9,630,25.2,-36.6,+0.08,+2.08,-34.4,,+21,30.8,+0.34,0.44,1.4
1,2354,20Q4,63,51.4,56.6,50,53.4,+1.9,+3.69,12.8,238,3.8,126,2,-19.4,-3.34,-0.14,-22.9,23.7,+3.94,9.84,-0.23,0.1,1.1
2,2354,20Q3,66,57.1,59.2,50,51.5,-5,-8.85,16.3,207,3.1,113,1.7,-9.16,+11.9,-0.14,+2.57,25,-0.58,5.9,+0.21,0.34,5.7
3,2354,20Q2,60,49.6,58.5,49,56.5,+7,+14.1,19.2,208,3.5,114,1.9,-16,-0.58,-0.19,-16.8,25.6,+2.01,6.47,0,0.12,1.9
4,2354,20Q1,56,66.5,67,45.85,49.5,-16.7,-25.2,31.9,183,3.3,104,1.9,-26.4,-0.9,-1.34,-28.6,27.3,-2.07,4.46,+0.1,0.12,2.8
5,2354,19Q4,64,64.7,70.6,63,66.2,+1.5,+2.32,11.7,221,3.5,148,2.3,+9.47,-0.75,+0.09,+8.82,29.1,+0.24,6.53,0,0.02,0.3
6,2354,19Q3,63,64.1,68,59.3,64.7,+1.6,+2.54,13.8,176,2.8,113,1.8,+5.75,+2.26,-0.47,+7.54,28.3,+0.72,6.29,+0.01,0.02,0.4
7,2354,19Q2,61,62.3,75.1,59.9,63.1,+1.6,+2.6,24.7,175,2.9,115,1.9,-5.59,-0.11,+0.58,-5.12,28,-1.98,5.57,-0.1,0.02,0.3
8,2354,19Q1,54,60.7,64.4,57.5,61.5,+1,+1.65,11.4,137,2.5,83.2,1.5,+12,-4.73,-0.05,+7.23,28.4,-2.58,7.55,-0.1,0.12,1.6
9,2354,18Q4,65,74.9,75.5,59.2,60.5,-14,-18.8,21.9,185,2.8,118,1.8,-11.8,-0.07,-1.65,-13.5,27.7,-4.2,10.2,+0.11,0.22,2.1
