sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2426,2020Q3,20.75,34.8,12.83,38.91
2426,2020Q2,22.6,36.8,12.92,38.86
2426,2020Q1,22.94,40.4,11.13,33.79
2426,2019Q4,25.1,40.3,12.27,37.21
2426,2019Q3,23.42,39.5,11.81,35.82
2426,2019Q2,23.75,39.6,11.93,36.16
2426,2019Q1,22.65,34.2,13.06,43.6
2426,2018Q4,21.24,33,12.92,43.07
2426,2018Q3,31.7,42.6,12.94,42.72
2426,2018Q2,28.96,41.8,12.57,40.31
2426,2018Q1,30.02,44.1,11.85,38.12
2426,2017Q4,28.69,43.1,11.79,37.92
2426,2017Q3,20.81,35.8,11.5,37.32
2426,2017Q2,21.43,37.2,11.25,36.15
2426,2017Q1,16.12,30,11.81,37.62
2426,2016Q4,14.68,29.4,11.95,35.22
2426,2016Q3,15.35,31.2,11.48,33.86
2426,2016Q2,17.34,33.9,11.45,33.87
2426,2016Q1,13.27,26.6,12.37,36.65
2426,2015Q4,14.05,28,12.26,36.13
2426,2015Q3,17.71,34.1,12.17,34.29
2426,2015Q2,19.19,36.7,11.7,33.05
2426,2015Q1,16.57,32.3,12.31,34.66
2426,2014Q4,22.44,43.5,12.08,29.17
2426,2014Q3,25.28,47.5,11.58,27.99
2426,2014Q2,25,48.1,7.38,26.95
2426,2014Q1,27.97,51.6,7.18,26.2
2426,2013Q4,28.52,53,6.95,25.31
2426,2013Q3,27.12,46.8,8.49,30.88
2426,2013Q2,26.6,46,8.61,31.21
2426,2013Q1,31.6,49.5,8.84,32.21
2426,2012Q4,30.49,48.1,9.21,32.86
2426,2012Q3,32.16,47.3,9.86,35.77
2426,2012Q2,32.62,46.5,10.76,37.52
2426,2012Q1,29.35,41.6,11.73,41.17
2426,2011Q4,27.68,39.5,11.89,42.38
2426,2011Q3,32.61,42.1,12.37,44.76
2426,2011Q2,30.06,39.4,12.6,46.28
2426,2011Q1,24.61,33.5,13.25,48.87
2426,2010Q4,24.43,33.8,13.05,47.86
2426,2010Q3,27.37,36.1,13.16,48.38
2426,2010Q2,27.12,37.2,12.55,45.75
2426,2010Q1,22.79,32.9,12.75,46.53
2426,2009Q4,21.53,31.6,12.74,46.56
2426,2009Q3,22.09,35.3,11.73,40.52
2426,2009Q2,18.21,31.7,11.56,39.23
2426,2009Q1,17.86,31.8,11.45,38.28
2426,2008Q4,23.38,38.2,11.59,37.9
2426,2008Q3,27.87,40.7,12.24,40.53
2426,2008Q2,23.75,36.7,13.27,40.91
2426,2008Q1,18.38,31.5,13.37,39.92
2426,2007Q4,17.8,30.2,13.62,41.17
2426,2007Q2,18.25,33.5,13.37,36.25
2426,2006Q4,15.34,31.4,12.8,33.52
2426,2006Q2,11.23,25.6,13.36,32.62
2426,2005Q4,13.81,31.9,12.21,29.53
2426,2005Q2,16.54,42.5,12.09,22.39
2426,2004Q4,14.9,39.9,12.5,22.44
