sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
2204,2020Q3,79.46,15.1,74.17,445.1
2204,2020Q2,71.94,14.3,72.2,432.9
2204,2020Q1,71.08,14.3,70.56,424.6
2204,2019Q4,93.02,18.1,69.98,421.6
2204,2019Q3,163.6,26.5,75.42,453.2
2204,2019Q2,108.7,16.8,36.22,537.4
2204,2019Q1,84.17,12.9,38.51,570.3
2204,2018Q4,87.3,13.5,37.69,557.7
2204,2018Q3,79.46,12.6,37.2,550.1
2204,2018Q2,115.4,17.5,36.86,545.6
2204,2018Q1,81.78,12.6,38.16,564.8
2204,2017Q4,90.72,14.3,36.81,544.6
2204,2017Q3,88.86,14.2,36.37,537.1
2204,2017Q2,118.3,18.4,35.56,524.9
2204,2017Q1,83.45,13.5,36.28,535.2
2204,2016Q4,94.58,15.2,35.71,527.2
2204,2016Q3,86,13.9,36.03,531
2204,2016Q2,113.1,17.7,35.58,524.7
2204,2016Q1,79.7,12.9,36.49,537.5
2204,2015Q4,100.2,16,35.78,526.6
2204,2015Q3,92.56,15,35.67,524.7
2204,2015Q2,113.8,18.1,35.06,514.8
2204,2015Q1,91.37,14.9,35.63,523
2204,2014Q4,101.2,16.5,35,514
2204,2014Q3,91.46,15.4,34.36,503.8
2204,2014Q2,117.6,19.2,33.72,494.2
2204,2014Q1,93.64,15.7,34.38,503.5
2204,2013Q4,106.2,17.7,33.76,494.4
2204,2013Q3,97.16,16.8,32.89,481.4
2204,2013Q2,109.5,18.7,32.49,475.3
2204,2013Q1,92.11,16.4,32.05,469.2
2204,2012Q4,109.4,19.2,31.3,461.1
2204,2012Q3,99.67,17.6,31.29,466
2204,2012Q2,125.3,21.4,30.91,460.4
2204,2012Q1,101.7,17.8,31.59,469.8
2204,2011Q4,127.2,21.7,31.31,458.4
2204,2011Q3,118,20.8,30.68,448.4
2204,2011Q2,141.5,24.5,29.9,436.5
2204,2011Q1,128.3,22.4,30.54,445.6
2204,2010Q4,139.4,24.1,30.11,439.4
2204,2010Q3,129.8,23,29.71,434.6
2204,2010Q2,137.7,24.5,29.04,425.1
2204,2010Q1,133.7,24,28.9,423.6
2204,2009Q4,161,27.6,28.77,421.7
2204,2009Q3,142.7,25.5,28.38,416.8
2204,2009Q2,154,27,28.37,416.5
2204,2009Q1,130,24.4,27.62,402.2
2204,2008Q4,133.7,25,27.55,400.4
2204,2008Q3,145.5,24.1,31.7,457.6
2204,2008Q2,165.8,26.2,32.44,468
2204,2008Q1,147.7,23.7,32.92,474.7
2204,2007Q4,150.2,24,32.98,476.1
2204,2007Q2,133.9,22.6,32.45,459.2
2204,2006Q4,153,25.1,32.33,457.6
2204,2006Q2,169.8,27.6,31.87,445
2204,2005Q4,162.1,26.8,31.8,443.9
2204,2005Q2,206.3,32.9,30.41,420.6
2204,2004Q4,272.9,37.8,30.24,450
2204,2003Q4,264.9,40.1,29.49,396.4
2204,2002Q4,236.8,39.8,28.55,358.5
2204,2001Q4,277.6,48.1,24.39,298.9
2204,2000Q4,200.4,41.6,24.95,281.9
