有價證卷代號及名稱,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2358　廷鑫, 99/01/04,"344,909","6,282,018",18.40,18.50,18.05,18.05,-0.35,168
2358　廷鑫, 99/01/05,"326,354","5,937,667",18.10,18.45,18.05,18.25,+0.20,148
2358　廷鑫, 99/01/06,"263,715","4,753,198",18.10,18.20,18.00,18.05,-0.20,138
2358　廷鑫, 99/01/07,"219,233","3,928,686",18.05,18.25,17.55,17.60,-0.45,142
2358　廷鑫, 99/01/08,"236,826","4,092,044",17.40,17.80,16.90,17.40,-0.20,132
2358　廷鑫, 99/01/11,"203,889","3,635,573",17.40,18.30,17.40,17.80,+0.40,129
2358　廷鑫, 99/01/12,"133,001","2,343,262",17.80,17.80,17.40,17.55,-0.25,87
2358　廷鑫, 99/01/13,"152,645","2,648,037",17.30,17.50,17.10,17.35,-0.20,94
2358　廷鑫, 99/01/14,"231,525","4,033,177",17.40,17.70,17.15,17.50,+0.15,130
2358　廷鑫, 99/01/15,"263,239","4,606,603",17.40,17.65,17.30,17.40,-0.10,115
2358　廷鑫, 99/01/18,"233,425","4,058,592",17.30,17.55,17.20,17.40, 0.00,125
2358　廷鑫, 99/01/19,"416,733","7,670,121",17.50,18.60,17.50,18.60,+1.20,203
2358　廷鑫, 99/01/20,"2,543,490","50,082,393",19.90,19.90,19.00,19.30,+0.70,942
2358　廷鑫, 99/01/21,"873,784","15,770,168",18.30,18.45,17.95,17.95,-1.35,409
2358　廷鑫, 99/01/22,"266,571","4,677,592",17.85,17.85,17.30,17.50,-0.45,116
2358　廷鑫, 99/01/25,"255,817","4,363,664",16.90,17.50,16.90,17.10,-0.40,138
2358　廷鑫, 99/01/26,"417,016","6,906,804",17.00,17.50,15.95,16.00,-1.10,210
2358　廷鑫, 99/01/27,"273,528","4,200,873",16.00,16.00,15.00,15.20,-0.80,133
2358　廷鑫, 99/01/28,"206,191","3,176,366",15.20,15.80,15.00,15.80,+0.60,103
