有價證卷代號及名稱,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
6196　帆宣, 99/01/04,"5,976,149","116,267,724",19.30,19.85,18.70,19.35,+0.35,"1,731"
6196　帆宣, 99/01/05,"2,768,831","52,805,103",19.60,19.60,18.50,18.60,-0.75,882
6196　帆宣, 99/01/06,"1,312,083","24,352,823",18.60,18.90,18.40,18.45,-0.15,507
6196　帆宣, 99/01/07,"2,445,100","43,708,270",18.50,18.50,17.20,17.30,-1.15,849
6196　帆宣, 99/01/08,"1,521,265","26,060,764",17.30,17.50,16.90,17.10,-0.20,496
6196　帆宣, 99/01/11,"1,538,593","26,865,644",17.15,17.80,17.00,17.55,+0.45,465
6196　帆宣, 99/01/12,"813,824","14,321,758",17.55,17.80,17.50,17.60,+0.05,270
6196　帆宣, 99/01/13,"6,359,114","117,399,269",17.30,18.80,17.30,18.75,+1.15,"1,923"
6196　帆宣, 99/01/14,"2,328,681","43,023,171",18.75,18.80,18.30,18.30,-0.45,820
6196　帆宣, 99/01/15,"1,824,793","33,862,252",18.55,18.80,18.30,18.35,+0.05,694
6196　帆宣, 99/01/18,"948,083","17,199,198",18.10,18.35,18.00,18.25,-0.10,401
6196　帆宣, 99/01/19,"1,715,538","31,163,477",18.40,18.60,17.80,17.95,-0.30,613
6196　帆宣, 99/01/20,"4,391,960","82,267,612",18.20,19.00,18.10,18.45,+0.50,"1,447"
6196　帆宣, 99/01/21,"1,526,285","27,699,355",18.45,18.50,17.80,17.80,-0.65,501
6196　帆宣, 99/01/22,"1,096,700","18,827,529",16.75,17.45,16.75,17.35,-0.45,392
6196　帆宣, 99/01/25,"1,428,700","24,991,644",16.80,17.90,16.80,17.45,+0.10,451
6196　帆宣, 99/01/26,"1,685,463","28,196,443",17.60,17.70,16.25,16.40,-1.05,504
6196　帆宣, 99/01/27,"1,118,595","18,172,438",16.80,16.80,16.00,16.10,-0.30,401
6196　帆宣, 99/01/28,"2,213,056","37,859,561",16.50,17.20,16.30,17.20,+1.10,436
6196　帆宣, 99/01/29,"3,219,935","55,339,331",16.50,17.45,16.50,17.20, 0.00,"1,114"
6196　帆宣, 99/02/01,"950,417","16,192,289",17.05,17.35,16.85,17.00,-0.20,374
6196　帆宣, 99/02/02,"1,734,200","29,329,259",17.35,17.40,16.00,16.35,-0.65,574
6196　帆宣, 99/02/03,"892,751","14,751,340",16.60,16.70,16.35,16.70,+0.35,363
6196　帆宣, 99/02/04,"984,166","16,735,169",16.80,17.25,16.60,16.80,+0.10,389
6196　帆宣, 99/02/05,"1,467,527","23,324,328",16.00,16.30,15.65,15.75,-1.05,529
6196　帆宣, 99/02/06,"1,007,888","15,168,079",15.85,16.00,14.65,14.80,-0.95,341
6196　帆宣, 99/02/08,"865,176","13,115,280",14.80,15.40,14.70,15.10,+0.30,293
6196　帆宣, 99/02/09,"593,216","9,113,002",15.10,15.60,15.00,15.50,+0.40,242
6196　帆宣, 99/02/10,"975,974","15,328,192",15.55,15.95,15.45,15.65,+0.15,366
6196　帆宣, 99/02/22,"877,824","13,946,061",15.90,16.15,15.50,15.50,-0.15,280
6196　帆宣, 99/02/23,"531,900","8,348,763",15.50,15.90,15.50,15.70,+0.20,195
6196　帆宣, 99/02/24,"1,187,336","18,907,058",15.70,16.30,15.55,15.75,+0.05,408
6196　帆宣, 99/02/25,"1,647,900","26,534,044",16.10,16.30,15.85,15.90,+0.15,585
6196　帆宣, 99/02/26,"445,020","7,042,166",16.00,16.10,15.55,15.70,-0.20,184
6196　帆宣, 99/03/01,"704,432","11,264,162",15.70,16.20,15.70,16.10,+0.40,260
6196　帆宣, 99/03/02,"508,795","8,187,038",16.30,16.30,16.00,16.00,-0.10,199
6196　帆宣, 99/03/03,"749,356","12,106,397",16.00,16.30,16.00,16.25,+0.25,286
6196　帆宣, 99/03/04,"1,242,219","20,556,513",16.40,16.80,16.20,16.50,+0.25,428
6196　帆宣, 99/03/05,"1,137,159","18,832,712",16.70,16.70,16.35,16.55,+0.05,334
6196　帆宣, 99/03/08,"1,182,274","19,769,798",16.65,16.95,16.55,16.60,+0.05,328
6196　帆宣, 99/03/09,"466,477","7,740,542",16.75,16.75,16.50,16.50,-0.10,182
6196　帆宣, 99/03/10,"526,153","8,688,805",16.50,16.80,16.30,16.50, 0.00,218
6196　帆宣, 99/03/11,"577,150","9,546,863",16.80,16.80,16.30,16.30,-0.20,211
6196　帆宣, 99/03/12,"225,121","3,670,020",16.50,16.50,16.15,16.30, 0.00,117
6196　帆宣, 99/03/15,"452,526","7,354,413",16.30,16.60,16.05,16.10,-0.20,156
6196　帆宣, 99/03/16,"243,300","3,953,009",16.10,16.35,16.10,16.30,+0.20,130
6196　帆宣, 99/03/17,"1,072,135","17,773,627",16.40,16.75,16.40,16.60,+0.30,366
6196　帆宣, 99/03/18,"981,022","16,346,613",16.75,16.75,16.55,16.60, 0.00,297
6196　帆宣, 99/03/19,"972,019","16,181,612",16.60,16.75,16.55,16.70,+0.10,299
6196　帆宣, 99/03/22,"752,530","12,448,660",16.60,16.70,16.45,16.50,-0.20,241
6196　帆宣, 99/03/23,"3,291,425","56,076,909",16.60,17.20,16.60,17.10,+0.60,955
6196　帆宣, 99/03/24,"1,623,695","27,895,804",17.35,17.40,16.85,16.85,-0.25,536
6196　帆宣, 99/03/25,"1,434,300","24,453,100",17.00,17.30,16.70,17.10,+0.25,440
6196　帆宣, 99/03/26,"1,141,060","19,673,275",17.10,17.45,17.10,17.10, 0.00,370
6196　帆宣, 99/03/29,"977,113","16,731,756",17.20,17.30,16.90,17.05,-0.05,323
6196　帆宣, 99/03/30,"447,224","7,614,112",17.30,17.30,16.90,16.95,-0.10,198
6196　帆宣, 99/03/31,"710,457","11,984,736",16.95,17.10,16.60,16.75,-0.20,256
6196　帆宣, 99/04/01,"3,721,390","65,348,324",16.80,17.90,16.75,17.35,+0.60,977
6196　帆宣, 99/04/02,"887,098","15,361,434",17.30,17.55,17.20,17.25,-0.10,334
6196　帆宣, 99/04/06,"792,859","13,612,135",17.40,17.50,17.05,17.15,-0.10,307
6196　帆宣, 99/04/07,"548,083","9,437,519",17.40,17.40,17.10,17.15, 0.00,192
6196　帆宣, 99/04/08,"757,708","12,957,428",17.15,17.25,16.90,16.90,-0.25,270
6196　帆宣, 99/04/09,"1,009,865","16,901,248",17.00,17.00,16.55,16.80,-0.10,271
6196　帆宣, 99/04/12,"683,202","11,457,031",17.00,17.00,16.60,16.70,-0.10,230
6196　帆宣, 99/04/13,"905,097","15,303,766",16.90,17.10,16.70,16.80,+0.10,310
6196　帆宣, 99/04/14,"726,396","12,308,159",16.80,17.10,16.80,17.00,+0.20,233
6196　帆宣, 99/04/15,"7,999,650","143,193,580",17.20,18.15,17.10,18.15,+1.15,"1,958"
6196　帆宣, 99/04/16,"7,466,245","138,000,005",18.10,18.95,18.00,18.30,+0.15,"2,257"
6196　帆宣, 99/04/19,"5,985,261","110,403,898",18.30,18.95,17.75,18.15,-0.15,"1,766"
6196　帆宣, 99/04/20,"2,659,700","48,055,860",18.45,18.80,17.55,17.80,-0.35,915
6196　帆宣, 99/04/21,"2,024,382","36,605,852",17.90,18.35,17.85,18.00,+0.20,737
6196　帆宣, 99/04/22,"2,745,800","49,746,719",18.10,18.45,17.65,18.25,+0.25,817
6196　帆宣, 99/04/23,"1,467,315","26,799,281",18.50,18.50,18.10,18.15,-0.10,475
6196　帆宣, 99/04/26,"1,558,179","28,274,410",18.50,18.50,17.90,18.00,-0.15,478
6196　帆宣, 99/04/27,"1,231,007","22,213,623",18.00,18.30,17.80,17.90,-0.10,384
6196　帆宣, 99/04/28,"1,104,007","19,185,473",17.05,17.55,17.00,17.45,-0.45,417
6196　帆宣, 99/04/29,"1,115,855","19,504,518",17.50,17.70,17.40,17.45, 0.00,356
6196　帆宣, 99/04/30,"1,129,646","19,589,082",17.90,17.90,16.95,17.00,-0.45,340
6196　帆宣, 99/05/03,"869,816","14,435,514",16.80,17.05,16.40,16.60,-0.40,325
6196　帆宣, 99/05/04,"734,960","12,061,193",16.70,16.80,16.20,16.40,-0.20,265
6196　帆宣, 99/05/05,"1,542,500","23,823,050",16.00,16.00,15.30,15.30,-1.10,446
6196　帆宣, 99/05/06,"509,262","7,744,561",15.30,15.50,15.00,15.00,-0.30,228
