有價證卷代號及名稱,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2342　茂矽, 99/01/04,"7,435,639","138,261,672",18.95,19.00,18.30,18.30,-0.50,"2,612"
2342　茂矽, 99/01/05,"8,343,407","153,143,157",18.50,18.75,18.00,18.40,+0.10,"2,534"
2342　茂矽, 99/01/06,"8,754,795","164,103,173",18.55,19.00,18.40,18.60,+0.20,"3,017"
2342　茂矽, 99/01/07,"5,788,639","106,538,829",18.70,18.80,18.05,18.05,-0.55,"2,083"
2342　茂矽, 99/01/08,"5,781,352","102,606,852",18.05,18.15,17.50,17.60,-0.45,"1,963"
2342　茂矽, 99/01/11,"3,416,104","60,247,796",17.50,17.85,17.45,17.60, 0.00,"1,375"
2342　茂矽, 99/01/12,"3,646,260","64,741,024",17.60,17.90,17.60,17.60, 0.00,"1,397"
2342　茂矽, 99/01/13,"3,229,638","56,463,021",17.00,17.80,17.00,17.50,-0.10,"1,150"
2342　茂矽, 99/01/14,"5,632,755","100,922,447",17.50,18.30,17.50,17.95,+0.45,"1,929"
2342　茂矽, 99/01/15,"4,713,697","84,354,697",18.00,18.20,17.70,17.70,-0.25,"1,703"
2342　茂矽, 99/01/18,"4,482,915","79,860,446",17.50,18.10,17.50,18.00,+0.30,"1,599"
2342　茂矽, 99/01/19,"10,552,614","194,040,306",18.50,18.80,18.05,18.40,+0.40,"3,252"
2342　茂矽, 99/01/20,"5,273,473","95,677,669",18.50,18.55,17.80,17.85,-0.55,"1,662"
2342　茂矽, 99/01/21,"4,251,468","75,566,889",17.85,18.10,17.60,17.65,-0.20,"1,463"
2342　茂矽, 99/01/22,"4,137,358","71,237,486",17.30,17.60,17.00,17.05,-0.60,"1,491"
2342　茂矽, 99/01/25,"2,125,728","36,362,286",16.90,17.40,16.80,16.90,-0.15,947
2342　茂矽, 99/01/26,"4,656,379","75,610,132",17.00,17.20,15.75,15.75,-1.15,"1,666"
2342　茂矽, 99/01/27,"3,494,161","53,948,573",15.75,16.00,15.00,15.05,-0.70,"1,291"
2342　茂矽, 99/01/28,"2,265,328","35,556,998",15.10,16.00,15.10,16.00,+0.95,"1,030"
2342　茂矽, 99/01/29,"2,102,108","32,754,044",15.60,15.80,15.40,15.55,-0.45,875
2342　茂矽, 99/02/01,"1,547,276","24,060,382",15.70,15.90,15.25,15.35,-0.20,646
