有價證卷代號及名稱,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2405　浩鑫, 99/01/04,"5,062,657","162,774,186",32.85,33.00,31.50,32.05,-0.75,"1,265"
2405　浩鑫, 99/01/05,"5,797,353","181,082,892",32.05,32.30,30.40,30.80,-1.25,"1,393"
2405　浩鑫, 99/01/06,"4,380,128","135,203,523",30.80,31.30,30.50,30.90,+0.10,"1,161"
2405　浩鑫, 99/01/07,"5,671,532","177,005,754",30.90,31.80,30.60,30.90, 0.00,"1,124"
2405　浩鑫, 99/01/08,"3,236,066","99,482,393",31.00,31.35,30.00,31.20,+0.30,850
2405　浩鑫, 99/01/11,"3,255,368","100,027,772",31.20,31.20,30.10,30.10,-1.10,724
2405　浩鑫, 99/01/12,"3,489,008","105,170,780",30.10,30.70,29.75,30.30,+0.20,"1,020"
2405　浩鑫, 99/01/13,"2,156,102","64,230,618",30.10,30.10,29.30,29.80,-0.50,625
2405　浩鑫, 99/01/14,"2,871,955","86,585,196",30.00,30.60,29.95,30.00,+0.20,752
2405　浩鑫, 99/01/15,"3,345,929","101,995,443",30.00,30.90,30.00,30.50,+0.50,968
2405　浩鑫, 99/01/18,"3,767,893","112,506,612",30.20,30.30,29.40,29.70,-0.80,"1,025"
2405　浩鑫, 99/01/19,"3,440,215","100,684,179",29.70,29.85,28.90,28.90,-0.80,880
2405　浩鑫, 99/01/20,"13,968,724","381,742,717",28.90,29.00,26.90,27.20,-1.70,"2,478"
2405　浩鑫, 99/01/21,"4,059,507","108,576,033",27.10,27.50,26.00,26.85,-0.35,"1,216"
2405　浩鑫, 99/01/22,"5,224,004","140,522,051",25.50,27.85,25.50,27.75,+0.90,"1,548"
2405　浩鑫, 99/01/25,"2,701,022","74,836,547",27.60,28.15,27.10,27.30,-0.45,944
2405　浩鑫, 99/01/26,"4,264,256","111,210,577",27.75,27.80,25.40,25.70,-1.60,946
2405　浩鑫, 99/01/27,"2,034,063","52,167,998",25.70,26.10,25.00,25.40,-0.30,651
2405　浩鑫, 99/01/28,"1,721,679","45,027,821",25.70,26.50,25.50,26.40,+1.00,588
2405　浩鑫, 99/01/29,"2,177,167","56,532,412",25.80,26.30,25.70,26.20,-0.20,520
2405　浩鑫, 99/02/01,"1,199,780","31,587,451",26.20,26.60,26.10,26.50,+0.30,426
2405　浩鑫, 99/02/02,"1,851,463","49,596,104",26.85,27.20,26.20,26.35,-0.15,606
