有價證卷代號及名稱,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
3036　文曄, 99/01/04,"2,634,447","71,233,529",27.50,27.60,26.70,26.90,-0.35,912
3036　文曄, 99/01/05,"2,016,544","54,044,580",27.30,27.30,26.60,26.70,-0.20,746
3036　文曄, 99/01/06,"1,743,758","46,685,417",26.75,27.00,26.65,26.75,+0.05,577
3036　文曄, 99/01/07,"3,232,791","84,429,938",26.75,26.90,25.50,25.55,-1.20,"1,116"
3036　文曄, 99/01/08,"1,875,827","48,208,657",25.55,25.85,25.55,25.85,+0.30,633
3036　文曄, 99/01/11,"1,045,433","27,372,427",25.90,26.45,25.90,26.10,+0.25,452
3036　文曄, 99/01/12,"1,405,669","37,218,826",26.30,26.65,26.25,26.45,+0.35,694
3036　文曄, 99/01/13,"1,017,744","26,954,561",26.35,26.65,26.10,26.30,-0.15,556
3036　文曄, 99/01/14,"1,439,865","38,649,875",26.75,27.00,26.55,26.70,+0.40,676
3036　文曄, 99/01/15,"1,970,519","53,315,939",26.85,27.35,26.80,26.80,+0.10,774
3036　文曄, 99/01/18,"1,787,808","48,292,173",26.80,27.20,26.70,27.00,+0.20,588
3036　文曄, 99/01/19,"2,037,714","55,237,313",27.10,27.40,26.85,27.00, 0.00,599
3036　文曄, 99/01/20,"1,606,803","43,274,530",27.05,27.20,26.70,26.75,-0.25,494
3036　文曄, 99/01/21,"1,086,484","28,818,234",26.65,27.00,26.00,26.05,-0.70,465
3036　文曄, 99/01/22,"1,249,063","32,002,850",25.70,25.95,25.50,25.55,-0.50,446
3036　文曄, 99/01/25,"640,591","16,346,021",25.20,25.80,25.20,25.50,-0.05,260
3036　文曄, 99/01/26,"1,254,912","30,754,195",25.90,25.90,23.75,23.80,-1.70,514
3036　文曄, 99/01/27,"1,166,548","27,535,304",23.60,24.00,23.00,23.00,-0.80,404
3036　文曄, 99/01/28,"630,892","14,965,181",23.30,24.00,23.25,24.00,+1.00,269
3036　文曄, 99/01/29,"597,165","13,989,232",23.80,23.80,23.15,23.55,-0.45,239
3036　文曄, 99/02/01,"408,852","9,649,438",23.65,23.80,23.40,23.55, 0.00,149
3036　文曄, 99/02/02,"1,016,960","24,427,928",24.00,24.35,23.70,23.70,+0.15,454
3036　文曄, 99/02/03,"423,848","10,172,203",24.30,24.30,23.75,24.10,+0.40,197
3036　文曄, 99/02/04,"370,111","8,923,842",24.30,24.30,24.00,24.10, 0.00,176
3036　文曄, 99/02/05,"1,034,630","23,975,647",23.60,23.60,22.75,23.10,-1.00,439
3036　文曄, 99/02/06,"586,200","13,409,439",23.20,23.70,22.35,23.00,-0.10,252
3036　文曄, 99/02/08,"696,262","16,044,937",23.00,23.50,22.55,23.05,+0.05,422
3036　文曄, 99/02/09,"534,582","12,639,869",23.05,23.85,23.05,23.85,+0.80,284
3036　文曄, 99/02/10,"687,140","16,613,729",24.30,24.40,23.90,24.00,+0.15,287
3036　文曄, 99/02/22,"694,126","16,918,925",24.50,24.60,24.00,24.05,+0.05,322
3036　文曄, 99/02/23,"909,670","22,311,342",24.10,24.75,24.10,24.70,+0.65,398
3036　文曄, 99/02/24,"5,745,042","149,703,341",24.70,26.40,24.50,26.40,+1.70,"1,750"
3036　文曄, 99/02/25,"3,071,479","80,641,251",26.70,26.70,25.60,25.70,-0.70,"1,254"
3036　文曄, 99/02/26,"1,473,874","38,277,195",26.00,26.40,25.50,25.90,+0.20,531
3036　文曄, 99/03/01,"2,942,198","78,476,989",25.90,27.20,25.90,26.50,+0.60,"1,205"
3036　文曄, 99/03/02,"3,262,695","87,703,528",26.70,27.15,26.65,26.75,+0.25,"1,035"
3036　文曄, 99/03/03,"1,150,034","30,716,840",27.05,27.05,26.40,26.50,-0.25,439
3036　文曄, 99/03/04,"10,305,141","287,068,260",26.90,28.30,26.90,27.70,+1.20,"2,716"
3036　文曄, 99/03/05,"13,997,974","408,773,623",28.40,29.60,28.40,28.60,+0.90,"3,026"
3036　文曄, 99/03/08,"3,287,836","93,460,254",28.60,28.85,28.00,28.45,-0.15,"1,198"
3036　文曄, 99/03/09,"2,894,025","83,058,555",28.80,29.20,28.05,28.50,+0.05,"1,060"
3036　文曄, 99/03/10,"7,197,105","212,417,495",28.80,30.00,28.80,29.00,+0.50,"2,056"
3036　文曄, 99/03/11,"3,205,777","93,924,394",29.60,29.70,29.00,29.05,+0.05,"1,108"
3036　文曄, 99/03/12,"2,483,318","71,623,164",29.20,29.40,28.40,28.70,-0.35,910
3036　文曄, 99/03/15,"2,141,435","60,857,809",28.85,29.20,28.05,28.10,-0.60,788
3036　文曄, 99/03/16,"1,445,473","40,594,329",28.40,28.50,27.90,28.10, 0.00,509
3036　文曄, 99/03/17,"1,917,274","54,207,891",28.40,28.65,28.10,28.30,+0.20,677
3036　文曄, 99/03/18,"4,740,067","137,758,473",28.40,29.45,28.40,29.10,+0.80,"1,548"
3036　文曄, 99/03/19,"5,576,685","165,897,128",29.45,30.00,29.15,29.65,+0.55,"1,727"
3036　文曄, 99/03/22,"3,746,375","110,082,281",29.90,30.15,28.80,29.05,-0.60,"1,248"
3036　文曄, 99/03/23,"2,770,760","79,457,058",29.10,29.20,28.30,28.45,-0.60,997
3036　文曄, 99/03/24,"2,463,526","70,957,757",28.90,29.15,28.50,28.65,+0.20,880
3036　文曄, 99/03/25,"2,004,265","57,033,690",28.65,28.95,28.05,28.70,+0.05,675
3036　文曄, 99/03/26,"1,450,066","41,590,174",28.70,28.90,28.35,28.50,-0.20,544
3036　文曄, 99/03/29,"1,493,109","42,521,480",28.60,28.80,28.30,28.45,-0.05,588
3036　文曄, 99/03/30,"4,849,680","141,651,736",28.65,29.70,28.50,29.05,+0.60,"1,511"
3036　文曄, 99/03/31,"1,742,523","50,225,441",29.15,29.30,28.50,28.50,-0.55,595
3036　文曄, 99/04/01,"3,159,835","92,044,515",28.50,29.50,28.50,29.00,+0.50,954
3036　文曄, 99/04/02,"3,336,528","97,741,417",29.10,29.60,28.95,29.50,+0.50,"1,033"
3036　文曄, 99/04/06,"10,211,532","311,236,108",30.05,31.45,29.70,30.90,+1.40,"2,916"
3036　文曄, 99/04/07,"8,357,745","263,116,467",31.00,32.20,30.80,31.75,+0.85,"2,577"
3036　文曄, 99/04/08,"5,326,321","166,059,689",31.85,32.00,30.50,30.55,-1.20,"1,520"
3036　文曄, 99/04/09,"14,617,762","472,469,340",30.65,32.65,30.65,32.65,+2.10,"3,238"
3036　文曄, 99/04/12,"7,003,883","227,674,595",32.75,33.30,31.95,32.25,-0.40,"1,798"
3036　文曄, 99/04/13,"6,528,352","215,572,614",32.70,33.80,32.30,32.65,+0.40,"2,035"
3036　文曄, 99/04/14,"4,951,686","165,540,596",32.85,34.25,32.30,34.10,+1.45,"1,567"
3036　文曄, 99/04/15,"6,751,855","231,833,463",34.50,35.15,33.50,34.30,+0.20,"2,202"
3036　文曄, 99/04/16,"3,214,192","110,292,762",34.80,35.00,33.90,34.05,-0.25,"1,074"
3036　文曄, 99/04/19,"5,106,606","166,364,206",33.70,34.00,31.70,31.70,-2.35,"1,462"
3036　文曄, 99/04/20,"7,105,167","237,701,494",31.80,33.90,31.80,33.90,+2.20,"2,032"
3036　文曄, 99/04/21,"8,698,486","314,871,854",36.00,36.25,35.90,36.25,+2.35,"1,774"
3036　文曄, 99/04/22,"12,785,722","469,029,614",35.70,37.70,35.70,37.20,+0.95,"4,535"
3036　文曄, 99/04/23,"4,849,445","179,744,703",37.40,37.45,36.75,37.20, 0.00,"1,782"
3036　文曄, 99/04/26,"11,141,573","433,340,869",37.60,39.75,37.50,39.00,+1.80,"3,849"
3036　文曄, 99/04/27,"5,427,267","213,120,062",39.00,39.80,38.55,39.35,+0.35,"2,316"
3036　文曄, 99/04/28,"4,982,694","194,392,931",37.00,39.70,37.00,39.40,+0.05,"1,846"
3036　文曄, 99/04/29,"3,807,148","148,564,460",39.85,39.85,38.40,38.95,-0.45,"1,489"
3036　文曄, 99/04/30,"6,030,971","228,012,556",39.20,39.50,36.30,38.95, 0.00,"1,922"
3036　文曄, 99/05/03,"4,976,901","186,577,570",38.15,38.50,36.80,37.25,-1.70,"1,649"
3036　文曄, 99/05/04,"3,127,859","115,267,232",37.50,37.80,36.10,36.75,-0.50,"1,143"
3036　文曄, 99/05/05,"3,751,974","132,533,164",35.20,35.95,34.85,35.70,-1.05,"1,157"
3036　文曄, 99/05/06,"2,964,443","104,451,255",35.50,36.20,34.40,35.00,-0.70,"1,022"
3036　文曄, 99/05/07,"4,002,399","136,677,561",34.20,35.50,32.60,35.50,+0.50,"1,371"
3036　文曄, 99/05/10,"3,582,054","130,291,042",35.90,37.10,35.70,36.10,+0.60,"1,607"
3036　文曄, 99/05/11,"3,182,726","116,079,496",36.70,36.90,35.85,36.25,+0.15,"1,180"
3036　文曄, 99/05/12,"7,271,848","272,533,563",36.80,38.30,36.35,37.95,+1.70,"2,580"
3036　文曄, 99/05/13,"5,433,194","209,749,724",38.60,38.95,38.15,38.20,+0.25,"1,746"
3036　文曄, 99/05/14,"3,098,440","116,675,561",38.00,38.00,37.40,37.70,-0.50,"1,109"
3036　文曄, 99/05/17,"2,918,947","106,185,932",37.10,37.40,35.50,36.00,-1.70,986
3036　文曄, 99/05/18,"3,943,447","137,174,749",36.10,36.50,33.50,34.80,-1.20,"1,484"
3036　文曄, 99/05/19,"2,364,468","82,591,051",34.20,35.80,33.90,35.70,+0.90,"1,040"
3036　文曄, 99/05/20,"2,043,759","71,029,134",35.70,35.70,33.80,34.70,-1.00,814
3036　文曄, 99/05/21,"3,863,647","127,223,579",32.65,33.60,32.40,33.05,-1.65,"1,192"
3036　文曄, 99/05/24,"1,734,222","58,165,400",33.50,34.10,32.95,33.80,+0.75,742
3036　文曄, 99/05/25,"3,107,626","99,977,232",33.30,33.80,31.45,31.50,-2.30,962
3036　文曄, 99/05/26,"2,996,526","95,341,586",31.50,32.20,31.05,32.10,+0.60,769
3036　文曄, 99/05/27,"2,201,365","72,455,788",31.80,33.65,31.80,33.40,+1.30,902
3036　文曄, 99/05/28,"2,577,803","88,620,149",34.55,34.85,33.80,33.90,+0.50,999
3036　文曄, 99/05/31,"873,405","29,706,330",33.90,34.20,33.65,34.05,+0.15,375
