有價證卷代號及名稱,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
1467　南緯, 99/01/04,"1,230,105","10,320,096",8.40,8.50,8.33,8.50,+0.10,167
1467　南緯, 99/01/05,"949,963","8,083,446",8.50,8.64,8.41,8.51,+0.01,179
1467　南緯, 99/01/06,"676,809","5,736,485",8.51,8.56,8.43,8.54,+0.03,132
1467　南緯, 99/01/07,"726,040","6,137,430",8.54,8.58,8.37,8.37,-0.17,169
1467　南緯, 99/01/08,"528,442","4,440,076",8.38,8.48,8.33,8.45,+0.08,125
1467　南緯, 99/01/11,"2,175,875","18,899,047",8.50,8.76,8.50,8.69,+0.24,371
1467　南緯, 99/01/12,"3,847,163","34,528,099",8.75,9.20,8.75,8.93,+0.24,701
1467　南緯, 99/01/13,"1,446,244","12,527,058",8.80,8.88,8.51,8.58,-0.35,355
1467　南緯, 99/01/14,"692,616","5,997,861",8.79,8.79,8.61,8.61,+0.03,175
1467　南緯, 99/01/15,"654,594","5,686,116",8.61,8.73,8.61,8.69,+0.08,149
1467　南緯, 99/01/18,"1,079,000","9,475,370",8.62,8.87,8.62,8.80,+0.11,227
1467　南緯, 99/01/19,"1,106,031","9,827,425",8.98,8.98,8.80,8.93,+0.13,256
1467　南緯, 99/01/20,"895,030","8,042,477",9.07,9.07,8.90,8.93, 0.00,180
1467　南緯, 99/01/21,"593,248","5,232,690",8.81,8.94,8.71,8.71,-0.22,153
1467　南緯, 99/01/22,"752,836","6,384,451",8.60,8.60,8.41,8.41,-0.30,163
1467　南緯, 99/01/25,"484,663","4,049,364",8.30,8.45,8.25,8.31,-0.10,133
1467　南緯, 99/01/26,"676,251","5,514,105",8.37,8.45,7.74,8.00,-0.31,153
1467　南緯, 99/01/27,"365,001","2,906,588",8.00,8.10,7.90,8.00, 0.00,92
1467　南緯, 99/01/28,"348,000","2,829,050",8.00,8.20,8.00,8.14,+0.14,88
1467　南緯, 99/01/29,"550,299","4,391,672",8.00,8.08,7.92,8.00,-0.14,109
1467　南緯, 99/02/01,"334,150","2,667,526",8.00,8.01,7.91,7.99,-0.01,61
1467　南緯, 99/02/02,"140,157","1,118,329",8.00,8.04,7.84,7.90,-0.09,49
1467　南緯, 99/02/03,"141,000","1,114,750",7.90,8.00,7.82,7.99,+0.09,43
