有價證卷代號及名稱,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
3419　譁裕, 99/01/04,"910,563","17,853,027",20.00,20.00,19.50,19.50,-0.40,349
3419　譁裕, 99/01/05,"1,075,565","20,776,254",19.65,19.80,19.05,19.05,-0.45,376
3419　譁裕, 99/01/06,"755,780","14,390,020",19.10,19.30,18.80,18.80,-0.25,286
3419　譁裕, 99/01/07,"880,541","16,306,238",18.80,19.00,18.05,18.15,-0.65,329
3419　譁裕, 99/01/08,"498,865","9,085,629",18.15,18.80,17.80,18.70,+0.55,244
3419　譁裕, 99/01/11,"323,954","6,025,350",18.70,18.80,18.40,18.60,-0.10,146
3419　譁裕, 99/01/12,"748,998","14,268,706",18.70,19.35,18.60,19.15,+0.55,336
3419　譁裕, 99/01/13,"272,592","5,130,477",18.95,19.10,18.60,18.80,-0.35,145
3419　譁裕, 99/01/14,"2,979,897","59,599,913",19.05,20.10,19.00,20.10,+1.30,856
3419　譁裕, 99/01/15,"5,520,461","116,835,050",20.80,21.50,20.50,21.50,+1.40,"1,450"
3419　譁裕, 99/01/18,"5,292,974","117,830,219",21.80,22.90,21.75,22.20,+0.70,"1,480"
3419　譁裕, 99/01/19,"2,869,225","61,239,060",22.80,22.80,20.70,21.15,-1.05,961
3419　譁裕, 99/01/20,"2,091,209","44,066,882",21.30,21.55,20.50,20.70,-0.45,618
3419　譁裕, 99/01/21,"1,922,214","39,842,382",20.70,21.15,20.25,20.25,-0.45,529
3419　譁裕, 99/01/22,"1,208,798","23,631,640",19.60,19.90,19.30,19.30,-0.95,387
3419　譁裕, 99/01/25,"1,171,588","23,621,651",19.00,20.65,19.00,20.05,+0.75,469
3419　譁裕, 99/01/26,"874,093","17,128,691",20.40,20.60,18.70,19.45,-0.60,375
3419　譁裕, 99/01/27,"557,551","10,821,571",19.50,20.20,18.80,19.25,-0.20,288
3419　譁裕, 99/01/28,"536,295","10,445,082",19.40,19.90,19.15,19.70,+0.45,220
3419　譁裕, 99/01/29,"396,026","7,594,546",19.40,19.40,19.00,19.20,-0.50,156
3419　譁裕, 99/02/01,"270,099","5,111,491",19.20,19.40,18.70,18.70,-0.50,127
3419　譁裕, 99/02/02,"334,499","6,277,555",18.80,19.20,18.40,18.45,-0.25,133
3419　譁裕, 99/02/03,"263,219","4,835,045",18.45,18.95,18.10,18.30,-0.15,116
3419　譁裕, 99/02/04,"219,114","4,035,433",18.50,18.55,18.30,18.35,+0.05,98
3419　譁裕, 99/02/05,"828,475","14,640,835",17.90,18.25,17.20,17.40,-0.95,226
3419　譁裕, 99/02/06,"932,498","16,196,864",17.50,17.95,16.90,17.35,-0.05,251
3419　譁裕, 99/02/08,"261,007","4,517,021",17.35,17.55,17.05,17.15,-0.20,228
3419　譁裕, 99/02/09,"245,011","4,297,843",17.15,17.80,17.15,17.45,+0.30,99
3419　譁裕, 99/02/10,"382,199","6,910,282",18.35,18.35,17.90,18.10,+0.65,164
3419　譁裕, 99/02/22,"286,295","5,251,578",18.40,18.65,18.10,18.50,+0.40,98
3419　譁裕, 99/02/23,"170,010","3,134,835",18.50,18.60,18.25,18.50, 0.00,62
3419　譁裕, 99/02/24,"136,198","2,479,232",18.10,18.45,18.10,18.20,-0.30,72
3419　譁裕, 99/02/25,"280,285","5,095,658",18.30,18.45,17.90,18.20, 0.00,104
3419　譁裕, 99/02/26,"120,898","2,181,514",18.00,18.15,17.95,18.00,-0.20,61
3419　譁裕, 99/03/01,"464,445","8,825,813",18.00,19.25,18.00,19.25,+1.25,123
3419　譁裕, 99/03/02,"1,044,685","21,466,174",20.55,20.55,20.20,20.55,+1.30,313
3419　譁裕, 99/03/03,"6,596,279","144,544,960",21.95,21.95,21.50,21.90,+1.35,"1,785"
3419　譁裕, 99/03/04,"2,262,002","48,588,040",21.60,21.90,21.00,21.80,-0.10,763
3419　譁裕, 99/03/05,"2,249,455","49,302,641",21.80,22.25,21.50,21.90,+0.10,811
3419　譁裕, 99/03/08,"3,680,254","86,067,339",23.40,23.40,23.20,23.40,+1.50,845
3419　譁裕, 99/03/09,"6,506,210","156,670,973",24.00,24.80,23.60,24.55,+1.15,"2,248"
3419　譁裕, 99/03/10,"3,313,245","80,254,235",24.40,24.60,23.70,24.50,-0.05,"1,375"
3419　譁裕, 99/03/11,"5,151,980","128,603,582",24.65,25.90,23.80,25.50,+1.00,"2,061"
3419　譁裕, 99/03/12,"3,739,312","93,281,449",25.50,26.20,24.00,24.15,-1.35,"1,662"
3419　譁裕, 99/03/15,"3,276,962","80,665,923",24.10,25.15,23.95,24.40,+0.25,"1,296"
3419　譁裕, 99/03/16,"1,651,000","40,283,647",24.90,24.90,24.00,24.25,-0.15,711
3419　譁裕, 99/03/17,"2,717,213","66,828,799",24.35,25.15,24.10,25.00,+0.75,"1,127"
3419　譁裕, 99/03/18,"1,955,923","48,783,282",25.30,25.50,24.60,24.95,-0.05,837
3419　譁裕, 99/03/19,"5,647,560","147,415,863",24.95,26.65,24.80,26.65,+1.70,"1,984"
3419　譁裕, 99/03/22,"8,224,315","226,663,256",27.75,28.50,26.50,28.45,+1.80,"3,030"
3419　譁裕, 99/03/23,"4,993,905","136,553,829",28.45,28.45,26.50,26.50,-1.95,"2,129"
3419　譁裕, 99/03/24,"4,000,634","105,368,526",26.50,27.00,25.70,25.80,-0.70,"1,651"
