ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2440,2020,2019全年,20'06/30,,,,,,,,,,0,0,0,0,0,0,0
1,2440,2019,2018全年,19'06/24,,,,,,,,,,0,0,0,0,0,0,0
2,2440,2018,2017全年,18'06/29,,,,,,,,,,0,0,0,0,0,0,0
3,2440,2017,2016全年,17'06/26,,,,,,,,,,0,0,0,0,0,0,0
4,2440,2016,2015全年,16'06/13,,,,,,,,,,0,0,0,0,0,0,0
5,2440,2015,2014全年,15'06/02,,,,,,,,,,0,0,0,0,0,0,0
6,2440,2014,2013全年,14'06/27,,,,,,,,,,0,0,0,0,0,0,0
7,2440,2013,2012全年,13'06/24,,,,,,,,,,0,0,0,0,0,0,0
8,2440,2012,2011全年,12'06/27,,,,,,,,,,0,0,0,0,0,0,0
9,2440,2011,2010全年,11'06/22,,,,,,,,,,0,0,0,0,0,0,0
10,2440,2010,2009全年,10'06/17,10'09/02,10.65,13'11/14,796,,,,,,0.67,0,0.67,0,0,0,0.67
11,2440,2009,2008全年,09'06/16,,,,,,,,,,0,0,0,0,0,0,0
12,2440,2008,2007全年,08'05/16,08'06/16,9.7,09'10/08,319,,08'06/16,9.7,09'10/08,319,0.4,0,0.4,0.3,0,0.3,0.7
13,2440,2007,2006全年,07'06/21,,,,,,,,,,0,0,0,0,0,0,0
14,2440,2006,2005全年,,,,,,,,,,,0,0,0,0,0,0,0
15,2440,2005,2004全年,05'06/20,,,,,,,,,,0,0,0,0,0,0,0
16,2440,2004,2003全年,,,,,,,,,,,0,0,0,0,0,0,0
17,2440,2003,2002全年,03'06/12,,,,,,03'08/20,10.45,04'02/10,116,0,0,0,0.43,0,0.43,0.43
18,2440,2002,2001全年,02'06/14,,,,,,02'08/15,,02'08/15,1,0,0,0,0.5,0,0.5,0.5
19,2440,2001,2000全年,01'04/13,,,,,,01'07/13,,01'07/19,5,0,0,0,1.5,0,1.5,1.5
20,2440,2000,1999全年,,,,,,,,,,,0,0,0,1.5,0,1.5,1.5
21,2440,1999,1998全年,,,,,,,,,,,0,0,0,1.5,0,1.5,1.5
22,2440,1998,1997全年,,,,,,,,,,,0,0,0,0,0,0,0
