sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1213,2020Q3,7.36,57.1,9.77,5.53
1213,2020Q2,7.25,56.4,9.88,5.6
1213,2020Q1,7.24,56.8,9.73,5.51
1213,2019Q4,7.03,55.5,9.95,5.63
1213,2019Q3,7.33,56.2,10.08,5.71
1213,2019Q2,7.32,55.7,10.3,5.83
1213,2019Q1,7.71,56.3,10.55,5.97
1213,2018Q4,7.63,55.7,11.19,6.06
1213,2018Q3,7.63,52.4,12.27,6.95
1213,2018Q2,1.78,20.3,12.33,6.98
1213,2018Q1,1.45,17.2,12.32,6.98
1213,2017Q4,1.69,19.5,12.29,6.96
1213,2017Q3,2.19,23.7,12.46,7.06
1213,2017Q2,2.39,25.6,12.25,6.94
1213,2017Q1,1.32,15.9,12.35,6.99
1213,2016Q4,1.57,18.5,12.26,6.94
1213,2016Q3,2.14,23.5,12.33,6.98
1213,2016Q2,1.63,19.1,13.42,6.91
1213,2016Q1,1.63,19.3,13.28,6.84
1213,2015Q4,1.65,19.5,13.19,6.79
1213,2015Q3,2.07,23,13.44,6.92
1213,2015Q2,1.63,19.5,13.09,6.74
1213,2015Q1,1.71,20.2,13.08,6.73
1213,2014Q4,1.43,17.8,12.87,6.62
1213,2014Q3,2.1,23.8,13.02,6.7
1213,2014Q2,1.51,18.7,12.71,6.54
1213,2014Q1,1.53,19,12.72,6.55
1213,2013Q4,1.56,19.3,12.64,6.51
1213,2013Q3,2.19,25,12.8,6.59
1213,2013Q2,1.79,21.9,12.39,6.38
1213,2013Q1,1.47,18.6,12.49,6.43
1213,2012Q4,1.6,20.2,12.34,6.34
1213,2012Q3,2.2,25.5,12.52,6.43
1213,2012Q2,1.62,20.6,12.17,6.26
1213,2012Q1,1.63,20.6,12.27,6.31
1213,2011Q4,1.75,21.9,12.13,6.24
1213,2011Q3,2.12,26.5,11.43,5.89
1213,2011Q2,1.54,21,11.22,5.78
1213,2011Q1,1.26,17.9,11.25,5.79
1213,2010Q4,1.41,19.5,11.32,5.83
1213,2010Q3,1.96,25.2,11.29,5.81
1213,2010Q2,1.38,19.2,11.24,5.79
1213,2010Q1,1.41,18.9,11.68,6.01
1213,2009Q4,1.41,19.1,11.6,5.97
1213,2009Q3,2.19,27.3,11.35,5.84
1213,2009Q2,1.78,23.9,11.05,5.69
1213,2009Q1,1.83,23.7,11.44,5.89
1213,2008Q4,1.74,22.9,11.36,5.85
1213,2008Q3,2.43,29.4,11.38,5.86
1213,2008Q2,2.04,26,11.31,5.82
1213,2008Q1,2.2,27.5,11.3,5.82
1213,2007Q4,1.94,25.1,11.27,5.8
1213,2007Q2,2.23,27.8,11.23,5.78
1213,2006Q4,1.8,23.9,11.18,5.75
1213,2006Q2,1.8,23.9,13.38,5.74
1213,2005Q4,1.52,20.8,13.49,5.79
1213,2005Q2,1.47,20.3,13.46,5.78
