sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1762,2020Q3,5.82,19.5,31,24.04
1762,2020Q2,6.97,22.7,30.64,23.76
1762,2020Q1,14.02,40.7,26.38,20.46
1762,2019Q4,14.24,41.4,25.98,20.15
1762,2019Q3,13.64,40.9,25.45,19.75
1762,2019Q2,14.03,41.8,25.16,19.51
1762,2019Q1,12.77,38.6,26.18,20.31
1762,2018Q4,12.38,38.4,25.58,19.84
1762,2018Q3,11.1,35.1,26.42,20.5
1762,2018Q2,15.4,46,23.29,18.07
1762,2018Q1,14.88,44.9,23.57,18.29
1762,2017Q4,16.27,47.2,23.48,18.21
1762,2017Q3,17.34,49.5,22.79,17.68
1762,2017Q2,9.56,35.9,22.06,17.11
1762,2017Q1,8.99,33.8,22.72,17.62
1762,2016Q4,9.54,35,22.83,17.71
1762,2016Q3,10,36.5,22.46,17.43
1762,2016Q2,9.88,36.1,22.3,17.47
1762,2016Q1,9.86,34.4,23.87,18.79
1762,2015Q4,10.07,35.1,23.67,18.64
1762,2015Q3,9.44,34.5,22.72,17.91
1762,2015Q2,9.51,35,22.44,17.68
1762,2015Q1,9.76,35.2,22.84,18
1762,2014Q4,15.92,49.6,20.26,16.16
1762,2014Q3,15.41,48.7,20.33,16.21
1762,2014Q2,14.41,46.6,20.75,16.54
1762,2014Q1,13.77,44.4,21.46,17.24
1762,2013Q4,13.29,43.7,21.29,17.11
1762,2013Q3,13.3,43.7,21.28,17.1
1762,2013Q2,13.4,44.2,20.93,16.9
1762,2013Q1,12.8,42.1,21.86,17.63
1762,2012Q4,13.43,43.8,21.6,17.23
1762,2012Q3,14.04,45,21.52,17.15
1762,2012Q2,15.36,48.1,20.79,16.57
1762,2012Q1,7.44,30.5,21.31,16.99
1762,2011Q4,6.99,29.4,20.61,16.77
1762,2011Q3,6.63,29.3,19.58,16.03
1762,2011Q2,6.92,30.4,19.35,15.84
1762,2011Q1,4.87,22.2,20.96,17.09
1762,2010Q4,6.88,29,20.62,16.83
1762,2010Q3,10.3,47,16.07,11.6
1762,2010Q2,11.35,51.4,14.88,10.75
1762,2010Q1,10.15,45.5,-,12.16
1762,2009Q4,11.18,48.3,16.59,11.94
1762,2009Q3,10.37,48.2,-,11.16
1762,2009Q2,11.55,52.9,15.33,10.29
1762,2008Q4,14.4,63.2,12.41,8.38
1762,2008Q2,14.29,66.3,10.72,7.27
1762,2007Q4,14.41,66.5,10.7,7.25
1762,2007Q2,14.3,68.6,9.6,6.54
1762,2006Q4,13.96,66.9,10.17,6.9
1762,2006Q2,15.61,71.1,9.32,6.34
1762,2005Q4,15.35,70.6,9.41,6.39
