ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2413,2020,2019全年,20'06/22,,,,,,,,,,0,0,0,0,0,0,0
1,2413,2019,2018全年,19'06/19,,,,,,,,,,0,0,0,0,0,0,0
2,2413,2018,2017全年,18'06/19,,,,,,,,,,0,0,0,0,0,0,0
3,2413,2017,2016全年,17'06/20,,,,,,,,,,0,0,0,0,0,0,0
4,2413,2016,2015全年,16'06/21,16'08/03,12.1,16'08/04,2,16'08/23,,,,,0.5,0,0.5,0,0,0,0.5
5,2413,2015,2014全年,15'06/23,,,,,,,,,,0,0,0,0,0,0,0
6,2413,2014,2013全年,14'06/26,,,,,,,,,,0,0,0,0,0,0,0
7,2413,2013,2012全年,13'06/21,,,,,,,,,,0,0,0,0,0,0,0
8,2413,2012,2011全年,12'06/21,,,,,,,,,,0,0,0,0,0,0,0
9,2413,2011,2010全年,11'06/22,11'07/12,13.8,14'02/27,653,,,,,,0.5,0,0.5,0,0,0,0.5
10,2413,2010,2009全年,10'06/15,,,,,,,,,,0,0,0,0,0,0,0
11,2413,2009,2008全年,09'06/10,,,,,,,,,,0,0,0,0,0,0,0
12,2413,2008,2007全年,08'06/13,08'08/05,9.07,08'08/05,1,,08'08/05,9.07,08'08/05,1,0.25,0,0.25,0.25,0,0.25,0.51
13,2413,2007,2006全年,07'06/15,07'07/05,30.2,07'07/05,1,,,,,,0.3,0,0.3,0,0,0,0.3
14,2413,2006,2005全年,06'06/27,,,,,,,,,,0,0,0,0,0,0,0
15,2413,2005,2004全年,05'06/28,,,,,,,,,,0,0,0,0,0,0,0
16,2413,2004,2003全年,,,,,,,,,,,0,0,0,0,0,0,0
17,2413,2003,2002全年,03'06/06,03'08/06,19.6,04'01/13,112,,03'08/06,19.6,04'01/13,112,0.3,0,0.3,0.3,0,0.3,0.6
18,2413,2002,2001全年,02'06/03,02'07/25,23.68,07'04/13,1171,,02'07/25,23.68,07'04/13,1171,0.5,0,0.5,1.2,0.3,1.5,2
19,2413,2001,2000全年,01'05/04,01'08/02,42.09,,,,01'08/02,42.09,,,0.4,0,0.4,2.3,0.5,2.8,3.2
20,2413,2000,1999全年,00'05/06,,,,,,00'06/14,,,,0,0,0,3.5,0.5,4,4
21,2413,1999,1998全年,,,,,,,,,,,0,0,0,3.8,0,3.8,3.8
22,2413,1998,1997全年,98'03/13,,,,,,98'06/12,,,,0,0,0,3,0,3,3
23,2413,1997,1996全年,97'03/08,,,,,,97'04/24,,,,0,0,0,2,0,2,2
24,2413,1996,1995全年,,,,,,,,,,,0,0,0,2,0,2,2
25,2413,1995,1994全年,,,,,,,,,,,0,0,0,0,0,0,0
26,2413,1994,1993全年,,,,,,,,,,,0,0,0,0,0,0,0
