ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,2547,2020,2019全年,20'05/18,20'07/13,10.05,20'08/18,27,20'08/05,,,,,0.61,0,0.61,0,0,0,0.61
1,2547,2019,2018全年,19'06/24,19'08/08,12.4,20'12/01,322,19'09/11,19'08/08,12.4,20'12/01,322,0.8,0,0.8,0.2,0,0.2,1
2,2547,2018,2017全年,18'06/26,,,,,,,,,,0,0,0,0,0,0,0
3,2547,2017,2016全年,17'06/22,,,,,,,,,,0,0,0,0,0,0,0
4,2547,2016,2015全年,16'06/24,,,,,,,,,,0,0,0,0,0,0,0
5,2547,2015,2014全年,15'06/22,15'08/10,12.05,17'04/14,410,15'08/31,15'08/10,12.05,17'04/14,410,0,1,1,0,0.2,0.2,1.2
6,2547,2014,2013全年,14'06/19,14'08/12,19.5,14'12/02,79,14'08/29,14'08/12,19.5,14'12/02,79,0,1,1,0,0.2,0.2,1.2
7,2547,2013,2012全年,13'06/19,13'08/22,23.8,13'08/26,3,,13'08/22,23.8,13'08/26,3,0.8,0,0.8,0.2,0,0.2,0.99
8,2547,2012,2011全年,12'06/18,12'07/17,18,12'08/03,13,,12'08/31,19.4,12'09/03,2,1.2,0,1.2,0.3,0,0.3,1.5
9,2547,2011,2010全年,11'06/15,11'08/10,29.35,,,,11'08/10,29.35,,,2.4,0,2.4,0.6,0,0.6,3
10,2547,2010,2009全年,10'06/17,10'09/02,37.95,10'09/14,9,,10'09/02,37.95,10'09/14,9,1.2,0,1.2,0.3,0,0.3,1.5
11,2547,2009,2008全年,09'06/19,,,,,,09'08/12,24.25,09'08/17,4,0,0,0,0.4,0,0.4,0.4
12,2547,2008,2007全年,08'06/13,08'08/07,20.05,08'08/08,2,,08'08/07,20.05,08'08/08,2,0.5,0,0.5,1,0,1,1.5
13,2547,2007,2006全年,07'05/28,07'08/23,36.55,07'08/23,1,,07'08/23,36.55,07'08/23,1,0.13,0,0.13,0.35,0,0.35,0.48
14,2547,2006,2005全年,06'06/26,06'09/15,24.7,06'09/20,4,,06'09/15,24.7,06'09/20,4,0.08,0,0.08,0.32,0,0.32,0.4
15,2547,2005,2004全年,05'06/07,05'10/06,13.2,05'10/12,4,,05'10/06,13.2,05'10/12,4,0.2,0,0.2,0.8,0,0.8,1
16,2547,2004,2003全年,,,,,,,,,,,0,0,0,0,0,0,0
17,2547,2003,2002全年,03'06/24,03'12/24,15.6,03'12/25,2,,03'12/24,15.6,03'12/25,2,0.2,0,0.2,0.8,0,0.8,1
18,2547,2002,2001全年,02'06/14,03'01/02,8.35,03'01/27,18,,03'01/02,8.35,03'01/27,18,0.5,0,0.5,1,0,1,1.5
19,2547,2001,2000全年,01'10/15,,,,,,02'01/03,4.75,02'01/17,11,0,0,0,2,0,2,2
20,2547,2000,1999全年,00'06/27,,,,,,01'01/09,6.3,01'02/05,14,0,0,0,1.25,1.25,2.5,2.5
21,2547,1999,1998全年,,,,,,,,,,,0,0,0,1.5,0,1.5,1.5
22,2547,1998,1997全年,,,,,,,,,,,0,0,0,1.2,0,1.2,1.2
