ID,sid,股利發放年度,股利所屬盈餘期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費日數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費日數,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計
0,1903,2020,2019全年,20'06/18,,,,,,,,,,0,0,0,0,0,0,0
1,1903,2019,2018全年,19'06/24,,,,,,,,,,0,0,0,0,0,0,0
2,1903,2018,2017全年,18'06/11,,,,,,,,,,0,0,0,0,0,0,0
3,1903,2017,2016全年,17'06/15,,,,,,,,,,0,0,0,0,0,0,0
4,1903,2016,2015全年,16'06/08,,,,,,,,,,0,0,0,0,0,0,0
5,1903,2015,2014全年,15'06/08,,,,,,,,,,0,0,0,0,0,0,0
6,1903,2014,2013全年,14'06/27,,,,,,,,,,0,0,0,0,0,0,0
7,1903,2013,2012全年,13'06/04,,,,,,,,,,0,0,0,0,0,0,0
8,1903,2012,2011全年,12'06/21,,,,,,,,,,0,0,0,0,0,0,0
9,1903,2011,2010全年,11'06/28,,,,,,,,,,0,0,0,0,0,0,0
10,1903,2010,2009全年,10'06/15,,,,,,,,,,0,0,0,0,0,0,0
11,1903,2009,2008全年,09'06/10,,,,,,,,,,0,0,0,0,0,0,0
12,1903,2008,2007全年,08'06/19,,,,,,,,,,0,0,0,0,0,0,0
13,1903,2007,2006全年,07'06/13,,,,,,,,,,0,0,0,0,0,0,0
14,1903,2006,2005全年,06'06/14,,,,,,,,,,0,0,0,0,0,0,0
15,1903,2005,2004全年,05'05/26,,,,,,,,,,0,0,0,0,0,0,0
16,1903,2004,2003全年,04'06/23,,,,,,,,,,0,0,0,0,0,0,0
17,1903,2003,2002全年,03'06/30,,,,,,,,,,0,0,0,0,0,0,0
18,1903,2002,2001全年,02'06/25,,,,,,,,,,0,0,0,0,0,0,0
19,1903,2001,2000全年,01'05/28,,,,,,01'09/01,,01'09/03,1,0,0,0,0,0.8,0.8,0.8
20,1903,2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
21,1903,1999,1998全年,99'05/12,,,,,,99'08/25,,99'09/04,9,0,0,0,0,0.8,0.8,0.8
22,1903,1998,1997全年,,,,,,,,,,,0,0,0,0,0,0,0
23,1903,1997,1996全年,97'05/13,,,,,,97'08/25,138,,,0,0,0,0,0.73,0.73,0.73
24,1903,1996,1995全年,,,,,,,,,,,0,0,0,0,0,0,0
25,1903,1995,1994全年,95'05/08,,,,,,95'09/18,44.88,95'09/18,1,0,0,0,0.25,0,0.25,0.25
26,1903,1994,1993全年,94'05/30,,,,,,94'08/27,73.18,96'12/05,653,0,0,0,0.85,0.15,1,1
27,1903,1993,1992全年,,,,,,,,,,,0,0,0,0,0,0,0
28,1903,1990,1989全年,90'05/14,,,,,,90'12/19,48.63,,,0,0,0,0.6,0.4,1,1
29,1903,1989,1988全年,,,,,,,,,,,0,0,0,1,0.35,1.35,1.35
30,1903,1988,1987全年,,,,,,,,,,,1,0,1,1.85,0.45,2.3,3.3
31,1903,1987,1986全年,,,,,,,,,,,1.5,0,1.5,1.4,0.6,2,3.5
32,1903,1986,1985全年,,,,,,,,,,,1,0,1,0,0,0,1
33,1903,1985,1984全年,,,,,,,,,,,1.5,0,1.5,1.6,0.4,2,3.5
34,1903,1984,1983全年,,,,,,,,,,,1.5,0,1.5,1.5,0.81,2.31,3.81
